Datum;Erzeugung_Enercon-126_Enercon E-70 E4/2000;Erzeugung_SÃ¼dwind N3127_Enercon E-70 E4/2000;Erzeugung_Enercon E-66/18.70_Enercon E-70 E4/2000;Erzeugung_Nordex N117/3000_Enercon E-70 E4/2000;Erzeugung_Nordex N27/150_Enercon E-70 E4/2000;Erzeugung_AN Bonus 600/44_Enercon E-70 E4/2000;Erzeugung_AN Bonus 600/45_Enercon E-70 E4/2000;Erzeugung_Enercon E-40/5.40_Enercon E-70 E4/2000;Erzeugung_Senvion MM100_Enercon E-70 E4/2000;Erzeugung_Nordex N117/2400_Enercon E-70 E4/2000;Erzeugung_Nordex N100/2500_Enercon E-70 E4/2000;Erzeugung_Micon M1500-600_Enercon E-70 E4/2000;Erzeugung_Enercon E-40/6.44_Enercon E-70 E4/2000;Erzeugung_Vestas V90-2MW_Enercon E-70 E4/2000;Erzeugung_Vestas V117-3.3MW_Enercon E-70 E4/2000;Erzeugung_Enercon E-66/15.66_Enercon E-70 E4/2000;Erzeugung_Repower MD77_Enercon E-70 E4/2000;Erzeugung_Repower 3.4M104_Enercon E-70 E4/2000;Erzeugung_Tacke TW 600_Enercon E-70 E4/2000;Erzeugung_Enercon E-92_Enercon E-70 E4/2000;Erzeugung_NEG Micon NM48/600_Enercon E-70 E4/2000;Erzeugung_Siemens SWT-3.0-113_Enercon E-70 E4/2000
2019-01-01 00:00:00;2755;136;826;1377;68;302;302;229;1007;1102;1148;275;275;918;1515;688;688;1561;302;1007;275;1377
2019-01-01 01:00:00;2711;136;813;1355;67;302;302;225;1007;1084;1129;271;271;903;1491;677;677;1536;302;1007;271;1355
2019-01-01 02:00:00;2844;142;853;1422;71;315;315;237;1051;1137;1185;284;284;948;1564;711;711;1611;315;1051;284;1422
2019-01-01 03:00:00;2977;146;893;1488;74;324;324;248;1081;1191;1240;297;297;992;1637;744;744;1687;324;1081;297;1488
2019-01-01 04:00:00;3422;168;1026;1711;85;373;373;285;1244;1368;1425;342;342;1140;1882;855;855;1939;373;1244;342;1711
2019-01-01 05:00:00;3422;164;1026;1711;85;364;364;285;1214;1368;1425;342;342;1140;1882;855;855;1939;364;1214;342;1711
2019-01-01 06:00:00;3688;156;1106;1844;92;346;346;307;1155;1475;1537;368;368;1229;2028;922;922;2090;346;1155;368;1844
2019-01-01 07:00:00;4088;172;1226;2044;102;382;382;340;1274;1635;1703;408;408;1362;2248;1022;1022;2317;382;1274;408;2044
2019-01-01 08:00:00;3822;188;1146;1911;95;417;417;318;1392;1528;1592;382;382;1274;2102;955;955;2165;417;1392;382;1911
2019-01-01 09:00:00;3377;162;1013;1688;84;359;359;281;1200;1351;1407;337;337;1125;1857;844;844;1914;359;1200;337;1688
2019-01-01 10:00:00;3511;172;1053;1755;87;382;382;292;1274;1404;1462;351;351;1170;1931;877;877;1989;382;1274;351;1755
2019-01-01 11:00:00;3777;196;1133;1888;94;435;435;314;1451;1511;1574;377;377;1259;2077;944;944;2140;435;1451;377;1888
2019-01-01 12:00:00;3866;214;1160;1933;96;475;475;322;1585;1546;1611;386;386;1288;2126;966;966;2191;475;1585;386;1933
2019-01-01 13:00:00;4444;220;1333;2222;111;488;488;370;1629;1777;1851;444;444;1481;2444;1111;1111;2518;488;1629;444;2222
2019-01-01 14:00:00;4266;220;1280;2133;106;488;488;355;1629;1706;1777;426;426;1422;2346;1066;1066;2417;488;1629;426;2133
2019-01-01 15:00:00;3911;192;1173;1955;97;426;426;325;1422;1564;1629;391;391;1303;2151;977;977;2216;426;1422;391;1955
2019-01-01 16:00:00;4311;232;1293;2155;107;515;515;359;1718;1724;1796;431;431;1437;2371;1077;1077;2442;515;1718;431;2155
2019-01-01 17:00:00;4088;238;1226;2044;102;528;528;340;1762;1635;1703;408;408;1362;2248;1022;1022;2317;528;1762;408;2044
2019-01-01 18:00:00;4222;238;1266;2111;105;528;528;351;1762;1688;1759;422;422;1407;2322;1055;1055;2392;528;1762;422;2111
2019-01-01 19:00:00;3911;216;1173;1955;97;480;480;325;1600;1564;1629;391;391;1303;2151;977;977;2216;480;1600;391;1955
2019-01-01 20:00:00;3866;224;1160;1933;96;497;497;322;1659;1546;1611;386;386;1288;2126;966;966;2191;497;1659;386;1933
2019-01-01 21:00:00;4133;222;1240;2066;103;493;493;344;1644;1653;1722;413;413;1377;2273;1033;1033;2342;493;1644;413;2066
2019-01-01 22:00:00;3733;220;1120;1866;93;488;488;311;1629;1493;1555;373;373;1244;2053;933;933;2115;488;1629;373;1866
2019-01-01 23:00:00;3244;188;973;1622;81;417;417;270;1392;1297;1351;324;324;1081;1784;811;811;1838;417;1392;324;1622
2019-01-02 00:00:00;2666;154;800;1333;66;342;342;222;1140;1066;1111;266;266;888;1466;666;666;1511;342;1140;266;1333
2019-01-02 01:00:00;2400;140;720;1200;60;311;311;200;1037;960;1000;240;240;800;1320;600;600;1360;311;1037;240;1200
2019-01-02 02:00:00;2577;160;773;1288;64;355;355;214;1185;1031;1074;257;257;859;1417;644;644;1460;355;1185;257;1288
2019-01-02 03:00:00;2355;146;706;1177;58;324;324;196;1081;942;981;235;235;785;1295;588;588;1334;324;1081;235;1177
2019-01-02 04:00:00;2400;142;720;1200;60;315;315;200;1051;960;1000;240;240;800;1320;600;600;1360;315;1051;240;1200
2019-01-02 05:00:00;2355;144;706;1177;58;320;320;196;1066;942;981;235;235;785;1295;588;588;1334;320;1066;235;1177
2019-01-02 06:00:00;2400;140;720;1200;60;311;311;200;1037;960;1000;240;240;800;1320;600;600;1360;311;1037;240;1200
2019-01-02 07:00:00;2222;134;666;1111;55;297;297;185;992;888;925;222;222;740;1222;555;555;1259;297;992;222;1111
2019-01-02 08:00:00;2266;126;680;1133;56;280;280;188;933;906;944;226;226;755;1246;566;566;1284;280;933;226;1133
2019-01-02 09:00:00;2222;126;666;1111;55;280;280;185;933;888;925;222;222;740;1222;555;555;1259;280;933;222;1111
2019-01-02 10:00:00;2355;136;706;1177;58;302;302;196;1007;942;981;235;235;785;1295;588;588;1334;302;1007;235;1177
2019-01-02 11:00:00;2444;146;733;1222;61;324;324;203;1081;977;1018;244;244;814;1344;611;611;1385;324;1081;244;1222
2019-01-02 12:00:00;2711;152;813;1355;67;337;337;225;1125;1084;1129;271;271;903;1491;677;677;1536;337;1125;271;1355
2019-01-02 13:00:00;2488;158;746;1244;62;351;351;207;1170;995;1037;248;248;829;1368;622;622;1410;351;1170;248;1244
2019-01-02 14:00:00;2533;152;760;1266;63;337;337;211;1125;1013;1055;253;253;844;1393;633;633;1435;337;1125;253;1266
2019-01-02 15:00:00;2222;138;666;1111;55;306;306;185;1022;888;925;222;222;740;1222;555;555;1259;306;1022;222;1111
2019-01-02 16:00:00;1644;114;493;822;41;253;253;137;844;657;685;164;164;548;904;411;411;931;253;844;164;822
2019-01-02 17:00:00;1511;88;453;755;37;195;195;125;651;604;629;151;151;503;831;377;377;856;195;651;151;755
2019-01-02 18:00:00;1377;90;413;688;34;200;200;114;666;551;574;137;137;459;757;344;344;780;200;666;137;688
2019-01-02 19:00:00;1422;72;426;711;35;160;160;118;533;568;592;142;142;474;782;355;355;805;160;533;142;711
2019-01-02 20:00:00;1111;60;333;555;27;133;133;92;444;444;462;111;111;370;611;277;277;629;133;444;111;555
2019-01-02 21:00:00;0;56;0;0;0;124;124;0;414;0;0;0;0;0;0;0;0;0;124;414;0;0
2019-01-02 22:00:00;0;50;0;0;0;111;111;0;370;0;0;0;0;0;0;0;0;0;111;370;0;0
2019-01-02 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 08:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 09:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 10:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 11:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 12:00:00;0;60;0;0;0;133;133;0;444;0;0;0;0;0;0;0;0;0;133;444;0;0
2019-01-03 13:00:00;0;58;0;0;0;128;128;0;429;0;0;0;0;0;0;0;0;0;128;429;0;0
2019-01-03 14:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 15:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 16:00:00;0;54;0;0;0;120;120;0;400;0;0;0;0;0;0;0;0;0;120;400;0;0
2019-01-03 17:00:00;0;62;0;0;0;137;137;0;459;0;0;0;0;0;0;0;0;0;137;459;0;0
2019-01-03 18:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 19:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 20:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 21:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-04 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-04 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-04 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-04 03:00:00;0;64;0;0;0;142;142;0;474;0;0;0;0;0;0;0;0;0;142;474;0;0
2019-01-04 04:00:00;1155;68;346;577;28;151;151;96;503;462;481;115;115;385;635;288;288;654;151;503;115;577
2019-01-04 05:00:00;1244;64;373;622;31;142;142;103;474;497;518;124;124;414;684;311;311;705;142;474;124;622
2019-01-04 06:00:00;1288;66;386;644;32;146;146;107;488;515;537;128;128;429;708;322;322;730;146;488;128;644
2019-01-04 07:00:00;1733;76;520;866;43;168;168;144;562;693;722;173;173;577;953;433;433;982;168;562;173;866
2019-01-04 08:00:00;2177;92;653;1088;54;204;204;181;681;871;907;217;217;725;1197;544;544;1234;204;681;217;1088
2019-01-04 09:00:00;2088;120;626;1044;52;266;266;174;888;835;870;208;208;696;1148;522;522;1183;266;888;208;1044
2019-01-04 10:00:00;2222;118;666;1111;55;262;262;185;874;888;925;222;222;740;1222;555;555;1259;262;874;222;1111
2019-01-04 11:00:00;2533;132;760;1266;63;293;293;211;977;1013;1055;253;253;844;1393;633;633;1435;293;977;253;1266
2019-01-04 12:00:00;3066;146;920;1533;76;324;324;255;1081;1226;1277;306;306;1022;1686;766;766;1737;324;1081;306;1533
2019-01-04 13:00:00;2844;142;853;1422;71;315;315;237;1051;1137;1185;284;284;948;1564;711;711;1611;315;1051;284;1422
2019-01-04 14:00:00;2133;136;640;1066;53;302;302;177;1007;853;888;213;213;711;1173;533;533;1208;302;1007;213;1066
2019-01-04 15:00:00;1955;108;586;977;48;240;240;162;800;782;814;195;195;651;1075;488;488;1108;240;800;195;977
2019-01-04 16:00:00;1866;100;560;933;46;222;222;155;740;746;777;186;186;622;1026;466;466;1057;222;740;186;933
2019-01-04 17:00:00;2533;122;760;1266;63;271;271;211;903;1013;1055;253;253;844;1393;633;633;1435;271;903;253;1266
2019-01-04 18:00:00;3200;158;960;1600;80;351;351;266;1170;1280;1333;320;320;1066;1760;800;800;1813;351;1170;320;1600
2019-01-04 19:00:00;2711;136;813;1355;67;302;302;225;1007;1084;1129;271;271;903;1491;677;677;1536;302;1007;271;1355
2019-01-04 20:00:00;2355;136;706;1177;58;302;302;196;1007;942;981;235;235;785;1295;588;588;1334;302;1007;235;1177
2019-01-04 21:00:00;2711;144;813;1355;67;320;320;225;1066;1084;1129;271;271;903;1491;677;677;1536;320;1066;271;1355
2019-01-04 22:00:00;3200;156;960;1600;80;346;346;266;1155;1280;1333;320;320;1066;1760;800;800;1813;346;1155;320;1600
2019-01-04 23:00:00;2977;172;893;1488;74;382;382;248;1274;1191;1240;297;297;992;1637;744;744;1687;382;1274;297;1488
2019-01-05 00:00:00;2800;160;840;1400;70;355;355;233;1185;1120;1166;280;280;933;1540;700;700;1586;355;1185;280;1400
2019-01-05 01:00:00;2888;162;866;1444;72;359;359;240;1200;1155;1203;288;288;962;1588;722;722;1637;359;1200;288;1444
2019-01-05 02:00:00;2755;158;826;1377;68;351;351;229;1170;1102;1148;275;275;918;1515;688;688;1561;351;1170;275;1377
2019-01-05 03:00:00;2800;148;840;1400;70;328;328;233;1096;1120;1166;280;280;933;1540;700;700;1586;328;1096;280;1400
2019-01-05 04:00:00;2800;162;840;1400;70;359;359;233;1200;1120;1166;280;280;933;1540;700;700;1586;359;1200;280;1400
2019-01-05 05:00:00;2622;162;786;1311;65;359;359;218;1200;1048;1092;262;262;874;1442;655;655;1485;359;1200;262;1311
2019-01-05 06:00:00;2355;152;706;1177;58;337;337;196;1125;942;981;235;235;785;1295;588;588;1334;337;1125;235;1177
2019-01-05 07:00:00;2044;128;613;1022;51;284;284;170;948;817;851;204;204;681;1124;511;511;1158;284;948;204;1022
2019-01-05 08:00:00;1733;98;520;866;43;217;217;144;725;693;722;173;173;577;953;433;433;982;217;725;173;866
2019-01-05 09:00:00;1466;88;440;733;36;195;195;122;651;586;611;146;146;488;806;366;366;831;195;651;146;733
2019-01-05 10:00:00;1333;80;400;666;33;177;177;111;592;533;555;133;133;444;733;333;333;755;177;592;133;666
2019-01-05 11:00:00;1511;88;453;755;37;195;195;125;651;604;629;151;151;503;831;377;377;856;195;651;151;755
2019-01-05 12:00:00;1644;90;493;822;41;200;200;137;666;657;685;164;164;548;904;411;411;931;200;666;164;822
2019-01-05 13:00:00;1555;92;466;777;38;204;204;129;681;622;648;155;155;518;855;388;388;881;204;681;155;777
2019-01-05 14:00:00;1377;86;413;688;34;191;191;114;637;551;574;137;137;459;757;344;344;780;191;637;137;688
2019-01-05 15:00:00;1422;84;426;711;35;186;186;118;622;568;592;142;142;474;782;355;355;805;186;622;142;711
2019-01-05 16:00:00;1288;68;386;644;32;151;151;107;503;515;537;128;128;429;708;322;322;730;151;503;128;644
2019-01-05 17:00:00;0;66;0;0;0;146;146;0;488;0;0;0;0;0;0;0;0;0;146;488;0;0
2019-01-05 18:00:00;0;56;0;0;0;124;124;0;414;0;0;0;0;0;0;0;0;0;124;414;0;0
2019-01-05 19:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-05 20:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-05 21:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-05 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-05 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 08:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 09:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 10:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 11:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 12:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 13:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 14:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 15:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 16:00:00;0;50;0;0;0;111;111;0;370;0;0;0;0;0;0;0;0;0;111;370;0;0
2019-01-06 17:00:00;1200;76;360;600;30;168;168;100;562;480;500;120;120;400;660;300;300;680;168;562;120;600
2019-01-06 18:00:00;0;62;0;0;0;137;137;0;459;0;0;0;0;0;0;0;0;0;137;459;0;0
2019-01-06 19:00:00;1333;74;400;666;33;164;164;111;548;533;555;133;133;444;733;333;333;755;164;548;133;666
2019-01-06 20:00:00;1288;68;386;644;32;151;151;107;503;515;537;128;128;429;708;322;322;730;151;503;128;644
2019-01-06 21:00:00;1333;82;400;666;33;182;182;111;607;533;555;133;133;444;733;333;333;755;182;607;133;666
2019-01-06 22:00:00;1422;70;426;711;35;155;155;118;518;568;592;142;142;474;782;355;355;805;155;518;142;711
2019-01-06 23:00:00;1288;74;386;644;32;164;164;107;548;515;537;128;128;429;708;322;322;730;164;548;128;644
2019-01-07 00:00:00;1555;74;466;777;38;164;164;129;548;622;648;155;155;518;855;388;388;881;164;548;155;777
2019-01-07 01:00:00;1511;82;453;755;37;182;182;125;607;604;629;151;151;503;831;377;377;856;182;607;151;755
2019-01-07 02:00:00;1733;78;520;866;43;173;173;144;577;693;722;173;173;577;953;433;433;982;173;577;173;866
2019-01-07 03:00:00;1688;80;506;844;42;177;177;140;592;675;703;168;168;562;928;422;422;957;177;592;168;844
2019-01-07 04:00:00;1688;88;506;844;42;195;195;140;651;675;703;168;168;562;928;422;422;957;195;651;168;844
2019-01-07 05:00:00;1733;96;520;866;43;213;213;144;711;693;722;173;173;577;953;433;433;982;213;711;173;866
2019-01-07 06:00:00;2133;94;640;1066;53;208;208;177;696;853;888;213;213;711;1173;533;533;1208;208;696;213;1066
2019-01-07 07:00:00;2222;98;666;1111;55;217;217;185;725;888;925;222;222;740;1222;555;555;1259;217;725;222;1111
2019-01-07 08:00:00;1600;82;480;800;40;182;182;133;607;640;666;160;160;533;880;400;400;906;182;607;160;800
2019-01-07 09:00:00;1422;68;426;711;35;151;151;118;503;568;592;142;142;474;782;355;355;805;151;503;142;711
2019-01-07 10:00:00;1466;70;440;733;36;155;155;122;518;586;611;146;146;488;806;366;366;831;155;518;146;733
2019-01-07 11:00:00;1644;82;493;822;41;182;182;137;607;657;685;164;164;548;904;411;411;931;182;607;164;822
2019-01-07 12:00:00;1377;66;413;688;34;146;146;114;488;551;574;137;137;459;757;344;344;780;146;488;137;688
2019-01-07 13:00:00;1733;88;520;866;43;195;195;144;651;693;722;173;173;577;953;433;433;982;195;651;173;866
2019-01-07 14:00:00;1422;74;426;711;35;164;164;118;548;568;592;142;142;474;782;355;355;805;164;548;142;711
2019-01-07 15:00:00;1733;94;520;866;43;208;208;144;696;693;722;173;173;577;953;433;433;982;208;696;173;866
2019-01-07 16:00:00;1955;116;586;977;48;257;257;162;859;782;814;195;195;651;1075;488;488;1108;257;859;195;977
2019-01-07 17:00:00;2088;132;626;1044;52;293;293;174;977;835;870;208;208;696;1148;522;522;1183;293;977;208;1044
2019-01-07 18:00:00;2533;146;760;1266;63;324;324;211;1081;1013;1055;253;253;844;1393;633;633;1435;324;1081;253;1266
2019-01-07 19:00:00;2577;166;773;1288;64;368;368;214;1229;1031;1074;257;257;859;1417;644;644;1460;368;1229;257;1288
2019-01-07 20:00:00;2577;162;773;1288;64;359;359;214;1200;1031;1074;257;257;859;1417;644;644;1460;359;1200;257;1288
2019-01-07 21:00:00;2622;160;786;1311;65;355;355;218;1185;1048;1092;262;262;874;1442;655;655;1485;355;1185;262;1311
2019-01-07 22:00:00;2844;140;853;1422;71;311;311;237;1037;1137;1185;284;284;948;1564;711;711;1611;311;1037;284;1422
2019-01-07 23:00:00;3022;138;906;1511;75;306;306;251;1022;1208;1259;302;302;1007;1662;755;755;1712;306;1022;302;1511
2019-01-08 00:00:00;3244;126;973;1622;81;280;280;270;933;1297;1351;324;324;1081;1784;811;811;1838;280;933;324;1622
2019-01-08 01:00:00;3111;146;933;1555;77;324;324;259;1081;1244;1296;311;311;1037;1711;777;777;1762;324;1081;311;1555
2019-01-08 02:00:00;3377;166;1013;1688;84;368;368;281;1229;1351;1407;337;337;1125;1857;844;844;1914;368;1229;337;1688
2019-01-08 03:00:00;3777;168;1133;1888;94;373;373;314;1244;1511;1574;377;377;1259;2077;944;944;2140;373;1244;377;1888
2019-01-08 04:00:00;3733;164;1120;1866;93;364;364;311;1214;1493;1555;373;373;1244;2053;933;933;2115;364;1214;373;1866
2019-01-08 05:00:00;3733;182;1120;1866;93;404;404;311;1348;1493;1555;373;373;1244;2053;933;933;2115;404;1348;373;1866
2019-01-08 06:00:00;4133;192;1240;2066;103;426;426;344;1422;1653;1722;413;413;1377;2273;1033;1033;2342;426;1422;413;2066
2019-01-08 07:00:00;4977;204;1493;2488;124;453;453;414;1511;1991;2074;497;497;1659;2737;1244;1244;2820;453;1511;497;2488
2019-01-08 08:00:00;4933;208;1480;2466;123;462;462;411;1540;1973;2055;493;493;1644;2713;1233;1233;2795;462;1540;493;2466
2019-01-08 09:00:00;4400;224;1320;2200;110;497;497;366;1659;1760;1833;440;440;1466;2420;1100;1100;2493;497;1659;440;2200
2019-01-08 10:00:00;3822;214;1146;1911;95;475;475;318;1585;1528;1592;382;382;1274;2102;955;955;2165;475;1585;382;1911
2019-01-08 11:00:00;3555;194;1066;1777;88;431;431;296;1437;1422;1481;355;355;1185;1955;888;888;2014;431;1437;355;1777
2019-01-08 12:00:00;3733;204;1120;1866;93;453;453;311;1511;1493;1555;373;373;1244;2053;933;933;2115;453;1511;373;1866
2019-01-08 13:00:00;3200;176;960;1600;80;391;391;266;1303;1280;1333;320;320;1066;1760;800;800;1813;391;1303;320;1600
2019-01-08 14:00:00;3288;168;986;1644;82;373;373;274;1244;1315;1370;328;328;1096;1808;822;822;1863;373;1244;328;1644
2019-01-08 15:00:00;2888;184;866;1444;72;408;408;240;1362;1155;1203;288;288;962;1588;722;722;1637;408;1362;288;1444
2019-01-08 16:00:00;2711;172;813;1355;67;382;382;225;1274;1084;1129;271;271;903;1491;677;677;1536;382;1274;271;1355
2019-01-08 17:00:00;2933;170;880;1466;73;377;377;244;1259;1173;1222;293;293;977;1613;733;733;1662;377;1259;293;1466
2019-01-08 18:00:00;3022;180;906;1511;75;400;400;251;1333;1208;1259;302;302;1007;1662;755;755;1712;400;1333;302;1511
2019-01-08 19:00:00;3466;206;1040;1733;86;457;457;288;1525;1386;1444;346;346;1155;1906;866;866;1964;457;1525;346;1733
2019-01-08 20:00:00;3733;216;1120;1866;93;480;480;311;1600;1493;1555;373;373;1244;2053;933;933;2115;480;1600;373;1866
2019-01-08 21:00:00;3911;228;1173;1955;97;506;506;325;1688;1564;1629;391;391;1303;2151;977;977;2216;506;1688;391;1955
2019-01-08 22:00:00;3644;208;1093;1822;91;462;462;303;1540;1457;1518;364;364;1214;2004;911;911;2065;462;1540;364;1822
2019-01-08 23:00:00;3733;214;1120;1866;93;475;475;311;1585;1493;1555;373;373;1244;2053;933;933;2115;475;1585;373;1866
2019-01-09 00:00:00;3733;216;1120;1866;93;480;480;311;1600;1493;1555;373;373;1244;2053;933;933;2115;480;1600;373;1866
2019-01-09 01:00:00;3377;182;1013;1688;84;404;404;281;1348;1351;1407;337;337;1125;1857;844;844;1914;404;1348;337;1688
2019-01-09 02:00:00;3333;190;1000;1666;83;422;422;277;1407;1333;1388;333;333;1111;1833;833;833;1888;422;1407;333;1666
2019-01-09 03:00:00;3244;176;973;1622;81;391;391;270;1303;1297;1351;324;324;1081;1784;811;811;1838;391;1303;324;1622
2019-01-09 04:00:00;3200;182;960;1600;80;404;404;266;1348;1280;1333;320;320;1066;1760;800;800;1813;404;1348;320;1600
2019-01-09 05:00:00;3111;164;933;1555;77;364;364;259;1214;1244;1296;311;311;1037;1711;777;777;1762;364;1214;311;1555
2019-01-09 06:00:00;2844;148;853;1422;71;328;328;237;1096;1137;1185;284;284;948;1564;711;711;1611;328;1096;284;1422
2019-01-09 07:00:00;2622;140;786;1311;65;311;311;218;1037;1048;1092;262;262;874;1442;655;655;1485;311;1037;262;1311
2019-01-09 08:00:00;2533;134;760;1266;63;297;297;211;992;1013;1055;253;253;844;1393;633;633;1435;297;992;253;1266
2019-01-09 09:00:00;1866;114;560;933;46;253;253;155;844;746;777;186;186;622;1026;466;466;1057;253;844;186;933
2019-01-09 10:00:00;1911;126;573;955;47;280;280;159;933;764;796;191;191;637;1051;477;477;1082;280;933;191;955
2019-01-09 11:00:00;2177;128;653;1088;54;284;284;181;948;871;907;217;217;725;1197;544;544;1234;284;948;217;1088
2019-01-09 12:00:00;2088;130;626;1044;52;288;288;174;962;835;870;208;208;696;1148;522;522;1183;288;962;208;1044
2019-01-09 13:00:00;2000;120;600;1000;50;266;266;166;888;800;833;200;200;666;1100;500;500;1133;266;888;200;1000
2019-01-09 14:00:00;1911;144;573;955;47;320;320;159;1066;764;796;191;191;637;1051;477;477;1082;320;1066;191;955
2019-01-09 15:00:00;1777;116;533;888;44;257;257;148;859;711;740;177;177;592;977;444;444;1007;257;859;177;888
2019-01-09 16:00:00;1866;136;560;933;46;302;302;155;1007;746;777;186;186;622;1026;466;466;1057;302;1007;186;933
2019-01-09 17:00:00;1955;118;586;977;48;262;262;162;874;782;814;195;195;651;1075;488;488;1108;262;874;195;977
2019-01-09 18:00:00;1911;108;573;955;47;240;240;159;800;764;796;191;191;637;1051;477;477;1082;240;800;191;955
2019-01-09 19:00:00;2000;114;600;1000;50;253;253;166;844;800;833;200;200;666;1100;500;500;1133;253;844;200;1000
2019-01-09 20:00:00;1688;86;506;844;42;191;191;140;637;675;703;168;168;562;928;422;422;957;191;637;168;844
2019-01-09 21:00:00;1644;94;493;822;41;208;208;137;696;657;685;164;164;548;904;411;411;931;208;696;164;822
