Datum;Erzeugung_Enercon-126_Enercon E-70 E4/2000;Erzeugung_SÃ¼dwind N3127_Enercon E-70 E4/2000;Erzeugung_Enercon E-66/18.70_Enercon E-70 E4/2000;Erzeugung_Nordex N117/3000_Enercon E-70 E4/2000;Erzeugung_Nordex N27/150_Enercon E-70 E4/2000;Erzeugung_AN Bonus 600/44_Enercon E-70 E4/2000;Erzeugung_AN Bonus 600/45_Enercon E-70 E4/2000;Erzeugung_Enercon E-40/5.40_Enercon E-70 E4/2000;Erzeugung_Senvion MM100_Enercon E-70 E4/2000;Erzeugung_Nordex N117/2400_Enercon E-70 E4/2000;Erzeugung_Nordex N100/2500_Enercon E-70 E4/2000;Erzeugung_Micon M1500-600_Enercon E-70 E4/2000;Erzeugung_Enercon E-40/6.44_Enercon E-70 E4/2000;Erzeugung_Vestas V90-2MW_Enercon E-70 E4/2000;Erzeugung_Vestas V117-3.3MW_Enercon E-70 E4/2000;Erzeugung_Enercon E-66/15.66_Enercon E-70 E4/2000;Erzeugung_Repower MD77_Enercon E-70 E4/2000;Erzeugung_Repower 3.4M104_Enercon E-70 E4/2000;Erzeugung_Tacke TW 600_Enercon E-70 E4/2000;Erzeugung_Enercon E-92_Enercon E-70 E4/2000;Erzeugung_NEG Micon NM48/600_Enercon E-70 E4/2000;Erzeugung_Siemens SWT-3.0-113_Enercon E-70 E4/2000
2019-03-19 15:00:00;2711;130;813;1355;67;288;288;225;962;1084;1129;271;271;903;1491;677;677;1536;288;962;271;1355
2019-03-19 16:00:00;2177;108;653;1088;54;240;240;181;800;871;907;217;217;725;1197;544;544;1234;240;800;217;1088
2019-03-19 17:00:00;2266;118;680;1133;56;262;262;188;874;906;944;226;226;755;1246;566;566;1284;262;874;226;1133
2019-03-19 18:00:00;1777;82;533;888;44;182;182;148;607;711;740;177;177;592;977;444;444;1007;182;607;177;888
2019-03-19 19:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-03-19 20:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-19 21:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-19 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-19 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-20 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-20 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-20 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-20 03:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-03-20 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-20 05:00:00;0;60;0;0;0;133;133;0;444;0;0;0;0;0;0;0;0;0;133;444;0;0
2019-03-20 06:00:00;0;76;0;0;0;168;168;0;562;0;0;0;0;0;0;0;0;0;168;562;0;0
2019-03-20 07:00:00;0;80;0;0;0;177;177;0;592;0;0;0;0;0;0;0;0;0;177;592;0;0
2019-03-20 08:00:00;1200;102;360;600;30;226;226;100;755;480;500;120;120;400;660;300;300;680;226;755;120;600
2019-03-20 09:00:00;1466;104;440;733;36;231;231;122;770;586;611;146;146;488;806;366;366;831;231;770;146;733
2019-03-20 10:00:00;1866;114;560;933;46;253;253;155;844;746;777;186;186;622;1026;466;466;1057;253;844;186;933
2019-03-20 11:00:00;1733;120;520;866;43;266;266;144;888;693;722;173;173;577;953;433;433;982;266;888;173;866
2019-03-20 12:00:00;1866;106;560;933;46;235;235;155;785;746;777;186;186;622;1026;466;466;1057;235;785;186;933
2019-03-20 13:00:00;1600;112;480;800;40;248;248;133;829;640;666;160;160;533;880;400;400;906;248;829;160;800
2019-03-20 14:00:00;1600;112;480;800;40;248;248;133;829;640;666;160;160;533;880;400;400;906;248;829;160;800
2019-03-20 15:00:00;1555;104;466;777;38;231;231;129;770;622;648;155;155;518;855;388;388;881;231;770;155;777
2019-03-20 16:00:00;1644;94;493;822;41;208;208;137;696;657;685;164;164;548;904;411;411;931;208;696;164;822
2019-03-20 17:00:00;1288;86;386;644;32;191;191;107;637;515;537;128;128;429;708;322;322;730;191;637;128;644
2019-03-20 18:00:00;1155;72;346;577;28;160;160;96;533;462;481;115;115;385;635;288;288;654;160;533;115;577
2019-03-20 19:00:00;1244;68;373;622;31;151;151;103;503;497;518;124;124;414;684;311;311;705;151;503;124;622
2019-03-20 20:00:00;1288;76;386;644;32;168;168;107;562;515;537;128;128;429;708;322;322;730;168;562;128;644
2019-03-20 21:00:00;1511;74;453;755;37;164;164;125;548;604;629;151;151;503;831;377;377;856;164;548;151;755
2019-03-20 22:00:00;1244;58;373;622;31;128;128;103;429;497;518;124;124;414;684;311;311;705;128;429;124;622
2019-03-20 23:00:00;0;64;0;0;0;142;142;0;474;0;0;0;0;0;0;0;0;0;142;474;0;0
2019-03-21 00:00:00;1111;58;333;555;27;128;128;92;429;444;462;111;111;370;611;277;277;629;128;429;111;555
2019-03-21 01:00:00;1155;70;346;577;28;155;155;96;518;462;481;115;115;385;635;288;288;654;155;518;115;577
2019-03-21 02:00:00;0;54;0;0;0;120;120;0;400;0;0;0;0;0;0;0;0;0;120;400;0;0
2019-03-21 03:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-03-21 04:00:00;1377;54;413;688;34;120;120;114;400;551;574;137;137;459;757;344;344;780;120;400;137;688
2019-03-21 05:00:00;1555;68;466;777;38;151;151;129;503;622;648;155;155;518;855;388;388;881;151;503;155;777
2019-03-21 06:00:00;2000;80;600;1000;50;177;177;166;592;800;833;200;200;666;1100;500;500;1133;177;592;200;1000
2019-03-21 07:00:00;1333;84;400;666;33;186;186;111;622;533;555;133;133;444;733;333;333;755;186;622;133;666
2019-03-21 08:00:00;1733;80;520;866;43;177;177;144;592;693;722;173;173;577;953;433;433;982;177;592;173;866
2019-03-21 09:00:00;2133;104;640;1066;53;231;231;177;770;853;888;213;213;711;1173;533;533;1208;231;770;213;1066
2019-03-21 10:00:00;1866;96;560;933;46;213;213;155;711;746;777;186;186;622;1026;466;466;1057;213;711;186;933
2019-03-21 11:00:00;1600;78;480;800;40;173;173;133;577;640;666;160;160;533;880;400;400;906;173;577;160;800
2019-03-21 12:00:00;1555;82;466;777;38;182;182;129;607;622;648;155;155;518;855;388;388;881;182;607;155;777
2019-03-21 13:00:00;1822;96;546;911;45;213;213;151;711;728;759;182;182;607;1002;455;455;1032;213;711;182;911
2019-03-21 14:00:00;2177;98;653;1088;54;217;217;181;725;871;907;217;217;725;1197;544;544;1234;217;725;217;1088
2019-03-21 15:00:00;2177;92;653;1088;54;204;204;181;681;871;907;217;217;725;1197;544;544;1234;204;681;217;1088
2019-03-21 16:00:00;1822;82;546;911;45;182;182;151;607;728;759;182;182;607;1002;455;455;1032;182;607;182;911
2019-03-21 17:00:00;1688;90;506;844;42;200;200;140;666;675;703;168;168;562;928;422;422;957;200;666;168;844
2019-03-21 18:00:00;1866;84;560;933;46;186;186;155;622;746;777;186;186;622;1026;466;466;1057;186;622;186;933
2019-03-21 19:00:00;1777;66;533;888;44;146;146;148;488;711;740;177;177;592;977;444;444;1007;146;488;177;888
2019-03-21 20:00:00;1244;56;373;622;31;124;124;103;414;497;518;124;124;414;684;311;311;705;124;414;124;622
2019-03-21 21:00:00;1244;0;373;622;31;0;0;103;0;497;518;124;124;414;684;311;311;705;0;0;124;622
2019-03-21 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-21 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-22 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-22 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-22 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-22 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-22 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-22 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-22 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-22 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-22 08:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-22 09:00:00;0;60;0;0;0;133;133;0;444;0;0;0;0;0;0;0;0;0;133;444;0;0
2019-03-22 10:00:00;1155;64;346;577;28;142;142;96;474;462;481;115;115;385;635;288;288;654;142;474;115;577
2019-03-22 11:00:00;1377;70;413;688;34;155;155;114;518;551;574;137;137;459;757;344;344;780;155;518;137;688
2019-03-22 12:00:00;1644;84;493;822;41;186;186;137;622;657;685;164;164;548;904;411;411;931;186;622;164;822
2019-03-22 13:00:00;1377;74;413;688;34;164;164;114;548;551;574;137;137;459;757;344;344;780;164;548;137;688
2019-03-22 14:00:00;1111;68;333;555;27;151;151;92;503;444;462;111;111;370;611;277;277;629;151;503;111;555
2019-03-22 15:00:00;1244;66;373;622;31;146;146;103;488;497;518;124;124;414;684;311;311;705;146;488;124;622
2019-03-22 16:00:00;1466;82;440;733;36;182;182;122;607;586;611;146;146;488;806;366;366;831;182;607;146;733
2019-03-22 17:00:00;1244;86;373;622;31;191;191;103;637;497;518;124;124;414;684;311;311;705;191;637;124;622
2019-03-22 18:00:00;0;74;0;0;0;164;164;0;548;0;0;0;0;0;0;0;0;0;164;548;0;0
2019-03-22 19:00:00;0;62;0;0;0;137;137;0;459;0;0;0;0;0;0;0;0;0;137;459;0;0
2019-03-22 20:00:00;0;70;0;0;0;155;155;0;518;0;0;0;0;0;0;0;0;0;155;518;0;0
2019-03-22 21:00:00;0;88;0;0;0;195;195;0;651;0;0;0;0;0;0;0;0;0;195;651;0;0
2019-03-22 22:00:00;1111;90;333;555;27;200;200;92;666;444;462;111;111;370;611;277;277;629;200;666;111;555
2019-03-22 23:00:00;1111;82;333;555;27;182;182;92;607;444;462;111;111;370;611;277;277;629;182;607;111;555
2019-03-23 00:00:00;0;56;0;0;0;124;124;0;414;0;0;0;0;0;0;0;0;0;124;414;0;0
2019-03-23 01:00:00;0;54;0;0;0;120;120;0;400;0;0;0;0;0;0;0;0;0;120;400;0;0
2019-03-23 02:00:00;1244;0;373;622;31;0;0;103;0;497;518;124;124;414;684;311;311;705;0;0;124;622
2019-03-23 03:00:00;1555;88;466;777;38;195;195;129;651;622;648;155;155;518;855;388;388;881;195;651;155;777
2019-03-23 04:00:00;1511;84;453;755;37;186;186;125;622;604;629;151;151;503;831;377;377;856;186;622;151;755
2019-03-23 05:00:00;1333;70;400;666;33;155;155;111;518;533;555;133;133;444;733;333;333;755;155;518;133;666
2019-03-23 06:00:00;1288;62;386;644;32;137;137;107;459;515;537;128;128;429;708;322;322;730;137;459;128;644
2019-03-23 07:00:00;1377;68;413;688;34;151;151;114;503;551;574;137;137;459;757;344;344;780;151;503;137;688
2019-03-23 08:00:00;1555;62;466;777;38;137;137;129;459;622;648;155;155;518;855;388;388;881;137;459;155;777
2019-03-23 09:00:00;1377;62;413;688;34;137;137;114;459;551;574;137;137;459;757;344;344;780;137;459;137;688
2019-03-23 10:00:00;1333;60;400;666;33;133;133;111;444;533;555;133;133;444;733;333;333;755;133;444;133;666
2019-03-23 11:00:00;1600;66;480;800;40;146;146;133;488;640;666;160;160;533;880;400;400;906;146;488;160;800
2019-03-23 12:00:00;1955;78;586;977;48;173;173;162;577;782;814;195;195;651;1075;488;488;1108;173;577;195;977
2019-03-23 13:00:00;2000;90;600;1000;50;200;200;166;666;800;833;200;200;666;1100;500;500;1133;200;666;200;1000
2019-03-23 14:00:00;2177;90;653;1088;54;200;200;181;666;871;907;217;217;725;1197;544;544;1234;200;666;217;1088
2019-03-23 15:00:00;2444;114;733;1222;61;253;253;203;844;977;1018;244;244;814;1344;611;611;1385;253;844;244;1222
2019-03-23 16:00:00;2533;128;760;1266;63;284;284;211;948;1013;1055;253;253;844;1393;633;633;1435;284;948;253;1266
2019-03-23 17:00:00;2355;112;706;1177;58;248;248;196;829;942;981;235;235;785;1295;588;588;1334;248;829;235;1177
2019-03-23 18:00:00;1777;98;533;888;44;217;217;148;725;711;740;177;177;592;977;444;444;1007;217;725;177;888
2019-03-23 19:00:00;1288;72;386;644;32;160;160;107;533;515;537;128;128;429;708;322;322;730;160;533;128;644
2019-03-23 20:00:00;0;64;0;0;0;142;142;0;474;0;0;0;0;0;0;0;0;0;142;474;0;0
2019-03-23 21:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-03-23 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-23 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 08:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 09:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 10:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 11:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 12:00:00;1555;62;466;777;38;137;137;129;459;622;648;155;155;518;855;388;388;881;137;459;155;777
2019-03-24 13:00:00;2133;92;640;1066;53;204;204;177;681;853;888;213;213;711;1173;533;533;1208;204;681;213;1066
2019-03-24 14:00:00;2044;94;613;1022;51;208;208;170;696;817;851;204;204;681;1124;511;511;1158;208;696;204;1022
2019-03-24 15:00:00;2222;108;666;1111;55;240;240;185;800;888;925;222;222;740;1222;555;555;1259;240;800;222;1111
2019-03-24 16:00:00;2488;116;746;1244;62;257;257;207;859;995;1037;248;248;829;1368;622;622;1410;257;859;248;1244
2019-03-24 17:00:00;1955;106;586;977;48;235;235;162;785;782;814;195;195;651;1075;488;488;1108;235;785;195;977
2019-03-24 18:00:00;1777;84;533;888;44;186;186;148;622;711;740;177;177;592;977;444;444;1007;186;622;177;888
2019-03-24 19:00:00;0;64;0;0;0;142;142;0;474;0;0;0;0;0;0;0;0;0;142;474;0;0
2019-03-24 20:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-24 21:00:00;1155;54;346;577;28;120;120;96;400;462;481;115;115;385;635;288;288;654;120;400;115;577
2019-03-24 22:00:00;1200;72;360;600;30;160;160;100;533;480;500;120;120;400;660;300;300;680;160;533;120;600
2019-03-24 23:00:00;1600;88;480;800;40;195;195;133;651;640;666;160;160;533;880;400;400;906;195;651;160;800
2019-03-25 00:00:00;1733;98;520;866;43;217;217;144;725;693;722;173;173;577;953;433;433;982;217;725;173;866
2019-03-25 01:00:00;1777;116;533;888;44;257;257;148;859;711;740;177;177;592;977;444;444;1007;257;859;177;888
2019-03-25 02:00:00;2222;132;666;1111;55;293;293;185;977;888;925;222;222;740;1222;555;555;1259;293;977;222;1111
2019-03-25 03:00:00;2444;124;733;1222;61;275;275;203;918;977;1018;244;244;814;1344;611;611;1385;275;918;244;1222
2019-03-25 04:00:00;1600;86;480;800;40;191;191;133;637;640;666;160;160;533;880;400;400;906;191;637;160;800
2019-03-25 05:00:00;1288;106;386;644;32;235;235;107;785;515;537;128;128;429;708;322;322;730;235;785;128;644
2019-03-25 06:00:00;1688;80;506;844;42;177;177;140;592;675;703;168;168;562;928;422;422;957;177;592;168;844
2019-03-25 07:00:00;1866;88;560;933;46;195;195;155;651;746;777;186;186;622;1026;466;466;1057;195;651;186;933
2019-03-25 08:00:00;1200;82;360;600;30;182;182;100;607;480;500;120;120;400;660;300;300;680;182;607;120;600
2019-03-25 09:00:00;1511;80;453;755;37;177;177;125;592;604;629;151;151;503;831;377;377;856;177;592;151;755
2019-03-25 10:00:00;1333;62;400;666;33;137;137;111;459;533;555;133;133;444;733;333;333;755;137;459;133;666
2019-03-25 11:00:00;2000;90;600;1000;50;200;200;166;666;800;833;200;200;666;1100;500;500;1133;200;666;200;1000
2019-03-25 12:00:00;1955;140;586;977;48;311;311;162;1037;782;814;195;195;651;1075;488;488;1108;311;1037;195;977
2019-03-25 13:00:00;1600;98;480;800;40;217;217;133;725;640;666;160;160;533;880;400;400;906;217;725;160;800
2019-03-25 14:00:00;1511;72;453;755;37;160;160;125;533;604;629;151;151;503;831;377;377;856;160;533;151;755
2019-03-25 15:00:00;1911;98;573;955;47;217;217;159;725;764;796;191;191;637;1051;477;477;1082;217;725;191;955
2019-03-25 16:00:00;1644;100;493;822;41;222;222;137;740;657;685;164;164;548;904;411;411;931;222;740;164;822
2019-03-25 17:00:00;1866;116;560;933;46;257;257;155;859;746;777;186;186;622;1026;466;466;1057;257;859;186;933
2019-03-25 18:00:00;1244;72;373;622;31;160;160;103;533;497;518;124;124;414;684;311;311;705;160;533;124;622
2019-03-25 19:00:00;0;58;0;0;0;128;128;0;429;0;0;0;0;0;0;0;0;0;128;429;0;0
2019-03-25 20:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-25 21:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-25 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-03-25 23:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-03-26 00:00:00;1111;78;333;555;27;173;173;92;577;444;462;111;111;370;611;277;277;629;173;577;111;555
2019-03-26 01:00:00;1288;88;386;644;32;195;195;107;651;515;537;128;128;429;708;322;322;730;195;651;128;644
2019-03-26 02:00:00;1733;90;520;866;43;200;200;144;666;693;722;173;173;577;953;433;433;982;200;666;173;866
2019-03-26 03:00:00;1777;82;533;888;44;182;182;148;607;711;740;177;177;592;977;444;444;1007;182;607;177;888
2019-03-26 04:00:00;1688;88;506;844;42;195;195;140;651;675;703;168;168;562;928;422;422;957;195;651;168;844
2019-03-26 05:00:00;1911;90;573;955;47;200;200;159;666;764;796;191;191;637;1051;477;477;1082;200;666;191;955
2019-03-26 06:00:00;2666;100;800;1333;66;222;222;222;740;1066;1111;266;266;888;1466;666;666;1511;222;740;266;1333
2019-03-26 07:00:00;2177;98;653;1088;54;217;217;181;725;871;907;217;217;725;1197;544;544;1234;217;725;217;1088
2019-03-26 08:00:00;2711;132;813;1355;67;293;293;225;977;1084;1129;271;271;903;1491;677;677;1536;293;977;271;1355
2019-03-26 09:00:00;3200;154;960;1600;80;342;342;266;1140;1280;1333;320;320;1066;1760;800;800;1813;342;1140;320;1600
2019-03-26 10:00:00;2977;172;893;1488;74;382;382;248;1274;1191;1240;297;297;992;1637;744;744;1687;382;1274;297;1488
2019-03-26 11:00:00;2400;154;720;1200;60;342;342;200;1140;960;1000;240;240;800;1320;600;600;1360;342;1140;240;1200
2019-03-26 12:00:00;2933;166;880;1466;73;368;368;244;1229;1173;1222;293;293;977;1613;733;733;1662;368;1229;293;1466
2019-03-26 13:00:00;2755;158;826;1377;68;351;351;229;1170;1102;1148;275;275;918;1515;688;688;1561;351;1170;275;1377
2019-03-26 14:00:00;2622;140;786;1311;65;311;311;218;1037;1048;1092;262;262;874;1442;655;655;1485;311;1037;262;1311
2019-03-26 15:00:00;2755;150;826;1377;68;333;333;229;1111;1102;1148;275;275;918;1515;688;688;1561;333;1111;275;1377
2019-03-26 16:00:00;2533;150;760;1266;63;333;333;211;1111;1013;1055;253;253;844;1393;633;633;1435;333;1111;253;1266
2019-03-26 17:00:00;1600;106;480;800;40;235;235;133;785;640;666;160;160;533;880;400;400;906;235;785;160;800
2019-03-26 18:00:00;1555;70;466;777;38;155;155;129;518;622;648;155;155;518;855;388;388;881;155;518;155;777
2019-03-26 19:00:00;1911;110;573;955;47;244;244;159;814;764;796;191;191;637;1051;477;477;1082;244;814;191;955
2019-03-26 20:00:00;1733;88;520;866;43;195;195;144;651;693;722;173;173;577;953;433;433;982;195;651;173;866
2019-03-26 21:00:00;1911;98;573;955;47;217;217;159;725;764;796;191;191;637;1051;477;477;1082;217;725;191;955
2019-03-26 22:00:00;1733;84;520;866;43;186;186;144;622;693;722;173;173;577;953;433;433;982;186;622;173;866
2019-03-26 23:00:00;1422;74;426;711;35;164;164;118;548;568;592;142;142;474;782;355;355;805;164;548;142;711
2019-03-27 00:00:00;1288;74;386;644;32;164;164;107;548;515;537;128;128;429;708;322;322;730;164;548;128;644
2019-03-27 01:00:00;1155;60;346;577;28;133;133;96;444;462;481;115;115;385;635;288;288;654;133;444;115;577
2019-03-27 02:00:00;1244;64;373;622;31;142;142;103;474;497;518;124;124;414;684;311;311;705;142;474;124;622
2019-03-27 03:00:00;1466;70;440;733;36;155;155;122;518;586;611;146;146;488;806;366;366;831;155;518;146;733
2019-03-27 04:00:00;1377;66;413;688;34;146;146;114;488;551;574;137;137;459;757;344;344;780;146;488;137;688
2019-03-27 05:00:00;1511;74;453;755;37;164;164;125;548;604;629;151;151;503;831;377;377;856;164;548;151;755
2019-03-27 06:00:00;1466;76;440;733;36;168;168;122;562;586;611;146;146;488;806;366;366;831;168;562;146;733
2019-03-27 07:00:00;1333;76;400;666;33;168;168;111;562;533;555;133;133;444;733;333;333;755;168;562;133;666
2019-03-27 08:00:00;1911;88;573;955;47;195;195;159;651;764;796;191;191;637;1051;477;477;1082;195;651;191;955
2019-03-27 09:00:00;2266;98;680;1133;56;217;217;188;725;906;944;226;226;755;1246;566;566;1284;217;725;226;1133
2019-03-27 10:00:00;2488;100;746;1244;62;222;222;207;740;995;1037;248;248;829;1368;622;622;1410;222;740;248;1244
2019-03-27 11:00:00;2133;116;640;1066;53;257;257;177;859;853;888;213;213;711;1173;533;533;1208;257;859;213;1066
2019-03-27 12:00:00;2133;98;640;1066;53;217;217;177;725;853;888;213;213;711;1173;533;533;1208;217;725;213;1066
2019-03-27 13:00:00;2444;96;733;1222;61;213;213;203;711;977;1018;244;244;814;1344;611;611;1385;213;711;244;1222
2019-03-27 14:00:00;2488;98;746;1244;62;217;217;207;725;995;1037;248;248;829;1368;622;622;1410;217;725;248;1244
2019-03-27 15:00:00;2355;96;706;1177;58;213;213;196;711;942;981;235;235;785;1295;588;588;1334;213;711;235;1177
2019-03-27 16:00:00;2444;110;733;1222;61;244;244;203;814;977;1018;244;244;814;1344;611;611;1385;244;814;244;1222
2019-03-27 17:00:00;2533;94;760;1266;63;208;208;211;696;1013;1055;253;253;844;1393;633;633;1435;208;696;253;1266
2019-03-27 18:00:00;2355;100;706;1177;58;222;222;196;740;942;981;235;235;785;1295;588;588;1334;222;740;235;1177
2019-03-27 19:00:00;2222;94;666;1111;55;208;208;185;696;888;925;222;222;740;1222;555;555;1259;208;696;222;1111
2019-03-27 20:00:00;2088;108;626;1044;52;240;240;174;800;835;870;208;208;696;1148;522;522;1183;240;800;208;1044
2019-03-27 21:00:00;2222;96;666;1111;55;213;213;185;711;888;925;222;222;740;1222;555;555;1259;213;711;222;1111
2019-03-27 22:00:00;1955;102;586;977;48;226;226;162;755;782;814;195;195;651;1075;488;488;1108;226;755;195;977
2019-03-27 23:00:00;1911;102;573;955;47;226;226;159;755;764;796;191;191;637;1051;477;477;1082;226;755;191;955
2019-03-28 00:00:00;1822;96;546;911;45;213;213;151;711;728;759;182;182;607;1002;455;455;1032;213;711;182;911
2019-03-28 01:00:00;1866;106;560;933;46;235;235;155;785;746;777;186;186;622;1026;466;466;1057;235;785;186;933
2019-03-28 02:00:00;1733;92;520;866;43;204;204;144;681;693;722;173;173;577;953;433;433;982;204;681;173;866
2019-03-28 03:00:00;1866;90;560;933;46;200;200;155;666;746;777;186;186;622;1026;466;466;1057;200;666;186;933
2019-03-28 04:00:00;1777;86;533;888;44;191;191;148;637;711;740;177;177;592;977;444;444;1007;191;637;177;888
2019-03-28 05:00:00;1555;72;466;777;38;160;160;129;533;622;648;155;155;518;855;388;388;881;160;533;155;777
2019-03-28 06:00:00;1511;66;453;755;37;146;146;125;488;604;629;151;151;503;831;377;377;856;146;488;151;755
2019-03-28 07:00:00;1733;88;520;866;43;195;195;144;651;693;722;173;173;577;953;433;433;982;195;651;173;866
2019-03-28 08:00:00;1777;82;533;888;44;182;182;148;607;711;740;177;177;592;977;444;444;1007;182;607;177;888
2019-03-28 09:00:00;1600;68;480;800;40;151;151;133;503;640;666;160;160;533;880;400;400;906;151;503;160;800
2019-03-28 10:00:00;1644;62;493;822;41;137;137;137;459;657;685;164;164;548;904;411;411;931;137;459;164;822
2019-03-28 11:00:00;2133;88;640;1066;53;195;195;177;651;853;888;213;213;711;1173;533;533;1208;195;651;213;1066
2019-03-28 12:00:00;2000;102;600;1000;50;226;226;166;755;800;833;200;200;666;1100;500;500;1133;226;755;200;1000
2019-03-28 13:00:00;1911;94;573;955;47;208;208;159;696;764;796;191;191;637;1051;477;477;1082;208;696;191;955
2019-03-28 14:00:00;1733;70;520;866;43;155;155;144;518;693;722;173;173;577;953;433;433;982;155;518;173;866
2019-03-28 15:00:00;1866;72;560;933;46;160;160;155;533;746;777;186;186;622;1026;466;466;1057;160;533;186;933
2019-03-28 16:00:00;1555;68;466;777;38;151;151;129;503;622;648;155;155;518;855;388;388;881;151;503;155;777
2019-03-28 17:00:00;1511;66;453;755;37;146;146;125;488;604;629;151;151;503;831;377;377;856;146;488;151;755
2019-03-28 18:00:00;1466;70;440;733;36;155;155;122;518;586;611;146;146;488;806;366;366;831;155;518;146;733
2019-03-28 19:00:00;1155;70;346;577;28;155;155;96;518;462;481;115;115;385;635;288;288;654;155;518;115;577
2019-03-28 20:00:00;0;68;0;0;0;151;151;0;503;0;0;0;0;0;0;0;0;0;151;503;0;0
2019-03-28 21:00:00;0;70;0;0;0;155;155;0;518;0;0;0;0;0;0;0;0;0;155;518;0;0
2019-03-28 22:00:00;0;60;0;0;0;133;133;0;444;0;0;0;0;0;0;0;0;0;133;444;0;0
2019-03-28 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
