KREIS;GEMEINDE;TYP;Modell;HERSTELLER;NABENHOEHE;ROTORDURCHMESSER;SCHALLLEISTUNGSPEGEL;LEISTUNG;LEISTUNGSBEZUG;OSTWERT (EPSG:4647);NORDWERT (EPSG:4647);GENEHMIGT_AM;INBETRIEBNAHME;STATUS;BST_NR;ANL_NR;DATENDATUM;DATENQUELLE;Coords;Wetter-ID
Hzgt.Lauenburg;Geesthacht;Enercon E40;Enercon E-40;Enercon;77.0;44.0;100.8;600;kW Nennleist. Rotor.;32593064;5920154;03.01.1994 00:00;03.02.1994 00:00;in Betrieb;53032090225;1;13.07.2021;LLUR SH, Abtl. 7;[53.4397121, 10.3682538];1975
Ostholstein;Gremersdorf;Enercon E40;Enercon E-40;Enercon;65.0;40.0;101,0 dB(A);600;kW Nennleist. Rotor.;32621897;6021984;09.01.1996 00:00;28.05.1996 00:00;in Betrieb;55015462031;1;13.07.2021;LLUR SH, Abtl. 7;[54.3325847, 10.932245];5877
PlÃÂ¶n;Stakendorf;Enercon E40;Enercon E-40;Enercon;42.0;40.3;;500;kW Nennleist. Rotor.;32593131;6027115;28.05.1993 00:00;08.03.1995 00:00;in Betrieb;57078504267;1;13.07.2021;LLUR SH, Abtl. 7;[54.3873098, 10.4240224];2564
PlÃÂ¶n;Stakendorf;Enercon E40;Enercon E-40;Enercon;42.0;40.3;;500;kW Nennleist. Rotor.;32593277;6026971;28.05.1993 00:00;07.03.1995 00:00;in Betrieb;57078504267;2;13.07.2021;LLUR SH, Abtl. 7;[54.3873098, 10.4240224];2564
Steinburg;BÃÂ¼ttel;Enercon E40;Enercon E-40;Enercon;65.0;40.0;100;500;kW Nennleist. Rotor.;32514883;5973292;03.07.1996 00:00;21.01.2002 00:00;in Betrieb;61020437662;1;13.07.2021;LLUR SH, Abtl. 7;[53.904089, 9.2265855];1200
Stormarn;Bad Oldesloe;Enercon E40;Enercon E-40;Enercon;65.0;40.3;103;500;kW Nennleist. Rotor.;32587433;5962578;20.06.1995 00:00;01.08.1995 00:00;in Betrieb;62004943672;2;13.07.2021;LLUR SH, Abtl. 7;[53.8096562, 10.3733692];3086
Dithmarschen;Friedrichskoog;Enercon E-40;Enercon E-40;Enercon;45.0;40.0;103;500;kW Nennleist. Rotor.;32497025;5983424;27.09.1994 00:00;04.02.1997 00:00;in Betrieb;51034000009;1;13.07.2021;LLUR SH, Abtl. 7;[54.0072866, 8.8841226];1200
Dithmarschen;Friedrichskoog;Enercon E-40;Enercon E-40;Enercon;50.0;40.0;103;500;kW Nennleist. Rotor.;32497099;5983630;26.07.1994 00:00;18.11.1996 00:00;in Betrieb;51034023123;1;13.07.2021;LLUR SH, Abtl. 7;[54.0072866, 8.8841226];1200
Dithmarschen;Friedrichskoog;Enercon E-40;Enercon E-40;Enercon;43.0;40.0;103;500;kW Nennleist. Rotor.;32495470;5982785;26.07.1994 00:00;20.02.1997 00:00;in Betrieb;51034311839;1;13.07.2021;LLUR SH, Abtl. 7;[54.0072866, 8.8841226];1200
Dithmarschen;Friedrichskoog;Enercon E-40;Enercon E-40;Enercon;41.0;39.0;103;500;kW Nennleist. Rotor.;32495948;5983561;24.10.1996 00:00;31.12.1996 00:00;in Betrieb;51034311840;1;13.07.2021;LLUR SH, Abtl. 7;[54.0072866, 8.8841226];1200
Dithmarschen;Friedrichskoog;Enercon E-40;Enercon E-40;Enercon;42.0;40.3;103;500;kW Nennleist. Rotor.;32495831;5979234;09.12.1994 00:00;01.04.1997 00:00;in Betrieb;51034505852;1;13.07.2021;LLUR SH, Abtl. 7;[54.0072866, 8.8841226];1200
Hzgt.Lauenburg;Geesthacht;Enercon E-40;Enercon E-40;Enercon;77.0;44.0;100.8;600;kW Nennleist. Rotor.;32587861;5921795;03.01.1994 00:00;31.12.1998 00:00;in Betrieb;53032087139;3;13.07.2021;LLUR SH, Abtl. 7;[53.4397121, 10.3682538];1975
Dithmarschen;Friedrichskoog;Enercon E40 5.40;Enercon E-40;Enercon;50.0;40.0;102.5;500;kW Nennleist. Rotor.;32494800;5983308;14.03.1994 00:00;12.12.1994 00:00;in Betrieb;51034505897;6;13.07.2021;LLUR SH, Abtl. 7;[54.0072866, 8.8841226];1200
Dithmarschen;Friedrichskoog;Enercon E40 5.40;Enercon E-40;Enercon;50.0;40.0;102.5;500;kW Nennleist. Rotor.;32494805;5983121;08.03.1994 00:00;12.12.1994 00:00;in Betrieb;51034505897;7;13.07.2021;LLUR SH, Abtl. 7;[54.0072866, 8.8841226];1200
Dithmarschen;Friedrichskoog;Enercon E40 5.40;Enercon E-40;Enercon;50.0;40.0;102.5;500;kW Nennleist. Rotor.;32495022;5983216;14.03.1994 00:00;12.12.1994 00:00;in Betrieb;51034505897;8;13.07.2021;LLUR SH, Abtl. 7;[54.0072866, 8.8841226];1200
Dithmarschen;Friedrichsgabekoog;Enercon E40/5.40;Enercon E-40;Enercon;42.0;40.0;103;500;kW Nennleist. Rotor.;32495223;6001524;31.12.1899;01.07.1995 00:00;in Betrieb;51033433940;2;13.07.2021;LLUR SH, Abtl. 7;[54.1537436, 8.936473];788
Dithmarschen;Friedrichsgabekoog;Enercon E40/5.40;Enercon E-40;Enercon;42.0;40.0;103;500;kW Nennleist. Rotor.;32495118;6001354;31.12.1899;01.08.1998 00:00;in Betrieb;51033433940;3;13.07.2021;LLUR SH, Abtl. 7;[54.1537436, 8.936473];788
Dithmarschen;Friedrichsgabekoog;Enercon E40/5.40;Enercon E-40;Enercon;42.0;40.0;103;500;kW Nennleist. Rotor.;32495088;6001150;31.12.1899;01.07.1995 00:00;in Betrieb;51033433940;4;13.07.2021;LLUR SH, Abtl. 7;[54.1537436, 8.936473];788
Dithmarschen;Friedrichsgabekoog;Enercon E40/5.40;Enercon E-40;Enercon;42.0;40.0;103;500;kW Nennleist. Rotor.;32495489;6001318;31.12.1899;01.07.1995 00:00;in Betrieb;51033433940;5;13.07.2021;LLUR SH, Abtl. 7;[54.1537436, 8.936473];788
Dithmarschen;Friedrichsgabekoog;Enercon E40/5.40;Enercon E-40;Enercon;42.0;40.0;103;500;kW Nennleist. Rotor.;32495468;6001160;31.12.1899;01.07.1995 00:00;in Betrieb;51033433940;6;13.07.2021;LLUR SH, Abtl. 7;[54.1537436, 8.936473];788
Dithmarschen;Friedrichsgabekoog;Enercon E40/5.40;Enercon E-40;Enercon;42.0;40.0;103;500;kW Nennleist. Rotor.;32495436;6000980;31.12.1899;02.05.1995 00:00;in Betrieb;51033433940;7;13.07.2021;LLUR SH, Abtl. 7;[54.1537436, 8.936473];788
Dithmarschen;Friedrichsgabekoog;Enercon E40/5.40;Enercon E-40;Enercon;42.0;40.0;103;500;kW Nennleist. Rotor.;32495388;6001459;31.12.1899;01.08.1998 00:00;in Betrieb;51033433940;8;13.07.2021;LLUR SH, Abtl. 7;[54.1537436, 8.936473];788
Ostholstein;Lensahn;Enercon E40/6.44;Enercon E-40;Enercon;65.0;44.0;101,0 dB(A);600;kW Nennleist. Rotor.;32623915;6010627;17.06.1998 00:00;30.12.1998 00:00;in Betrieb;55027492763;1;13.07.2021;LLUR SH, Abtl. 7;[54.2208531, 10.8859981];5877
Hzgt.Lauenburg;GroÃÅ¸ Schenkenberg;Enercon E-40/S/76.8/5/01-6.44;Enercon E-40;Enercon;77.65;44.0;100.6;600;kW Nennleist. Rotor.;32604838;5963248;30.05.2002 00:00;13.06.2003 00:00;in Betrieb;53044098362;1;13.07.2021;LLUR SH, Abtl. 7;[53.7933405, 10.5667695];3086
Nordfriesland;Wittbek;Enercon E48;;Enercon;55.6;48.0;103,5 dB(A) / 103,5 dB(A);800;kW Nennleist. Rotor.;32518735;6035714;13.05.2015 00:00;09.02.2016 00:00;in Betrieb;54159152747;2;13.07.2021;LLUR SH, Abtl. 7;[54.4718628, 9.2040368];4466
Dithmarschen;Friedrichsgabekoog;Enercon E-48;;Enercon;50.0;48.0;99.1;800;kW Nennleist. Rotor.;32496817;6000135;05.08.2008 00:00;29.06.2009 00:00;in Betrieb;51033470519;1;13.07.2021;LLUR SH, Abtl. 7;[54.1537436, 8.936473];788
Dithmarschen;SchÃÂ¼lp;Enercon E-48;;Enercon;65.0;48.0;102.5;800;kW Nennleist. Rotor.;32496521;6009701;26.06.2006 00:00;17.06.2009 00:00;in Betrieb;51105459806;2;13.07.2021;LLUR SH, Abtl. 7;[54.2439447, 8.9344689];788
Nordfriesland;Leck;Enercon E-48;;Enercon;50.0;48.0;103,0/96,1;800;kW Nennleist. Rotor.;32495494;6069052;10.02.2014 00:00;16.10.2014 00:00;in Betrieb;54076900014;1;13.07.2021;LLUR SH, Abtl. 7;[54.7739263, 8.9725059];2907
Nordfriesland;NiebÃÂ¼ll;Enercon E-48;;Enercon;50.0;48.0;105/101,9;800;kW Nennleist. Rotor.;32486554;6072654;12.12.2016 00:00;13.12.2018 00:00;in Betrieb;54088000011;1;13.07.2021;LLUR SH, Abtl. 7;[54.7868097, 8.8258359];2907
Nordfriesland;Olderup;Enercon E-48/800 kW;;Enercon;60.0;48.0;"HZ /dB(A) | 63/81,0 | 125/86,6 | 250/89,0 | 500/94,7 | 1000/95,5 | 2000/89,9 | 4000/79,6 | 8000/1 | SLP=99,5 dB(A)	 gemessen";800;kW Nennleist. Rotor.;32506663;6041866;28.04.2011 00:00;18.10.2012 00:00;in Betrieb;54097327552;1;13.07.2021;LLUR SH, Abtl. 7;[54.538708, 9.1101719];4919
Schleswig-Flensburg;Lindewitt;Enercon E-48/800 kW ;;Enercon;76.0;48.0;102.5;800;kW Nennleist. Rotor.;32512379;6058218;31.05.2006 00:00;01.01.2008 00:00;in Betrieb;59179333070;4;13.07.2021;LLUR SH, Abtl. 7;[54.6973324, 9.1950795];1379
Dithmarschen;Hemme;Enercon E53;Enercon E-53 ;Enercon;73.0;53.0;102,5dB(A)/ 102,5 dB(A);800;kW Nennleist. Rotor.;32496707;6013385;12.06.2013 00:00;28.10.2013 00:00;in Betrieb;51047499913;1;13.07.2021;LLUR SH, Abtl. 7;[54.2817377, 9.0097766];788
Dithmarschen;WÃÂ¶hrden;Enercon E-53;Enercon E-53 ;Enercon;73.3;52.9;103,5 dB(A)/103,5 dB(A);800;kW Nennleist. Rotor.;32501082;6001494;28.07.2011 00:00;01.08.2012 00:00;in Betrieb;51113512580;1;13.07.2021;LLUR SH, Abtl. 7;[54.1667, 9.0];788
Dithmarschen;Oesterwurth;Enercon E-53;Enercon E-53 ;Enercon;73.0;53.0;102,5 dB(A)/99,0 dB(A);800;kW Nennleist. Rotor.;32497401;6005339;30.04.2010 00:00;30.09.2010 00:00;in Betrieb;51140437450;1;13.07.2021;LLUR SH, Abtl. 7;[54.2167, 8.98333];788
Schleswig-Flensburg;Silberstedt;Enercon E-53;Enercon E-53 ;Enercon;60.0;52.9;103,5dB(A)/99,0dB(A);800;kW Nennleist. Rotor.;32522602;6045917;21.01.2014 00:00;01.08.2014 00:00;in Betrieb;59079900014;1;13.07.2021;LLUR SH, Abtl. 7;[54.5168642, 9.3711038];4466
Dithmarschen;Kronprinzenkoog;Enercon E-53 ;Enercon E-53 ;Enercon;73.0;53.0;103,5 dB(A)/100,5 dB(A);800;kW Nennleist. Rotor.;32497703;5978380;02.06.2015 00:00;17.12.2015 00:00;in Betrieb;51062493851;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Dithmarschen;Kaiser-Wilhelm-Koog;Enercon E-58 1000 kW;;Enercon;70.0;58.0;101;1000;kW Nennleist. Rotor.;32496663;5975438;18.02.2003 00:00;01.06.2004 00:00;in Betrieb;51057322941;2;13.07.2021;LLUR SH, Abtl. 7;[53.9432915, 8.9260047];1200
Dithmarschen;Kaiser-Wilhelm-Koog;Enercon E-58 1000 kW;;Enercon;70.0;58.0;101;1000;kW Nennleist. Rotor.;32496548;5975684;18.02.2003 00:00;01.07.2004 00:00;in Betrieb;51057322941;3;13.07.2021;LLUR SH, Abtl. 7;[53.9432915, 8.9260047];1200
Dithmarschen;WÃÂ¶hrden;Enercon E58/10.58;;Enercon;70.5;58.0;101;1000;kW Nennleist. Rotor.;32500588;6003307;26.06.2003 00:00;28.11.2003 00:00;in Betrieb;51113512566;4;13.07.2021;LLUR SH, Abtl. 7;[54.1667, 9.0];788
Nordfriesland;Winnert;Enercon E-58/10.58;;Enercon;67.0;58.0;100.8;1000;kW Nennleist. Rotor.;32512221;6033143;13.06.2001 00:00;13.06.2001 00:00;in Betrieb;54156151723;1;13.07.2021;LLUR SH, Abtl. 7;[54.4333, 9.2];4466
Nordfriesland;Winnert;Enercon E-58/10.58;;Enercon;67.0;58.0;100.8;1000;kW Nennleist. Rotor.;32511968;6032915;13.06.2001 00:00;13.06.2001 00:00;in Betrieb;54156151723;2;13.07.2021;LLUR SH, Abtl. 7;[54.4333, 9.2];4466
Nordfriesland;Winnert;Enercon E-58/10.58;;Enercon;67.0;58.0;100.8;1000;kW Nennleist. Rotor.;32511926;6032741;13.06.2001 00:00;13.06.2001 00:00;in Betrieb;54156151723;3;13.07.2021;LLUR SH, Abtl. 7;[54.4333, 9.2];4466
Ostholstein;GrÃÂ¶mitz;Enercon E66;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32627378;6009193;18.05.1999 00:00;22.06.2001 00:00;in Betrieb;55016492744;1;13.07.2021;LLUR SH, Abtl. 7;[54.1441095, 10.9588499];3897
Ostholstein;Riepsdorf;Enercon E66;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32627833;6009431;09.09.1999 00:00;06.03.2002 00:00;in Betrieb;55036220772;1;13.07.2021;LLUR SH, Abtl. 7;[54.2243085, 10.9714073];5877
Ostholstein;Riepsdorf;Enercon E66;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32627590;6009022;09.09.1999 00:00;15.03.2002 00:00;in Betrieb;55036220772;2;13.07.2021;LLUR SH, Abtl. 7;[54.2243085, 10.9714073];5877
Dithmarschen;Kaiser-Wilhelm-Koog;Enercon E-66;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32497024;5974191;09.02.2001 00:00;01.10.2003 00:00;in Betrieb;51057508570;1;13.07.2021;LLUR SH, Abtl. 7;[53.9432915, 8.9260047];1200
Ostholstein;Schashagen;Enercon E-66;Enercon E-66/1800;Enercon;65.0;70.0;103,0 dB(A);1800;kW Nennleist. Rotor.;32624722;6001465;23.01.2002 00:00;25.07.2002 00:00;in Betrieb;55037220880;1;13.07.2021;LLUR SH, Abtl. 7;[54.1340488, 10.8860643];3897
Ostholstein;Schashagen;Enercon E-66;Enercon E-66/1800;Enercon;65.0;70.0;103,0 dB(A);1800;kW Nennleist. Rotor.;32624983;6001097;23.01.2002 00:00;26.09.2002 00:00;in Betrieb;55037220880;2;13.07.2021;LLUR SH, Abtl. 7;[54.1340488, 10.8860643];3897
Ostholstein;Schashagen;Enercon E-66;Enercon E-66/1800;Enercon;65.0;70.0;103,0 dB(A);1800;kW Nennleist. Rotor.;32624853;6001282;23.01.2002 00:00;24.09.2002 00:00;in Betrieb;55037486076;1;13.07.2021;LLUR SH, Abtl. 7;[54.1340488, 10.8860643];3897
Schleswig-Flensburg;Alt Bennebek;Enercon E-66;Enercon E-66/1500;Enercon;67.0;66.0;102;1500;kW Nennleist. Rotor.;32529998;6027011;05.01.2000 00:00;30.01.2005 00:00;in Betrieb;59001162081;1;13.07.2021;LLUR SH, Abtl. 7;[54.3782198, 9.4326136];2303
Schleswig-Flensburg;Klein Bennebek;Enercon E-66;Enercon E-66/1500;Enercon;67.0;66.0;102.8;1500;kW Nennleist. Rotor.;32529448;6027284;11.12.2000 00:00;03.01.2001 00:00;in Betrieb;59050183871;1;13.07.2021;LLUR SH, Abtl. 7;[54.4018274, 9.4567447];2303
Schleswig-Flensburg;Klein Bennebek;Enercon E-66;Enercon E-66/2000;Enercon;67.0;66.0;102;1500;kW Nennleist. Rotor.;32530019;6027457;05.01.2000 00:00;22.12.2000 00:00;in Betrieb;59050183871;3;13.07.2021;LLUR SH, Abtl. 7;[54.4018274, 9.4567447];2303
Steinburg;Ecklak;Enercon E-66;Enercon E-66/1500;Enercon;64.0;71.0;103;2000;kW Nennleist. Rotor.;32516234;5976914;27.09.2006 00:00;27.06.2007 00:00;in Betrieb;61025500872;4;13.07.2021;LLUR SH, Abtl. 7;[53.9546532, 9.2651303];2429
Dithmarschen;BrunsbÃÂ¼ttel;Enercon E66 1,5 MW;Enercon E-66/1500;Enercon;68.0;66.0;103;1500;kW Nennleist. Rotor.;32513990;5971806;11.09.1995 00:00;27.03.1997 00:00;in Betrieb;51011515479;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Ostholstein;Lensahn;Enercon E66/15.66;Enercon E-66/1500;Enercon;85.0;66.0;102,0 dB(A);1500;kW Nennleist. Rotor.;32624385;6010372;02.11.1998 00:00;11.09.2001 00:00;in Betrieb;55027492762;1;13.07.2021;LLUR SH, Abtl. 7;[54.2208531, 10.8859981];5877
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/1500;Enercon;68.0;66.0;101,8 dB(A)/101,8 dB(A);1500;kW Nennleist. Rotor.;32509873;6014160;30.01.1998 00:00;29.01.1999 00:00;in Betrieb;51049491295;1;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/1500;Enercon;68.0;66.0;101.8;1500;kW Nennleist. Rotor.;32510026;6013866;30.01.1998 00:00;29.01.1999 00:00;in Betrieb;51049491295;2;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/1500;Enercon;68.0;66.0;101.8;1500;kW Nennleist. Rotor.;32510464;6014010;30.01.1998 00:00;29.01.1999 00:00;in Betrieb;51049491295;3;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/1500;Enercon;68.0;66.0;101.8;1500;kW Nennleist. Rotor.;32510601;6013797;30.01.1998 00:00;29.01.1999 00:00;in Betrieb;51049491295;4;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/1500;Enercon;68.0;66.0;101.8;1500;kW Nennleist. Rotor.;32510734;6013589;30.01.1998 00:00;29.01.1999 00:00;in Betrieb;51049491295;5;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/2000;Enercon;64.0;71.0;103;2000;kW Nennleist. Rotor.;32510744;6014018;23.05.2005 00:00;20.06.2006 00:00;in Betrieb;51049491295;6;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303
Ostholstein;Lensahn;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103,0 dB(A);1800;kW Nennleist. Rotor.;32624602;6009714;12.05.1999 00:00;14.02.2002 00:00;in Betrieb;55027492761;1;13.07.2021;LLUR SH, Abtl. 7;[54.2208531, 10.8859981];5877
PlÃÂ¶n;Schillsdorf;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103 dB(A);1800;kW Nennleist. Rotor.;32574749;5995126;05.03.2003 00:00;13.08.2003 00:00;in Betrieb;57071534464;1;13.07.2021;LLUR SH, Abtl. 7;[54.1140799, 10.1258122];2564
PlÃÂ¶n;Schillsdorf;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103 dB(A);1800;kW Nennleist. Rotor.;32575147;5995209;05.03.2003 00:00;08.08.2003 00:00;in Betrieb;57071534464;2;13.07.2021;LLUR SH, Abtl. 7;[54.1140799, 10.1258122];2564
PlÃÂ¶n;Schillsdorf;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103 dB(A);1800;kW Nennleist. Rotor.;32574825;5994744;05.03.2003 00:00;21.08.2003 00:00;in Betrieb;57071534464;3;13.07.2021;LLUR SH, Abtl. 7;[54.1140799, 10.1258122];2564
PlÃÂ¶n;Schillsdorf;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103 dB(A);1800;kW Nennleist. Rotor.;32575277;5994849;05.03.2003 00:00;20.08.2003 00:00;in Betrieb;57071534464;4;13.07.2021;LLUR SH, Abtl. 7;[54.1140799, 10.1258122];2564
PlÃÂ¶n;Schillsdorf;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103 dB(A);1800;kW Nennleist. Rotor.;32574788;5994400;05.03.2003 00:00;13.08.2003 00:00;in Betrieb;57071534464;5;13.07.2021;LLUR SH, Abtl. 7;[54.1140799, 10.1258122];2564
Nordfriesland;Olderup;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32508120;6043039;14.06.2002 00:00;14.06.2002 00:00;in Betrieb;54097327539;1;13.07.2021;LLUR SH, Abtl. 7;[54.538708, 9.1101719];4919
Nordfriesland;Olderup;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32508163;6042810;10.04.2002 00:00;10.04.2002 00:00;in Betrieb;54097327539;2;13.07.2021;LLUR SH, Abtl. 7;[54.538708, 9.1101719];4919
Nordfriesland;Olderup;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32508107;6042596;10.04.2002 00:00;10.04.2002 00:00;in Betrieb;54097327539;3;13.07.2021;LLUR SH, Abtl. 7;[54.538708, 9.1101719];4919
Nordfriesland;Vollstedt;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;102;1800;kW Nennleist. Rotor.;32503585;6053710;25.07.2003 00:00;31.03.2004 00:00;in Betrieb;54146334435;1;13.07.2021;LLUR SH, Abtl. 7;[54.6237779, 9.0420991];2907
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32592178;5955841;30.09.2003 00:00;01.04.2004 00:00;in Betrieb;62089483024;1;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32591991;5955559;30.09.2003 00:00;01.04.2004 00:00;in Betrieb;62089483024;2;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32592112;5956017;30.09.2003 00:00;01.04.2004 00:00;in Betrieb;62089483024;3;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32592661;5955865;30.09.2003 00:00;01.04.2004 00:00;in Betrieb;62089483024;4;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32592280;5955684;30.09.2003 00:00;01.04.2004 00:00;in Betrieb;62089483024;5;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32592517;5956005;28.04.2004 00:00;01.07.2004 00:00;in Betrieb;62089483024;6;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086
Nordfriesland;Vollstedt;Enercon E-66/18.70-2;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32504126;6053258;27.09.2000 00:00;16.10.2002 00:00;in Betrieb;54146334434;2;13.07.2021;LLUR SH, Abtl. 7;[54.6237779, 9.0420991];2907
Nordfriesland;Vollstedt;Enercon E-66/18.70-2;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32504019;6052897;28.07.2003 00:00;31.03.2004 00:00;in Betrieb;54146334434;3;13.07.2021;LLUR SH, Abtl. 7;[54.6237779, 9.0420991];2907
Nordfriesland;Vollstedt;Enercon E-66/18.70-3;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32503798;6053417;28.07.2003 00:00;31.03.2004 00:00;in Betrieb;54146334434;1;13.07.2021;LLUR SH, Abtl. 7;[54.6237779, 9.0420991];2907
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32561154;5978165;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;1;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32561131;5978487;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;2;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32561093;5978901;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;3;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32562031;5979327;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;4;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32561846;5979667;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;5;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32561679;5979986;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;6;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429
Dithmarschen;Friedrichsgabekoog;Enercon E-66/20.70;Enercon E-66/2000;Enercon;65.0;70.0;101.5;2000;kW Nennleist. Rotor.;32495574;6001488;18.12.2003 00:00;12.07.2004 00:00;in Betrieb;51033433940;9;13.07.2021;LLUR SH, Abtl. 7;[54.1537436, 8.936473];788
Nordfriesland;Vollstedt;Enercon E-66/20.70;Enercon E-66/2000;Enercon;64.0;70.0;101.5;2000;kW Nennleist. Rotor.;32501879;6053569;05.12.2005 00:00;05.04.2007 00:00;in Betrieb;54146136705;3;13.07.2021;LLUR SH, Abtl. 7;[54.6237779, 9.0420991];2907
Rendsburg-EckernfÃÂ¶rde;Beldorf;Enercon E66-15/66;Enercon E-66/1500;Enercon;67.0;66.0;102 dB(A);1500;kW Nennleist. Rotor.;32524010;5996557;05.08.2002 00:00;29.11.2002 00:00;in Betrieb;58013520010;2;13.07.2021;LLUR SH, Abtl. 7;[54.1333, 9.35];2429
