KREIS;GEMEINDE;TYP;MODELL;HERSTELLER;NABENHOEHE;ROTORDURCHMESSER;SCHALLLEISTUNGSPEGEL;LEISTUNG;LEISTUNGSBEZUG;OSTWERT (EPSG:4647);NORDWERT (EPSG:4647);GENEHMIGT_AM;INBETRIEBNAHME;STATUS;BST_NR;ANL_NR;DATENDATUM;DATENQUELLE;Coords;Wetter-ID
Dithmarschen;Neufeld;Enercon E-115 E1;Vestas V90;REpower;80;92;105;2000;kW Nennleist. Rotor.;32498510;5979235;12.05.2010;19.08.2010;in Betrieb;51062493877;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Dithmarschen;Hemme;Enercon E115 EP3;Siemens SWT 3.0-123;REpower;80;92;105 dB(A)/ 105 dB(A);2000;kW Nennleist. Rotor.;32498519;5978956;12.05.2010;02.07.2013;in Betrieb;51062493878;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Nordfriesland;Oldersbek;Enercon E115 EP3;Enercon E-138/4210;REpower;59;82;104,9;2000;kW Nennleist. Rotor.;32496939;5978232;12.05.2010;16.09.2010;in Betrieb;51062493879;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Schleswig-Flensburg;Großenwiehe;Enercon E115 EP3;NEG Micon NM 64C/1510;REpower;59;82;102,8;2000;kW Nennleist. Rotor.;32498106;5977419;12.05.2010;10.08.2010;in Betrieb;51062493880;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Schleswig-Flensburg;Großenwiehe;Enercon E115 EP3;NEG Micon NM 72C/1510;REpower;59;82;104,5;2000;kW Nennleist. Rotor.;32498131;5977099;12.05.2010;12.08.2010;in Betrieb;51062493881;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Ostholstein;Riepsdorf;Enercon E115 EP3 E3;Enercon E-126/3500;REpower;59;82;105;2000;kW Nennleist. Rotor.;32498753;5981546;12.05.2010;27.07.2010;in Betrieb;51062493882;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Dithmarschen;Lieth;Enercon E-115 EP3 E3;Enercon E-126/4000;Enercon;85;82;104,8;2300;kW Nennleist. Rotor.;32498239;5976843;04.08.2010;21.11.2011;in Betrieb;51062493884;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Dithmarschen;Volsemenhusen;Enercon E-115 EP3 E3;Enercon E-126/7500;Enercon;64;72;102,3;2300;kW Nennleist. Rotor.;32498433;5975318;04.08.2010;03.02.2012;in Betrieb;51062493884;2;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Dithmarschen;Volsemenhusen;Enercon E-115 EP3 E3;Vestas V150/32200;Enercon;78,33;82;105,2;2300;kW Nennleist. Rotor.;32498640;5974995;04.08.2010;03.11.2011;in Betrieb;51062493884;3;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Ostholstein;Bosau;Enercon E-115 EP3 E3;Vestas V150/33600;Enercon;78;82;105,1;2300;kW Nennleist. Rotor.;32498777;5974696;04.08.2010;14.11.2011;in Betrieb;51062493884;4;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Ostholstein;Bosau;Enercon E-115 EP3 E3;Tacke TW 610;Enercon;78;82;106 dB(A) / 105,3 dB(A);2000;kW Nennleist. Rotor.;32496457;5978846;20.12.2006;12.08.2008;in Betrieb;51062493885;2;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Rendsburg-Eckernförde;Beldorf;Enercon E-115 EP3 E3;Enercon E-70 E4/8600;Enercon;73;53;103,5;800;kW Nennleist. Rotor.;32499843;5985518;10.06.2013;04.12.2013;in Betrieb;51062493890;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Rendsburg-Eckernförde;Groß Buchwald;Enercon E-115 EP3 E3;Enercon E-70 E4/8900;REpower;80;104;105,6 dB(A)/103,6 dB(A);3400;kW Nennleist. Rotor.;32498872;5979587;17.12.2013;09.12.2014;in Betrieb;51062493891;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Rendsburg-Eckernförde;Loose;Enercon E-115 EP3 E3;Vestas V112/3000;REpower;80;104;105,6 dB(A)/105,6 dB(A);3400;kW Nennleist. Rotor.;32498923;5979295;17.12.2013;10.12.2014;in Betrieb;51062493891;2;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Schleswig-Flensburg;Hörup;Enercon E-115 EP3 E3;Vestas V112/3075;REpower;80;104;105,6 dB(A) / 100,0 dB(A);3400;kW Nennleist. Rotor.;32497164;5982998;07.04.2014;28.05.2015;in Betrieb;51062493892;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Schleswig-Flensburg;Janneby;Enercon E-115 EP3 E3;Vestas V112/3300;Enercon;92;115,7;107,0 dB(A) / 102,0 dB(A);3000;kW Nennleist. Rotor.;32497741;5978183;01.06.2015;29.06.2016;in Betrieb;51062493893;2;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Dithmarschen;Kaiser-Wilhelm-Koog;Enercon E115 EP3 E3 ;Vestas V112/3450;Enercon;92;115,7;107,0 dB(A) / 101,6 dB(A);3000;kW Nennleist. Rotor.;32496731;5979215;21.12.2015;25.08.2016;in Betrieb;51062493894;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200
Nordfriesland;Högel;Enercon E-115 EP3 E3 4,2 MW TES;Repower 3.2M125;Enercon;126,3;147;"HZ /dB(A) | 63/83,3 | 125/91,3 | 250/96,9 | 500/100,2 | 1000/99,9 | 2000/97,1 | 4000/93,3 | 8000/86,6 | SLP=105,4 dB(A)											
";5000;kW Nennleist. Rotor.;32515792;5993568;06.01.2020;;vor Inbetriebnahme;51063000002;1;13.07.2021;LLUR SH, Abtl. 7;[54.0682927, 9.1794772];1200
Nordfriesland;Högel;Enercon E-115 EP3 E3 4,2 MW TES;Enercon E-82/2000;Enercon;126,3;147;"HZ /dB(A) | 63/83,3 | 125/91,3 | 250/96,9 | 500/100,2 | 1000/99,9 | 2000/97,1 | 4000/93,3 | 8000/86,6 | SLP=105,4 dB(A)											
";5000;kW Nennleist. Rotor.;32516136;5993373;06.01.2020;;vor Inbetriebnahme;51063000002;3;13.07.2021;LLUR SH, Abtl. 7;[54.0682927, 9.1794772];1200
Dithmarschen;Stelle-Wittenwurth;Enercon E-115 EP3 E3 4.2MW;Enercon E-82/2300;Enercon;126,3;147;"HZ /dB(A) | 63/86,6 | 125/92,8 | 250/95,9 | 500/98,6 | 1000/100,3 | 2000/101,5 | 4000/95,4 | 8000/77,9 | SLP=106,2 dB(A)									";5000;kW Nennleist. Rotor.;32516215;5993760;;;im Gen.Verf.;51063000002;7;13.07.2021;LLUR SH, Abtl. 7;[54.0682927, 9.1794772];1200
Schleswig-Flensburg;Handewitt;Enercon E-115 EP3 E3 TES;Enercon E-82/2350;Enercon;119;118;"HZ /dB(A) | 31,5/71,1 | 63/82 | 125/87,3 | 250/90,1 | 500/92 | 1000/93,1 | 2000/93,6 | 4000/89 | 8000/73,6 | SLP=99,3 dB(A)	/ 106,5								
								
";4200;kW Nennleist. Rotor.;32502843;6000304;04.09.2019;;vor Inbetriebnahme;51067046131;1;13.07.2021;LLUR SH, Abtl. 7;[54.1553871, 9.060752];1200
Ostholstein;Riepsdorf;Enercon E115 EPR3 E3;Enercon E-82/3000;Enercon;70;71;102,1;2300;kW Nennleist. Rotor.;32504561;6001791;24.03.2011;06.06.2012;in Betrieb;51067380018;1;13.07.2021;LLUR SH, Abtl. 7;[54.1553871, 9.060752];1200
Schleswig-Flensburg;Hörup;Enercon E-115 EPS E3;Enercon E-115/3000;Enercon;64;71;105,5;2300;kW Nennleist. Rotor.;32505150;6001937;24.03.2011;08.06.2012;in Betrieb;51067380018;2;13.07.2021;LLUR SH, Abtl. 7;[54.1553871, 9.060752];1200
Ostholstein;Grömitz;Enercon E-115 TES, S-Nr.1151080;Enercon E-115/3200;Vestas;125;150;"HZ /dB(A) | 63/82,3 | 125/90,1 | 250/94,9 | 500/96,7 | 1000/95,5 | 2000/91,4 | 4000/84,3 | 8000/74,1 | SLP=101,5 dB(A)			106,6 dB(A)						
";5600;kW Nennleist. Rotor.;32503212;6002403;10.03.2021;;vor Inbetriebnahme;51069000006;1;13.07.2021;LLUR SH, Abtl. 7;[54.1877386, 9.0675296];1200
Ostholstein;Schashagen;Enercon E-115, S-Nr.1151154;Enercon E-115/4200;Enercon;64;71;104,5;2300;kW Nennleist. Rotor.;32496944;6013221;28.07.2011;22.07.2013;in Betrieb;51069507247;1;13.07.2021;LLUR SH, Abtl. 7;[54.2817377, 9.0097766];788
Steinburg;Gribbohm;Enercon E126;Enercon E-101/3061;Enercon;64;71;104,5;2300;kW Nennleist. Rotor.;32496948;6013492;10.12.2010;20.06.2013;in Betrieb;51069507247;2;13.07.2021;LLUR SH, Abtl. 7;[54.2817377, 9.0097766];788
Nordfriesland;Horstedt;Enercon E-126;Senvion 3.4 M104;Enercon;64;71;104,5;2300;kW Nennleist. Rotor.;32497317;6013301;10.12.2010;28.06.2013;in Betrieb;51069507247;3;13.07.2021;LLUR SH, Abtl. 7;[54.2817377, 9.0097766];788
Ostholstein;Grömitz;Enercon E-126;Senvion 3.4 M114;Enercon;64;71;104,5;2300;kW Nennleist. Rotor.;32497234;6013587;10.12.2010;01.07.2013;in Betrieb;51069507247;4;13.07.2021;LLUR SH, Abtl. 7;[54.2817377, 9.0097766];788
Ostholstein;Grömitz;Enercon E-126;Senvion 3.4 M122;Enercon;64;71;104,5;2300;kW Nennleist. Rotor.;32497634;6013355;10.12.2010;14.08.2013;in Betrieb;51069507247;5;13.07.2021;LLUR SH, Abtl. 7;[54.2817377, 9.0097766];788
Rendsburg-Eckernförde;Rieseby;Enercon E-126;Senvion 3.4 M140;Enercon;64;71;104,5;2300;kW Nennleist. Rotor.;32497550;6013618;10.12.2010;06.08.2013;in Betrieb;51069507247;6;13.07.2021;LLUR SH, Abtl. 7;[54.2817377, 9.0097766];788
Rendsburg-Eckernförde;Rieseby;Enercon E-126;Nordex N117/22200;Enercon;92;115;107,0 dB(A)/106,0 dB(A);3000;kW Nennleist. Rotor.;32497671;6011011;05.02.2016;22.11.2016;in Betrieb;51075000003;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Rendsburg-Eckernförde;Rieseby;Enercon E-126;Nordex N117/22800;Enercon;92;115;107,0 dB(A)/106,0 dB(A);3000;kW Nennleist. Rotor.;32497270;6011072;05.02.2016;14.11.2016;in Betrieb;51075000003;2;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Rendsburg-Eckernförde;Rieseby;Enercon E-126;Nordex N117/23400;Enercon;92;115;107,0 dB(A)/103,0 dB(A);3000;kW Nennleist. Rotor.;32497480;6011725;05.02.2016;23.09.2016;in Betrieb;51075000003;3;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Schleswig-Flensburg;Hörup;Enercon E-126;REpower MM 93;Enercon;92;115;107,0 dB(A)/103,8 dB(A);3000;kW Nennleist. Rotor.;32497506;6011380;05.02.2016;13.10.2016;in Betrieb;51075000004;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Schleswig-Flensburg;Hörup;Enercon E-126;Enercon E-66/1500;Enercon;92;115;107,0 dB(A)/103,8 dB(A);3000;kW Nennleist. Rotor.;32496956;6011347;05.02.2016;07.10.2016;in Betrieb;51075000005;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Steinburg;Willenscharen;Enercon E126 EP3;Enercon E-66/1800;Enercon;116;126;HZ /dB(A)   63/85,7   125/91,4   250/94,3   500/96,3   1000/96,0   2000/93,7   4000/85,3   SLP=101,9 dB(A) Tag 106,1 dB(A);4000;kW Nennleist. Rotor.;32500337;6011345;16.12.2019;;vor Inbetriebnahme;51075000007;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Dithmarschen;Hemmingstedt;Enercon E-126 EP3;Enercon E-66/2000;Vestas;82;136;"HZ /dB(A) | 63/85,5 | 125/93,2 | 250/97,9 | 500/99,7 | 1000/98,6 | 2000/94,5 | 4000/87,6 | 8000/77,5 | SLP=104,6 dB(A)	Tag 104,6 dB(A)
";4200;kW Nennleist. Rotor.;32502667;6009194;03.07.2020;;vor Inbetriebnahme;51075000008;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Nordfriesland;Vollstedt;Enercon E-126 EP3;Vestas V 66/9350;Vestas;105;150;"HZ /dB(A) | 63/81,5 | 125/89,2 | 250/93,9 | 500/95,6 | 1000/94,5 | 2000/90,3 | 4000/83,2 | 8000/73,1 | SLP=100,5 dB(A)									
";5600;kW Nennleist. Rotor.;32502563;6009593;06.11.2020;;vor Inbetriebnahme;51075000009;5;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Ostholstein;Gremersdorf;Enercon E-126 EP3;Vestas V 66/9700;Vestas;125;150;"HZ /dB(A) | 63/84,6 | 125/92,3 | 250/97,1 | 500/98,8 | 1000/97,7 | 2000/93,6 | 4000/86,5 | 8000/76,4 | SLP=103,7 dB(A)									
";5600;kW Nennleist. Rotor.;32501856;6009430;06.11.2020;;vor Inbetriebnahme;51075000010;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Rendsburg-Eckernförde;Beldorf;Enercon E-126 EP3;Vestas V136/3450;Vestas;125;150;"HZ /dB(A) | 63/83,6 | 125/91,3 | 250/96,1 | 500/97,9 | 1000/96,7 | 2000/92,6 | 4000/85,5 | 8000/75,4 | SLP=102,7 dB(A)									
";5600;kW Nennleist. Rotor.;32502248;6009367;06.11.2020;;vor Inbetriebnahme;51075000011;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Schleswig-Flensburg;Börm;Enercon E-126 EP3;Vestas V136/4000;Vestas;125;150;"HZ /dB(A) | 63/82,9 | 125/90,7 | 250/95,5 | 500/97,3 | 1000/96,1 | 2000/92 | 4000/84,9 | 8000/74,7 | SLP=102,1 dB(A)									
";5600;kW Nennleist. Rotor.;32502311;6008960;06.11.2020;;vor Inbetriebnahme;51075000012;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Segeberg;Damsdorf;Enercon E-126 EP3;Vestas V136/4200;Vestas;125;150;"HZ /dB(A) | 63/84,6 | 125/92,3 | 250/97,1 | 500/98,8 | 1000/97,7 | 2000/93,6 | 4000/86,5 | 8000/76,4 | SLP=103,7 dB(A)									
";5600;kW Nennleist. Rotor.;32502474;6008584;06.11.2020;;vor Inbetriebnahme;51075000013;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Steinburg;Willenscharen;Enercon E-126 EP3;REpower 3.4M115;Vestas;125;150;"HZ /dB(A) | 63/85 | 125/92,7 | 250/97,4 | 500/99,1 | 1000/98 | 2000/93,9 | 4000/86,9 | 8000/76,8 | SLP=104 dB(A)									
";5600;kW Nennleist. Rotor.;32501976;6009093;;;im Gen.Verf.;51075000014;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Steinburg;Willenscharen;Enercon E-126 EP3;Senvion 3.2M290;Enercon;64;71;104,5;2300;kW Nennleist. Rotor.;32499921;6008311;17.06.2013;27.06.2014;in Betrieb;51075506930;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Steinburg;Willenscharen;Enercon E-126 EP3;Senvion 3.2M298;REpower;93;114;105,2 dB(A)/99,5 dB(A);3200;kW Nennleist. Rotor.;32499911;6011844;28.02.2014;20.05.2015;in Betrieb;51075506931;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Steinburg;Willenscharen;Enercon E-126 EP3;Vestas V91;REpower;93;114;105,2 dB(A)/99,5 dB(A);3200;kW Nennleist. Rotor.;32500163;6011683;28.02.2014;21.05.2015;in Betrieb;51075506931;2;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Steinburg;Willenscharen;Enercon E-126 EP3;Siemens SWT 3.0-124;REpower;93;114;105,2 dB(A)/99,5 dB(A);3200;kW Nennleist. Rotor.;32500498;6011635;28.02.2014;11.05.2015;in Betrieb;51075506931;3;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Steinburg;Willenscharen;Enercon E-126 EP3;Enercon E-138/4211;REpower;93;114;105,2 dB(A)/103,3 dB(A);3200;kW Nennleist. Rotor.;32500784;6011463;28.02.2014;11.05.2015;in Betrieb;51075506931;4;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Steinburg;Brokstedt;Enercon E-126 EP3;NEG Micon NM 64C/1511;REpower;93;114;105.2 dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;32500966;6006852;21.02.2014;12.05.2015;in Betrieb;51075506932;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Steinburg;Brokstedt;Enercon E-126 EP3;NEG Micon NM 72C/1511;REpower;93;114;105,2 dB(A)/105,2 dB(A) ;3200;kW Nennleist. Rotor.;32501220;6006606;21.02.2014;11.05.2015;in Betrieb;51075506932;2;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Steinburg;Brokstedt;Enercon E-126 EP3;Enercon E-126/3500;REpower;93;114;105,2 dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;32497453;6010578;15.10.2014;09.09.2015;in Betrieb;51075506934;1;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Dithmarschen;Wöhrden;Enercon E-126 EP3 4 MW;Enercon E-126/4000;REpower;93;114;105,2 dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;32497356;6010239;15.10.2014;01.10.2015;in Betrieb;51075506934;2;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Dithmarschen;Trennewurth;Enercon E126 EP3 SRT ;Enercon E-126/7500;REpower;93;114;105,2 dB(A)/104,2 dB(A);3200;kW Nennleist. Rotor.;32497320;6009882;15.10.2014;15.09.2015;in Betrieb;51075506934;3;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Nordfriesland;Achtrup;Enercon E-126 EP3 TES;Vestas V150/35000;REpower;93;114;105,2 dB(A)/99,5 dB(A);3200;kW Nennleist. Rotor.;32497347;6009533;15.10.2014;11.09.2015;in Betrieb;51075506934;4;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Nordfriesland;Vollstedt;Enercon E-126 EP3 TES;Vestas V150/36400;REpower;93;114;105,2 dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;32497083;6010114;15.10.2014;03.09.2015;in Betrieb;51075506934;5;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Nordfriesland;Stedesand;"Enercon E-126; Umplanung auf E-138; NH=111m; GH=180m";Tacke TW 611;REpower;93;114;105,2 dB(A)/104,2 dB(A);3200;kW Nennleist. Rotor.;32497091;6009689;15.10.2014;24.09.2015;in Betrieb;51075506934;6;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788
Dithmarschen;Norderwöhrden;Enercon E-126-EP3 4 MW;Enercon E-70 E4/9200;Enercon;78;82;105,0 dB(A)/103,5 dB(A);2300;kW Nennleist. Rotor.;32500156;5976183;19.11.2014;22.10.2015;in Betrieb;51076057278;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Stormarn;Bad Oldesloe;ENERCON E-130 EP3 E2;Enercon E-70 E4/9500;Enercon;78;82;105,0 dB(A)/100,5 dB(A);2300;kW Nennleist. Rotor.;32499399;5975667;19.11.2014;27.11.2015;in Betrieb;51076057279;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Stormarn;Bad Oldesloe;ENERCON E-130 EP3 E2;Vestas V112/3000;Enercon;108;82;105,0 dB(A)/104,0 dB(A);2300;kW Nennleist. Rotor.;32500290;5974951;19.11.2014;01.12.2015;in Betrieb;51076057280;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Stormarn;Bad Oldesloe;ENERCON E-130 EP3 E2;Vestas V112/3075;Senvion;98;104;105,6 dB(A) / 100,0 dB(A);3370;kW Nennleist. Rotor.;32505289;5974788;13.08.2014;03.10.2015;in Betrieb;51076057281;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Stormarn;Bad Oldesloe;ENERCON E-130 EP3 E2;Vestas V112/3300;Senvion;98;104;105,6 dB(A) / 100,0 dB(A);3370;kW Nennleist. Rotor.;32505048;5974992;13.08.2014;15.10.2015;in Betrieb;51076057282;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Ostholstein;Fehmarn;Enercon E138;Vestas V112/3450;REpower;80;104;105,6 dB(A)/101,7 dB(A);3370;kW Nennleist. Rotor.;32504331;5974173;23.05.2012;01.05.2013;in Betrieb;51076057283;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Ostholstein;Fehmarn;Enercon E138;Repower 3.2M126;REpower;80;104;105,6dB(A)/105,6 dB(A);3370;kW Nennleist. Rotor.;32504608;5974441;23.05.2012;01.05.2013;in Betrieb;51076057284;2;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Ostholstein;Fehmarn;Enercon E138;Enercon E-82/2000;REpower;80;104;105,6 dB(A)/105,6 dB(A);3370;kW Nennleist. Rotor.;32504442;5973796;23.05.2012;01.05.2013;in Betrieb;51076057285;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Ostholstein;Fehmarn;Enercon E138;Enercon E-82/2300;REpower;98;104;105,6;3370;kW Nennleist. Rotor.;32504965;5974273;23.05.2012;01.05.2013;in Betrieb;51076057286;6;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Ostholstein;Fehmarn;Enercon E138;Enercon E-82/2350;Enercon;149,1;115,7;106,0 104,3;3200;kW Nennleist. Rotor.;32504167;5975044;07.05.2020;;vor Inbetriebnahme;51076057287;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Ostholstein;Fehmarn;Enercon E138;Enercon E-82/3000;Enercon;149;115,7;106,0 104,4;3200;kW Nennleist. Rotor.;32504570;5974820;07.05.2020;;vor Inbetriebnahme;51076057287;2;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Ostholstein;Fehmarn;Enercon E138;Enercon E-115/3000;Enercon;149;115,7;106,0 101,7;3200;kW Nennleist. Rotor.;32504265;5974755;07.05.2020;;vor Inbetriebnahme;51076057287;3;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Ostholstein;Fehmarn;Enercon E138;Enercon E-115/3200;Enercon;135,5;115,7;106,0 97,5;3200;kW Nennleist. Rotor.;32504061;5974469;07.05.2020;;vor Inbetriebnahme;51076057287;4;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Schleswig-Flensburg;Süderhackstedt;Enercon E138;Enercon E-115/4200;Enercon;92;115,7;"106,0 100,5 


";3200;kW Nennleist. Rotor.;32503492;5975136;30.04.2020;;vor Inbetriebnahme;51076057288;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Schleswig-Flensburg;Süderhackstedt;Enercon E138;Enercon E-101/3062;Enercon;92;115,7;106,0 100,0;3200;kW Nennleist. Rotor.;32503953;5975302;30.04.2020;;vor Inbetriebnahme;51076057288;2;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Nordfriesland;Oster-Ohrstedt;Enercon E-138;Senvion 3.4 M104;Enercon;92;115,7;106,0 100,6;3200;kW Nennleist. Rotor.;32504238;5975504;30.04.2020;;vor Inbetriebnahme;51076057288;3;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Schleswig-Flensburg;Janneby;Enercon E-138;Senvion 3.4 M114;Enercon;92;115,7;106,0 101,6;3200;kW Nennleist. Rotor.;32504654;5975506;30.04.2020;;vor Inbetriebnahme;51076057288;4;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Schleswig-Flensburg;Nordhackstedt;Enercon E-138;Senvion 3.4 M122;Enercon;149;115,7;106,0 103,4;3200;kW Nennleist. Rotor.;32503800;5974970;30.04.2020;;vor Inbetriebnahme;51076057288;5;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Schleswig-Flensburg;Lindewitt;Enercon E-138;Senvion 3.4 M140;Enercon;149;115,7;106,0 104,4;3200;kW Nennleist. Rotor.;32504415;5975272;30.04.2020;;vor Inbetriebnahme;51076057288;6;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Schleswig-Flensburg;Lindewitt;Enercon E-138;Nordex N117/24000;Enercon;149;115,7;106,0 101,3;3200;kW Nennleist. Rotor.;32504896;5975288;30.04.2020;;vor Inbetriebnahme;51076057288;7;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Schleswig-Flensburg;Handewitt;Enercon E-138;Nordex N117/24600;Enercon;78,33;82;105,0 dB(A)/100,5 dB(A) ;2300;kW Nennleist. Rotor.;32500230;5975986;27.05.2011;15.03.2012;in Betrieb;51076497809;11;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Schleswig-Flensburg;Handewitt;Enercon E-138;Nordex N117/25200;REpower;98;104;105,6;3370;kW Nennleist. Rotor.;32504706;5974044;23.05.2012;01.05.2013;in Betrieb;51076497813;5;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Schleswig-Flensburg;Handewitt;Enercon E-138;REpower MM 94;Enercon;78,33;82;105,0 dB(A)/103,5 dB(A) ;2300;kW Nennleist. Rotor.;32499760;5975262;27.05.2011;15.03.2012;in Betrieb;51076497815;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Schleswig-Flensburg;Handewitt;Enercon E-138;Enercon E-66/1500;Enercon;78,33;82;105,0 dB(A)/100,5 dB(A) ;2300;kW Nennleist. Rotor.;32499574;5975517;27.05.2011;15.03.2012;in Betrieb;51076497815;3;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Schleswig-Flensburg;Handewitt;Enercon E-138;Enercon E-66/1800;Enercon;78,33;82;105;2300;kW Nennleist. Rotor.;32500631;5974597;27.05.2011;15.03.2012;in Betrieb;51076497816;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Nordfriesland;Leck;Enercon E-138 EP 3 E2;Enercon E-66/2000;Enercon;78,33;82;105;2300;kW Nennleist. Rotor.;32500240;5974556;27.05.2011;15.03.2012;in Betrieb;51076497817;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
Nordfriesland;Ostenfeld (Husum);Enercon E-138 EP3;Vestas V 66/10050;Enercon;78,33;82;105,0 dB(A)/103,5 dB(A) ;2300;kW Nennleist. Rotor.;32500085;5974787;27.05.2011;15.03.2012;in Betrieb;51076497819;1;13.07.2021;LLUR SH, Abtl. 7;[53.9100426, 9.0221766];1200
