KREIS;GEMEINDE;TYP;MODELL;HERSTELLER;NABENHOEHE;ROTORDURCHMESSER;SCHALLLEISTUNGSPEGEL;LEISTUNG;LEISTUNGSBEZUG;OSTWERT (EPSG:4647);NORDWERT (EPSG:4647);GENEHMIGT_AM;INBETRIEBNAHME;STATUS;BST_NR;ANL_NR;DATENDATUM;DATENQUELLE;Coords;Wetter-ID
Schleswig-Flensburg;Lindewitt; Nordex N149/5700;Enercon E-70 E4/2000;Enercon;85;82;104,5 dB(A);2300;kW Nennleist. Rotor.;32619817;5978875;01.04.2011;25.09.2012;in Betrieb;3000924205;1;13.07.2021;LLUR SH, Abtl. 7;[53.866444, 10.684738];3086
Dithmarschen;Neuenkirchen; REPower 3.2 M;Enercon E-70 E4/2300;Enercon;85;82;104,5;2300;kW Nennleist. Rotor.;32619815;5977994;01.04.2011;25.09.2012;in Betrieb;3000924205;2;13.07.2021;LLUR SH, Abtl. 7;[53.866444, 10.684738];3086
Nordfriesland;Uelvesbüll; Vensys 115-4,1;Vestas V112/3000;Tacke;50;43;98,3;600;kW Nennleist. Rotor.;32620847;5977577;16.04.1996;04.10.1996;in Betrieb;3000924233;1;13.07.2021;LLUR SH, Abtl. 7;[53.866444, 10.684738];3086
Steinburg;Reher;1 Vestas V136-4.0/4.2;Vestas V112/3075;Vestas;119;112;106,5 dB(A)/106,5 dB(A);3450;kW Nennleist. Rotor.;32516648;5999295;07.10.2013;11.06.2014;in Betrieb;51001900011;1;13.07.2021;LLUR SH, Abtl. 7;[54.1458092, 9.285792];1200
Dithmarschen;Wöhrden;AN Bonus;Vestas V112/3300;Vestas;119;112;106,5 dB(A)/106,5 dB(A);3450;kW Nennleist. Rotor.;32516599;5998975;07.10.2013;11.06.2014;in Betrieb;51001900011;2;13.07.2021;LLUR SH, Abtl. 7;[54.1458092, 9.285792];1200
Nordfriesland;Uelvesbüll;AN Bonus;Vestas V112/3450;Vestas;119;112;106,5 dB(A)/106,5 dB(A);3450;kW Nennleist. Rotor.;32516709;5998672;07.10.2013;11.06.2014;in Betrieb;51001900011;3;13.07.2021;LLUR SH, Abtl. 7;[54.1458092, 9.285792];1200
Nordfriesland;Uelvesbüll;AN Bonus;Repower 3.2M114;Vestas;119;112;106,5 dB(A)/106,5 dB(A);3450;kW Nennleist. Rotor.;32516928;5998977;07.10.2013;11.06.2014;in Betrieb;51001900011;4;13.07.2021;LLUR SH, Abtl. 7;[54.1458092, 9.285792];1200
Nordfriesland;Uelvesbüll;AN Bonus;Enercon E-82/2000;Vestas;119;112;106,5 dB(A)/106,5 dB(A);3450;kW Nennleist. Rotor.;32517034;5998625;07.10.2013;11.06.2014;in Betrieb;51001900011;5;13.07.2021;LLUR SH, Abtl. 7;[54.1458092, 9.285792];1200
Nordfriesland;Uelvesbüll;AN Bonus;Enercon E-82/2300;Vestas;94;112;106,5 dB(A)/104,8 dB(A);3300;kW Nennleist. Rotor.;32516771;5998370;19.06.2014;09.06.2015;in Betrieb;51001900011;6;13.07.2021;LLUR SH, Abtl. 7;[54.1458092, 9.285792];1200
Nordfriesland;Uelvesbüll;AN Bonus;Enercon E-82/2350;REpower;98;104;105,6 dB(A)/105,6 dB(A);3400;kW Nennleist. Rotor.;32501310;5985045;02.09.2011;15.03.2012;in Betrieb;51006000021;1;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Nordfriesland;Uelvesbüll;AN Bonus;Enercon E-82/3000;REpower;98;104;105,6 dB(A)/105,6 dB(A);3400;kW Nennleist. Rotor.;32501312;5984751;02.09.2011;06.04.2012;in Betrieb;51006000022;1;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Nordfriesland;Uelvesbüll;AN Bonus;Enercon E-115/3000;Vestas;40,5;39;103;500;kW Nennleist. Rotor.;32503055;5983581;12.07.1993;07.12.1993;in Betrieb;51006506683;1;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Nordfriesland;Uelvesbüll;AN Bonus;Enercon E-115/3200;REpower;98;104;105,6 dB(A)/105,6 dB(A);3400;kW Nennleist. Rotor.;32500871;5984861;02.09.2011;26.03.2012;in Betrieb;51006506684;1;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Büttel;AN BONUS;Enercon E-115/4200;REpower;98;104;105,6dB(A)/105,6 dB(A);3400;kW Nennleist. Rotor.;32500950;5985172;02.09.2011;24.04.2012;in Betrieb;51006506684;2;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Quarnstedt;AN BONUS;Enercon E-101/3050;Vestas;40,5;39;103;500;kW Nennleist. Rotor.;32501835;5987736;31.12.1899;31.12.1899;in Betrieb;51006506688;1;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Quarnstedt;AN BONUS;Senvion 3.4 M104;Enercon;99;101;106,0 dB(A), 104,4dB(A);3050;kW Nennleist. Rotor.;32504637;5984541;15.08.2014;03.08.2015;in Betrieb;51006506692;1;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Quarnstedt;AN BONUS;Senvion 3.4 M114;Enercon;99;101;106,0 dB(A), 106,0 dB(A);3050;kW Nennleist. Rotor.;32505285;5984584;15.08.2014;03.09.2015;in Betrieb;51006506692;2;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Quarnstedt;AN BONUS;Senvion 3.4 M122;Enercon;99;101;106dB(A), 106dB(A);3050;kW Nennleist. Rotor.;32505006;5984301;15.08.2014;01.10.2015;in Betrieb;51006506692;3;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Quarnstedt;AN BONUS;Senvion 3.4 M140;Enercon;99;101;106,0 dB(A), 106,0 dB(A);3050;kW Nennleist. Rotor.;32503858;5983256;15.08.2014;14.09.2015;in Betrieb;51006506692;4;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Quarnstedt;AN BONUS;Nordex N117/2400;Enercon;99;101;106,0 dB(A), 104,0 dB(A) ;3050;kW Nennleist. Rotor.;32504280;5983200;15.08.2014;14.09.2015;in Betrieb;51006506692;5;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Quarnstedt;AN BONUS;Nordex N117/3000;REpower;93;114;105,2 dB(A), 103,7dB(A);3200;kW Nennleist. Rotor.;32505189;5983955;06.08.2014;28.04.2015;in Betrieb;51006506693;1;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Quarnstedt;AN BONUS;Nordex N117/3600;REpower;93;114;105,2 dB(A), 105,2dB(A);3200;kW Nennleist. Rotor.;32505721;5983498;06.08.2014;23.04.2015;in Betrieb;51006506694;1;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Quarnstedt;AN BONUS;REpower MM 82;REpower;93;114;105,2 dB(A)/105,2 dB(A);3170;kW Nennleist. Rotor.;32500684;5985304;11.02.2015;03.03.2016;in Betrieb;51006506695;1;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Störkathen;AN BONUS;Enercon E-66/1500;REpower;93;114;105,2 dB(A), 104,3dB(A);3200;kW Nennleist. Rotor.;32504599;5984159;06.08.2014;09.06.2015;in Betrieb;51006506696;1;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Steinburg;Störkathen;AN BONUS;Enercon E-66/1800;REpower;93;114;105,2 dB(A), 104,7dB(A);3200;kW Nennleist. Rotor.;32504761;5983821;06.08.2014;23.06.2015;in Betrieb;51006506696;2;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Ostholstein;Gremersdorf;AN BONUS 1,3;Enercon E-66/2000;REpower;93;114;105,2 dB(A), 103,3dB(A);3200;kW Nennleist. Rotor.;32504362;5983845;06.08.2014;24.06.2015;in Betrieb;51006506696;3;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Ostholstein;Gremersdorf;AN BONUS 1,3;Vestas V 66/1650;REpower;93;114;105,2 dB(A), 104,2 dB(A);3200;kW Nennleist. Rotor.;32504565;5983531;06.08.2014;03.07.2015;in Betrieb;51006506696;4;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Ostholstein;Gremersdorf;AN BONUS 1,3;Vestas V 66/2000;REpower;93;114;105,2 dB(A), 104,0dB(A);3200;kW Nennleist. Rotor.;32504162;5983577;06.08.2014;09.07.2015;in Betrieb;51006506696;5;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Ostholstein;Gremersdorf;AN BONUS 1,3;Vestas V136/3450;REpower;93;114;105,2 dB(A), 105,2 dB(A);3200;kW Nennleist. Rotor.;32505584;5983915;06.08.2014;28.05.2015;in Betrieb;51006506696;6;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Pinneberg;Uetersen;AN Bonus 1,3 MW;Vestas V136/4000;REpower;93;114;105,2 dB(A), 105,2dB(A);3200;kW Nennleist. Rotor.;32505479;5984209;06.08.2014;29.06.2015;in Betrieb;51006506696;7;13.07.2021;LLUR SH, Abtl. 7;[54.012441, 9.0565575];1200
Pinneberg;Uetersen;AN Bonus 1,3 MW;Vestas V136/4200;REpower;80;104;105,6 dB(A), 100 dB(A);3400;kW Nennleist. Rotor.;32505375;5975134;01.08.2014;08.10.2015;in Betrieb;51011003789;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Pinneberg;Uetersen;AN Bonus 1,3 MW;REpower 3.4M104;Enercon;98;82;"104 dB(A)tags; 103 dB(A) nachts";2000;kW Nennleist. Rotor.;32505505;5972178;20.12.2007;26.11.2010;in Betrieb;51011003790;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Pinneberg;Uetersen;AN Bonus 1,3 MW;Senvion 3.2M114;Enercon;98;82;"104dB(A) tags; 103,8dB(A) nachts ";2000;kW Nennleist. Rotor.;32504611;5972535;20.12.2007;26.11.2010;in Betrieb;51011003790;2;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Woltersdorf;AN BONUS 1,3 MW/62;Senvion 3.2M122;Enercon;98;82;"104dB(A) tags; 103,8 dB(A) nachts";2000;kW Nennleist. Rotor.;32504387;5972614;20.12.2007;26.11.2010;in Betrieb;51011003790;3;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Ellhöft;AN Bonus 1,3 MW/62;Vestas V80;Enercon;98;82;"104dB(A) tags; 102,5dB(A) nachts";2000;kW Nennleist. Rotor.;32504734;5972726;20.12.2007;26.11.2010;in Betrieb;51011003790;4;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Ellhöft;AN Bonus 1,3 MW/62;Siemens SWT 3.0-113;Enercon;98;82;"104dB(A) tags; 99,5dB(A) nachts";2000;kW Nennleist. Rotor.;32504779;5972960;20.12.2007;26.11.2010;in Betrieb;51011003790;5;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Ellhöft;AN Bonus 1,3 MW/62;Enercon E-138/4200;Enercon;98;82;"104dB(A) tags; 103,4dB(A) nachts";2000;kW Nennleist. Rotor.;32505288;5972265;20.12.2007;26.11.2010;in Betrieb;51011003791;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Ellhöft;AN Bonus 1,3 MW/62;NEG Micon NM 64C/1500;Enercon;98;82;"104dB(A)tags; 103,8dB(A) nachts";2000;kW Nennleist. Rotor.;32505073;5972355;20.12.2007;26.11.2010;in Betrieb;51011003792;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Ellhöft;AN Bonus 1,3 MW/62;NEG Micon NM 72C/1500;Enercon;98;82;"104dB(A) tags; 102,5dB(A) nachts";2000;kW Nennleist. Rotor.;32504848;5972436;20.12.2007;26.11.2010;in Betrieb;51011003793;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Pinneberg;Uetersen;AN Bonus 1,3 MW/62;Enercon E-126/3500;Enercon;98;82;"104dB(A)tags; 102,5 dB(A) nachts";2000;kW Nennleist. Rotor.;32505586;5972389;20.12.2007;26.11.2010;in Betrieb;51011003794;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Woltersdorf;AN BONUS 1,3 MW/62 - CombiStall;Enercon E-126/4000;Enercon;98;82;"104dB(A) tags; 102,5dB(A) nachts";2000;kW Nennleist. Rotor.;32505377;5972479;20.12.2007;26.11.2010;in Betrieb;51011003795;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Woltersdorf;AN BONUS 1,3 MW/62 - CombiStall;Enercon E-126/7500;Enercon;98;82;"104dB(A) tags; 102,5dB(A) nachts";2000;kW Nennleist. Rotor.;32505159;5972564;20.12.2007;26.11.2010;in Betrieb;51011003796;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Woltersdorf;AN BONUS 1,3 MW/62 CombiStall;Vestas V150/4200;Enercon;98;82;"104dB(A) tags; 102,5dB(A) nachts";2000;kW Nennleist. Rotor.;32504945;5972647;20.12.2007;26.11.2010;in Betrieb;51011003797;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Ostholstein;Gremersdorf;AN BONUS 1,3 MW/62, S-Nr.AN 1300-375-04;Vestas V150/5600;Enercon;98;82;"104 dB(A) tags; 99,5dB(A) nachts";2000;kW Nennleist. Rotor.;32504517;5972823;20.12.2007;26.11.2010;in Betrieb;51011003798;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Ostholstein;Gremersdorf;AN BONUS 1,3 MW/62, S-Nr.AN 1300-376-03;Tacke TW 600;Enercon;98;82;"104dB(A) tags;  99,5 dB(A) nachts";2000;kW Nennleist. Rotor.;32505214;5972788;20.12.2007;26.11.2010;in Betrieb;51011003798;2;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Stormarn;Steinburg;AN BONUS 1,3 MW/62-Combistall;Enercon E-70 E4/2600;Enercon;98;82;"104dB(A) tags; 99,5dB(A) nachts";2000;kW Nennleist. Rotor.;32505679;5972602;20.12.2007;26.11.2010;in Betrieb;51011003799;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Stormarn;Steinburg;AN BONUS 1,3 MW/62-Combistall;Enercon E-70 E4/2900;Enercon;98;82;"104dB(A) tags; 99,5dB(A) nachts";2000;kW Nennleist. Rotor.;32505470;5972690;20.12.2007;26.11.2010;in Betrieb;51011003800;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Stormarn;Steinburg;AN BONUS 1,3 MW/62-Combistall;Vestas V112/3000;Enercon;98;82;"104dB(A) tags; 99,5 dB(A) nachts";2000;kW Nennleist. Rotor.;32504997;5972877;20.12.2007;26.11.2010;in Betrieb;51011003801;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Stormarn;Steinburg;AN BONUS 1,3 MW/62-Combistall;Vestas V112/3075;Hersteller nicht bekannt;78;82;105,0 dB(A) 96,1 dB(A);2300;kW Nennleist. Rotor.;32504835;5973788;07.04.2014;29.07.2014;in Betrieb;51011003802;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Lütau;AN Bonus 1,3/62;Vestas V112/3300;Enercon;92;115,7;107,0 dB(A) / 96,0 dB(A);3000;kW Nennleist. Rotor.;32508615;5976247;28.12.2016;18.08.2017;in Betrieb;51011003803;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Lütau;AN Bonus 1,3/62;Vestas V112/3450;Enercon;99;101;107,5 dB(A) / 97,0 dB(A);3050;kW Nennleist. Rotor.;32508950;5976325;28.12.2016;28.07.2017;in Betrieb;51011003803;2;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Lütau;AN Bonus 1,3/62;Repower 3.2M115;Enercon;99;101;107,5 dB(A) / 102,0 dB(A);3050;kW Nennleist. Rotor.;32509206;5976057;28.12.2016;25.07.2017;in Betrieb;51011003803;3;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Lütau;AN Bonus 1,3/62;Enercon E-82/2000;Enercon;92;115,7;107,0 dB(A) / 101,8 dB(A);3000;kW Nennleist. Rotor.;32509371;5975633;28.12.2016;31.07.2017;in Betrieb;51011003803;4;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;Enercon E-82/2300;Enercon;92;115,7;107,0 dB(A) / 105,4 dB(A);3000;kW Nennleist. Rotor.;32509655;5975442;28.12.2016;28.07.2017;in Betrieb;51011003803;5;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Lütau;AN Bonus 1,3/62;Enercon E-82/2350;Nordex;100;99,8;105,5 dB(A) / 101,5 dB(A);3300;kW Nennleist. Rotor.;32507473;5975551;13.04.2015;13.06.2016;in Betrieb;51011003807;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;Enercon E-82/3000;Nordex;100;99,8;105,5 dB(A) / 101,5 dB(A);3300;kW Nennleist. Rotor.;32507784;5975256;13.04.2015;29.06.2016;in Betrieb;51011003808;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Lütau;AN Bonus 1,3/62;Enercon E-115/3000;Nordex;100;99,8;105,5dB(A) / 104,4dB(A);3300;kW Nennleist. Rotor.;32508202;5975756;02.06.2015;28.06.2016;in Betrieb;51011003810;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Lütau;AN Bonus 1,3/62;Enercon E-115/3200;Nordex;100;99,8;105,5 dB(A) / 103,5dB(A);3300;kW Nennleist. Rotor.;32508500;5975298;02.06.2015;30.06.2016;in Betrieb;51011003811;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;Enercon E-115/4200;Nordex;100;99,8;105,5db(A) / 101,0dB(A);3300;kW Nennleist. Rotor.;32508102;5975368;02.06.2015;30.06.2016;in Betrieb;51011003814;3;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;Enercon E-101/3051;Nordex;100;99,8;105,5 dB(A) / 101,5  dB(A);3300;kW Nennleist. Rotor.;32507463;5975236;13.04.2015;22.06.2016;in Betrieb;51011003827;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;Senvion 3.4 M104;REpower;65;70;104;1500;kW Nennleist. Rotor.;32512174;5971396;07.10.2003;18.05.2004;in Betrieb;51011515468;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;Senvion 3.4 M114;REpower;65;70;104;1500;kW Nennleist. Rotor.;32512539;5971405;07.10.2003;18.05.2004;in Betrieb;51011515468;2;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Pinneberg;Uetersen;AN Bonus 1,3MW/62;Senvion 3.4 M122;AN BONUS;42,3;37;99;500;kW Nennleist. Rotor.;32511982;5971375;18.10.1993;17.02.1994;in Betrieb;51011515470;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Steinburg;Krummendiek;AN BONUS 1,5MW;Senvion 3.4 M140;Vestas;60;80;101,5;2000;kW Nennleist. Rotor.;32506117;5975955;07.07.2003;31.12.2004;in Betrieb;51011515473;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Steinburg;Sankt Margarethen;AN Bonus 1300/260 kw;Nordex N117/4200;Vestas;60;80;101,5;2000;kW Nennleist. Rotor.;32506311;5975797;07.07.2003;31.12.2004;in Betrieb;51011515473;2;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Steinburg;Sankt Margarethen;AN Bonus 1300/260 kw;Nordex N117/4800;Vestas;60;80;101,5;2000;kW Nennleist. Rotor.;32506518;5975637;07.07.2003;31.12.2004;in Betrieb;51011515473;3;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Steinburg;Sankt Margarethen;AN Bonus 1300/260 kw;Nordex N117/5400;Vestas;60;80;101,5;2000;kW Nennleist. Rotor.;32506772;5975360;07.07.2003;31.12.2004;in Betrieb;51011515473;4;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Ostholstein;Beschendorf;AN BONUS 1300/62, S-Nr. AN 1300-984-01;REpower MM 83;Vestas;60;80;101,5;2000;kW Nennleist. Rotor.;32506990;5975522;07.07.2003;31.12.2004;in Betrieb;51011515473;5;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Ostholstein;Beschendorf;AN BONUS 1300/62, S-Nr.AN 1300-985-02;Enercon E-66/1500;Vestas;60;80;101,5;2000;kW Nennleist. Rotor.;32506804;5975689;07.07.2003;31.12.2004;in Betrieb;51011515473;6;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Bordelum;AN Bonus 1MW/54;Enercon E-66/1800;Vestas;60;80;101,5;2000;kW Nennleist. Rotor.;32506538;5975926;07.07.2003;31.12.2004;in Betrieb;51011515473;7;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Ostholstein;Gremersdorf;AN BONUS 2 MW/76, S-Nr.AN 2000-343-05;Enercon E-66/2000;Vestas;60;80;101,5;2000;kW Nennleist. Rotor.;32506357;5976107;07.07.2003;31.12.2004;in Betrieb;51011515473;8;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Ellhöft;AN Bonus 2,3 MW Nr.11;Vestas V 66/2350;Vestas;60;80;101,5;2000;kW Nennleist. Rotor.;32506587;5976235;07.07.2003;31.12.2004;in Betrieb;51011515473;9;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Schleswig-Flensburg;Hörup;AN BONUS 2,3 MW/82-VS;Vestas V 66/2700;Vestas;60;80;101,5;2000;kW Nennleist. Rotor.;32506850;5976338;07.07.2005;31.12.2004;in Betrieb;51011515473;10;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Schleswig-Flensburg;Hörup;AN BONUS 2,3 MW/82-VS;Vestas V136/3450;Enercon;68;66;103;1500;kW Nennleist. Rotor.;32513990;5971806;11.09.1995;27.03.1997;in Betrieb;51011515479;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Ellhöft;AN Bonus 2,3 MW/93-VS;Vestas V136/4000;AN BONUS;80;76;106;2000;kW Nennleist. Rotor.;32513600;5971660;22.05.2001;01.02.2002;in Betrieb;51011515486;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Ellhöft;AN Bonus 2,3 MW/93-VS;Vestas V136/4200;Micon;60;54;103,7 dB(A);1000;kW Nennleist. Rotor.;32513562;5971428;25.02.1997;01.04.1997;in Betrieb;51011515487;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Ellhöft;AN Bonus 2,3 MW/93-VS;REpower 3.4M105;AN BONUS;50;52;105,5 dB(A);1000;kW Nennleist. Rotor.;32513814;5971430;31.12.1899;31.12.1899;in Betrieb;51011515487;2;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Dithmarschen;Brunsbüttel;AN Bonus 2MW/76;Senvion 3.2M130;Nordex;60;52;105,4 dB(A)/105,4 dB(A);800;kW Nennleist. Rotor.;32507077;5973990;30.03.1994;20.04.1995;in Betrieb;51011515507;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Klixbüll;AN Bonus 3,6 MW/107;Senvion 3.2M138;Enercon;98;82;"104dB(A) tags; 103 dB(A) nachts";2000;kW Nennleist. Rotor.;32504289;5972822;20.12.2007;26.11.2010;in Betrieb;51011515520;18;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Nordfriesland;Klixbüll;AN Bonus 3,6 MW/107;Vestas V81;Enercon;78;82;105;2300;kW Nennleist. Rotor.;32505270;5974480;12.03.2013;11.12.2013;in Betrieb;51011900017;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Dithmarschen;Brunsbüttel;AN Bonus 37;Siemens SWT 3.0-114;Enercon;78;82;105;2300;kW Nennleist. Rotor.;32505162;5973965;12.03.2013;19.12.2013;in Betrieb;51011900017;2;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Dithmarschen;Friedrichskoog;AN Bonus 450/35;Enercon E-138/4201;Enercon;78;82;105;2300;kW Nennleist. Rotor.;32505493;5974142;12.03.2013;19.12.2013;in Betrieb;51011900017;3;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Dithmarschen;Hemme;AN Bonus 450/35;NEG Micon NM 64C/1501;Enercon;78;82;100,5;2300;kW Nennleist. Rotor.;32505586;5973697;12.03.2013;20.11.2013;in Betrieb;51011900017;4;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Dithmarschen;Friedrichskoog;AN Bonus 600;NEG Micon NM 72C/1501;Enercon;78;82;100,5;2300;kW Nennleist. Rotor.;32505747;5973517;12.03.2013;25.11.2013;in Betrieb;51011900017;5;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Schleswig-Flensburg;Süderbrarup;AN Bonus 600;Enercon E-126/3500;Enercon;99;101;107 dB(A) / 99,3dB(A);3050;kW Nennleist. Rotor.;32507063;5975264;31.07.2014;13.07.2015;in Betrieb;51011900019;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Schleswig-Flensburg;Süderbrarup;AN Bonus 600;Enercon E-126/4000;REpower;80;104;105,6 dB(A)/ 100 dB(A);3400;kW Nennleist. Rotor.;32505594;5974952;01.08.2014;23.10.2015;in Betrieb;51011900021;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Schleswig-Flensburg;Boren;AN Bonus 600;Enercon E-126/7500;Nordex;100;99,8;105,5 dB(A) / 104,5 dB(A);3300;kW Nennleist. Rotor.;32507221;5974963;13.04.2015;26.06.2016;in Betrieb;51011900024;4;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
Schleswig-Flensburg;Boren;AN Bonus 600;Vestas V150/7000;Nordex;100;99,8;105,5dB(A) / 101,0dB(A);3300;kW Nennleist. Rotor.;32507868;5975625;02.06.2015;29.06.2016;in Betrieb;51011900026;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200
