Jahr;LeistungBisJahr;LeistungInJahr;Leistung;Wetter-ID;Bundesland
2019;36781,36299999984;2298,2049999999995;39079,56799999984;1975;HH
2019;127,16000000000001;0,0;127,16000000000001;4393;HH
