DatenName;Daten eingelesen;Daten Anzahl;Daten Richtig;Daten Falsch;Daten in Prozent
produkt_st_stunde_19800101_20210930_04466.txt;True;8760;8758;2;0,9997716894977169
produkt_st_stunde_20050101_20210930_01975.txt;True;8760;8753;7;0,9992009132420091
produkt_st_stunde_20080701_20210930_04393.txt;True;8760;8755;5;0,9994292237442922
