STATIONS_ID;MESS_DATUM;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT;MESS_DATUM_WOZ;eor
       4466;2019010100:25;    1;  123.0;    0.0;    0.0;   0;   152.04;2019010100:00;eor
       4466;2019010100:25;    1;  123.0;    0.0;    0.0;   0;   148.01;2019010101:00;eor
       4466;2019010101:25;    1;  124.0;    0.0;    0.0;   0;   144.30;2019010102:00;eor
       4466;2019010102:25;    1;  125.0;    0.0;    0.0;   0;   137.93;2019010103:00;eor
       4466;2019010103:25;    1;  125.0;    0.0;    0.0;   0;   130.07;2019010104:00;eor
       4466;2019010104:25;    1;  126.0;    0.0;    0.0;   0;   121.53;2019010105:00;eor
       4466;2019010105:25;    1;  124.0;    0.0;    0.0;   0;   112.84;2019010106:00;eor
       4466;2019010106:25;    1;  101.0;    0.0;    0.0;   0;   104.40;2019010107:00;eor
       4466;2019010107:25;    1;  110.0;    0.0;    0.0;   0;    96.55;2019010108:00;eor
       4466;2019010108:25;    1;   95.0;    3.0;    4.0;   0;    89.61;2019010109:00;eor
       4466;2019010109:25;    1;   -999;   16.0;   18.0;   9;    83.95;2019010110:00;eor
       4466;2019010110:25;    1;  106.0;   32.0;   34.0;  16;    79.91;2019010111:00;eor
       4466;2019010111:25;    1;  100.0;   41.0;   54.0;  36;    77.80;2019010112:00;eor
       4466;2019010112:25;    1;  111.0;   31.0;   36.0;  16;    77.79;2019010113:00;eor
       4466;2019010113:25;    1;  102.0;   33.0;   39.0;  22;    79.90;2019010114:00;eor
       4466;2019010114:25;    1;  104.0;    9.0;   11.0;   5;    83.93;2019010115:00;eor
       4466;2019010115:25;    1;   95.0;    3.0;    3.0;   0;    89.59;2019010116:00;eor
       4466;2019010116:25;    1;   -999;    0.0;    0.0;   0;    96.52;2019010117:00;eor
       4466;2019010117:25;    1;   88.0;    0.0;    0.0;   0;   104.37;2019010118:00;eor
       4466;2019010118:25;    1;   90.0;    0.0;    0.0;   0;   112.81;2019010119:00;eor
       4466;2019010119:25;    1;   94.0;    0.0;    0.0;   0;   121.49;2019010120:00;eor
       4466;2019010120:25;    1;  105.0;    0.0;    0.0;   0;   130.02;2019010121:00;eor
       4466;2019010121:25;    1;   94.0;    0.0;    0.0;   0;   137.87;2019010122:00;eor
       4466;2019010122:25;    1;   89.0;    0.0;    0.0;   0;   144.23;2019010123:00;eor
       4466;2019010123:25;    1;   87.0;    0.0;    0.0;   0;   147.94;2019010200:00;eor
       4466;2019010200:25;    1;   85.0;    0.0;    0.0;   0;   147.93;2019010201:00;eor
       4466;2019010201:25;    1;   84.0;    0.0;    0.0;   0;   144.22;2019010202:00;eor
       4466;2019010202:25;    1;   85.0;    0.0;    0.0;   0;   137.86;2019010203:00;eor
       4466;2019010203:25;    1;   85.0;    0.0;    0.0;   0;   130.00;2019010204:00;eor
       4466;2019010204:25;    1;   84.0;    0.0;    0.0;   0;   121.46;2019010205:00;eor
       4466;2019010205:25;    1;   83.0;    0.0;    0.0;   0;   112.78;2019010206:00;eor
       4466;2019010206:25;    1;   82.0;    0.0;    0.0;   0;   104.34;2019010207:00;eor
       4466;2019010207:25;    1;   82.0;    0.0;    0.0;   0;    96.48;2019010208:00;eor
       4466;2019010208:25;    1;   81.0;    4.0;    6.0;  24;    89.54;2019010209:00;eor
       4466;2019010209:25;    1;   80.0;   12.0;   31.0;  60;    83.87;2019010210:00;eor
       4466;2019010210:25;    1;   81.0;   16.0;   58.0;  60;    79.83;2019010211:00;eor
       4466;2019010211:25;    1;   82.0;   18.0;   73.0;  60;    77.71;2019010212:00;eor
       4466;2019010212:25;    1;   82.0;   18.0;   73.0;  60;    77.71;2019010213:00;eor
       4466;2019010213:25;    1;   83.0;   17.0;   58.0;  60;    79.81;2019010214:00;eor
       4466;2019010214:25;    1;   83.0;   13.0;   32.0;  60;    83.85;2019010215:00;eor
       4466;2019010215:25;    1;   83.0;    4.0;    7.0;  33;    89.51;2019010216:00;eor
       4466;2019010216:25;    1;   82.0;    0.0;    0.0;   0;    96.45;2019010217:00;eor
       4466;2019010217:25;    1;   83.0;    0.0;    0.0;   0;   104.30;2019010218:00;eor
       4466;2019010218:25;    1;   82.0;    0.0;    0.0;   0;   112.74;2019010219:00;eor
       4466;2019010219:25;    1;   81.0;    0.0;    0.0;   0;   121.42;2019010220:00;eor
       4466;2019010220:25;    1;   81.0;    0.0;    0.0;   0;   129.95;2019010221:00;eor
