STATIONS_ID;MESS_DATUM;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT;MESS_DATUM_WOZ;eor
       4393;2018123123:28;    1;   -999;    0.0;    0.0;   0;   148.21;2019010100:00;eor
       4393;2019010100:28;    1;   -999;    0.0;    0.0;   0;   148.21;2019010101:00;eor
       4393;2019010101:28;    1;   -999;    0.0;    0.0;   0;   144.46;2019010102:00;eor
       4393;2019010102:28;    1;   -999;    0.0;    0.0;   0;   138.04;2019010103:00;eor
       4393;2019010103:28;    1;   -999;    0.0;    0.0;   0;   130.13;2019010104:00;eor
       4393;2019010104:28;    1;   -999;    0.0;    0.0;   0;   121.54;2019010105:00;eor
       4393;2019010105:28;    1;   -999;    0.0;    0.0;   0;   112.82;2019010106:00;eor
       4393;2019010106:28;    1;   -999;    0.0;    0.0;   0;   104.34;2019010107:00;eor
       4393;2019010107:28;    1;   -999;    0.0;    0.0;   0;    96.45;2019010108:00;eor
       4393;2019010108:28;    1;   -999;    4.0;    4.0;   0;    89.47;2019010109:00;eor
       4393;2019010109:28;    1;   -999;   18.0;   22.0;  21;    83.78;2019010110:00;eor
       4393;2019010110:29;    1;   -999;   26.0;   37.0;  38;    79.72;2019010111:00;eor
       4393;2019010111:29;    1;   -999;   34.0;   38.0;  16;    77.60;2019010112:00;eor
       4393;2019010112:29;    1;   -999;   17.0;   17.0;   0;    77.60;2019010113:00;eor
       4393;2019010113:29;    1;   -999;   17.0;   18.0;   3;    79.71;2019010114:00;eor
       4393;2019010114:29;    1;   -999;   10.0;   11.0;   3;    83.77;2019010115:00;eor
       4393;2019010115:29;    1;   -999;    3.0;    3.0;   0;    89.45;2019010116:00;eor
       4393;2019010116:29;    1;   -999;    0.0;    0.0;   0;    96.42;2019010117:00;eor
       4393;2019010117:29;    1;   -999;    0.0;    0.0;   0;   104.30;2019010118:00;eor
       4393;2019010118:29;    1;   -999;    0.0;    0.0;   0;   112.78;2019010119:00;eor
       4393;2019010119:29;    1;   -999;    0.0;    0.0;   0;   121.50;2019010120:00;eor
       4393;2019010120:29;    1;   -999;    0.0;    0.0;   0;   130.08;2019010121:00;eor
       4393;2019010121:29;    1;   -999;    0.0;    0.0;   0;   137.98;2019010122:00;eor
       4393;2019010122:29;    1;   -999;    0.0;    0.0;   0;   144.39;2019010123:00;eor
       4393;2019010123:29;    1;   -999;    0.0;    0.0;   0;   148.13;2019010200:00;eor
       4393;2019010200:29;    1;   -999;    0.0;    0.0;   0;   148.13;2019010201:00;eor
       4393;2019010201:29;    1;   -999;    0.0;    0.0;   0;   144.38;2019010202:00;eor
       4393;2019010202:29;    1;   -999;    0.0;    0.0;   0;   137.97;2019010203:00;eor
       4393;2019010203:29;    1;   -999;    0.0;    0.0;   0;   130.06;2019010204:00;eor
       4393;2019010204:29;    1;   -999;    0.0;    0.0;   0;   121.48;2019010205:00;eor
       4393;2019010205:29;    1;   -999;    0.0;    0.0;   0;   112.75;2019010206:00;eor
       4393;2019010206:29;    1;   -999;    0.0;    0.0;   0;   104.27;2019010207:00;eor
       4393;2019010207:29;    1;   -999;    0.0;    0.0;   0;    96.37;2019010208:00;eor
       4393;2019010208:29;    1;   -999;    4.0;    7.0;  29;    89.40;2019010209:00;eor
       4393;2019010209:29;    1;   -999;   11.0;   31.0;  60;    83.70;2019010210:00;eor
       4393;2019010210:29;    1;   -999;   16.0;   55.0;  60;    79.64;2019010211:00;eor
       4393;2019010211:29;    1;   -999;   17.0;   66.0;  60;    77.51;2019010212:00;eor
       4393;2019010212:29;    1;   -999;   17.0;   65.0;  60;    77.51;2019010213:00;eor
       4393;2019010213:29;    1;   -999;   16.0;   51.0;  60;    79.63;2019010214:00;eor
       4393;2019010214:29;    1;   -999;   13.0;   28.0;  60;    83.69;2019010215:00;eor
       4393;2019010215:29;    1;   -999;    5.0;    7.0;  27;    89.38;2019010216:00;eor
       4393;2019010216:29;    1;   -999;    0.0;    0.0;   0;    96.34;2019010217:00;eor
       4393;2019010217:29;    1;   -999;    0.0;    0.0;   0;   104.23;2019010218:00;eor
       4393;2019010218:29;    1;   -999;    0.0;    0.0;   0;   112.71;2019010219:00;eor
       4393;2019010219:29;    1;   -999;    0.0;    0.0;   0;   121.43;2019010220:00;eor
       4393;2019010220:29;    1;   -999;    0.0;    0.0;   0;   130.01;2019010221:00;eor
       4393;2019010221:29;    1;   -999;    0.0;    0.0;   0;   137.91;2019010222:00;eor
       4393;2019010222:29;    1;   -999;    0.0;    0.0;   0;   144.31;2019010223:00;eor
       4393;2019010223:29;    1;   -999;    0.0;    0.0;   0;   148.04;2019010300:00;eor
       4393;2019010300:29;    1;   -999;    0.0;    0.0;   0;   148.04;2019010301:00;eor
       4393;2019010301:29;    1;   -999;    0.0;    0.0;   0;   144.30;2019010302:00;eor
       4393;2019010302:29;    1;   -999;    0.0;    0.0;   0;   137.89;2019010303:00;eor
       4393;2019010303:29;    1;   -999;    0.0;    0.0;   0;   129.99;2019010304:00;eor
       4393;2019010304:29;    1;   -999;    0.0;    0.0;   0;   121.41;2019010305:00;eor
       4393;2019010305:29;    1;   -999;    0.0;    0.0;   0;   112.68;2019010306:00;eor
       4393;2019010306:29;    1;   -999;    0.0;    0.0;   0;   104.20;2019010307:00;eor
       4393;2019010307:29;    1;   -999;    0.0;    0.0;   0;    96.30;2019010308:00;eor
       4393;2019010308:29;    1;   -999;    4.0;    6.0;  28;    89.32;2019010309:00;eor
       4393;2019010309:29;    1;   -999;   11.0;   28.0;  60;    83.62;2019010310:00;eor
       4393;2019010310:29;    1;   -999;   15.0;   53.0;  60;    79.55;2019010311:00;eor
       4393;2019010311:29;    1;   -999;   29.0;   55.0;  56;    77.42;2019010312:00;eor
       4393;2019010312:29;    1;   -999;   39.0;   54.0;  35;    77.42;2019010313:00;eor
       4393;2019010313:29;    1;   -999;   34.0;   37.0;  12;    79.54;2019010314:00;eor
       4393;2019010314:30;    1;   -999;   21.0;   23.0;   7;    83.60;2019010315:00;eor
       4393;2019010315:30;    1;   -999;    4.0;    4.0;   0;    89.29;2019010316:00;eor
       4393;2019010316:30;    1;   -999;    0.0;    0.0;   0;    96.26;2019010317:00;eor
       4393;2019010317:30;    1;   -999;    0.0;    0.0;   0;   104.16;2019010318:00;eor
       4393;2019010318:30;    1;   -999;    0.0;    0.0;   0;   112.64;2019010319:00;eor
       4393;2019010319:30;    1;   -999;    0.0;    0.0;   0;   121.36;2019010320:00;eor
       4393;2019010320:30;    1;   -999;    0.0;    0.0;   0;   129.93;2019010321:00;eor
       4393;2019010321:30;    1;   -999;    0.0;    0.0;   0;   137.83;2019010322:00;eor
       4393;2019010322:30;    1;   -999;    0.0;    0.0;   0;   144.22;2019010323:00;eor
       4393;2019010323:30;    1;   -999;    0.0;    0.0;   0;   147.94;2019010400:00;eor
       4393;2019010400:30;    1;   -999;    0.0;    0.0;   0;   147.94;2019010401:00;eor
       4393;2019010401:30;    1;   -999;    0.0;    0.0;   0;   144.21;2019010402:00;eor
       4393;2019010402:30;    1;   -999;    0.0;    0.0;   0;   137.81;2019010403:00;eor
       4393;2019010403:30;    1;   -999;    0.0;    0.0;   0;   129.91;2019010404:00;eor
       4393;2019010404:30;    1;   -999;    0.0;    0.0;   0;   121.33;2019010405:00;eor
       4393;2019010405:30;    1;   -999;    0.0;    0.0;   0;   112.60;2019010406:00;eor
       4393;2019010406:30;    1;   -999;    0.0;    0.0;   0;   104.12;2019010407:00;eor
       4393;2019010407:30;    1;   -999;    0.0;    0.0;   0;    96.21;2019010408:00;eor
       4393;2019010408:30;    1;   -999;    0.0;    0.0;   0;    89.23;2019010409:00;eor
       4393;2019010409:30;    1;   -999;    2.0;    3.0;   0;    83.52;2019010410:00;eor
       4393;2019010410:30;    1;   -999;   10.0;   10.0;   0;    79.45;2019010411:00;eor
       4393;2019010411:30;    1;   -999;   12.0;   12.0;   0;    77.32;2019010412:00;eor
       4393;2019010412:30;    1;   -999;   14.0;   14.0;   0;    77.32;2019010413:00;eor
       4393;2019010413:30;    1;   -999;   12.0;   12.0;   0;    79.44;2019010414:00;eor
       4393;2019010414:30;    1;   -999;    9.0;   10.0;   0;    83.50;2019010415:00;eor
