Datum;SH_Netze_;HH_NETZ_Hamburg;STW Nordfriesland_Niebüll;STW Nordfriesland Netz_Leck;STW Nordfriesland Netz_Bredstedt;EX Satrup H.N. Clausen_;STW Husum Netz_Husum;Schleswig STW_Schleswig;Stw Eckernförde_Eckernförde;STW Heide _Heide; GETEC net_;Stw Rendsburg_Rendsburg;stw Nortorf_Nortorf;stw Itzehoe_Itzehoe;stw Wilster_Wilster;stw Brunsbüttel_Brunsbüttel;Covestro Brunsbüttel Energie_Covestro Brunsbüttel Energie;Stw Glückstadt_Glückstadt;Stw Elmshorn_Elmshorn;Stw Wedel_Wedel;Stw Barmstedt_Barmstedt;Stw Tornesch netz_Tornesch;Stw Pinneberg_Pinneberg;Stw Quickborn_Quickborn;Stw Norderstedt_Norderstedt;Stw Kaltenkirchen_Kaltenkirchen;STw Bad Bramstedt netz_Bad Bramstedt;e-Werk Sachsenwald Reinbeck_Reinbeck;Stw Geesthacht_Geesthacht;Vers. Betr. Elbe_Boizenburg;Vers. Betr. Elbe_Amt Lütau;Vereinigte Stadtwerke Netz OD z.b._Mölln, Ratzeburg, BadOldesloe, Nusse, Reinfeld;Energieversorgung Sylt_Sylt;ews-Netz_Bad Segeberg;TraveNetz_Travemünde;Westnetz (scharbeutz)_Scharbeutz;Stw Neustadt in Holstein_Neustadt;Stw Oldenburg in Holstein_Oldenburg;Versorgungsbetr. Bordesholm_Bordesholm;SW Kiel Netz_Kiel;Stw Schwentinental_Schwentinental;Gemeine Schönkirchen_Schönkirchen;Gemeinde Heikendorf_Heikendorf;Versorgungsbetr. Kronshagen_Kronshagen;Flensburg _Flensburg 
01.01.2019 00:00;363568,5;1090334;8330,5;4933,25;4206,5;408;13588;5777,369;13588;5225;109,34;5661,361507;2081,75;17596,23;1137,457;13409,97;7842,293936;2869,407;16048,06;10613,2674;4.928;4.928;10830,75;21750,52;3969,135;9406,5;5804,22725;3969,135;22.608;8002,992;0;15488,78;693,3353;15382,39;68054,65;7842,293936;5804,22725;3969,135;6664,25;105190;10.246,33;3969,135;1926,582;1114,61703;7817,153
01.01.2019 01:00;336078,8;1070679;7929,25;4539,75;3863;456;12736,5;5350,574;12736,5;5735;95,21;5218,292544;2009,25;16838,7;1040,841;12789,93;7597,480008;2683,268;12490,77;9954,570707;4.731;4.731;10206,91;20110,19;3713,947;9235,75;4956,89475;3713,947;21.086;7790,072;0;14726,7;664,3133;14576,54;64954,19;7597,480008;4956,89475;3713,947;6225;100432,5;9.532,52;3713,947;1879,3;1015,108263;7267,503
01.01.2019 02:00;308380;1020787;7445,25;4063;3507;300;10907,5;5008,606;10907,5;6065;94,6;4765,762507;1834;16085,46;982,974;13782,63;7022,349083;2772,369;11405,31;8849,669969;4.455;4.455;9300,612;18427,42;3375,168;8486,25;4635,56175;3375,168;19.514;7380,179;0;13843,23;540,0981;13731,1;60801,24;7022,349083;4635,56175;3375,168;5750,75;94645;8.941,37;3375,168;1749,159;935,3143317;6650,583
01.01.2019 03:00;293082,5;985772;7047,5;3914,75;3294,75;216;10596,5;4776,672;10596,5;6265;94,69;4491,41083;1833;15950,33;945,6259;13989,67;6560,566248;2525,525;10615,75;8086,033743;4.233;4.233;8599,599;17239,6;3081,826;8430,75;4530,75025;3081,826;18.935;6977,245;0;13542,16;435,4911;13240,69;58628,81;6560,566248;4530,75025;3081,826;5519,25;90897,5;8.363,06;3081,826;1647,679;889,1535232;6235,733
01.01.2019 04:00;290541,8;976324,3;6972,25;3773,25;3326,5;192;10089,5;4787,639;10089,5;6850;93,81;4428,951136;1717,75;15919,35;922,6757;13911,87;6415,936718;2359,259;10565,12;7606,313525;4.143;4.143;8222,326;16885,26;2900,643;8469,75;4475,571;2900,643;18.166;6935,544;0;13678,74;384,4197;13146,41;58729,93;6415,936718;4475,571;2900,643;5536,5;89530;7.968,12;2900,643;1584,6;853,5493328;6121,202
01.01.2019 05:00;298057,5;974496,8;7129,75;3910;3483,25;96;10170,5;4948,491;10170,5;6710;92,46;4684,795368;1758;16022,62;939,1516;14324,28;6702,509232;2424,093;10541,53;7767,402186;4.114;4.114;8204,611;17360,54;2886,41;8440,25;4693,28775;2886,41;18.031;7079,777;0;13539,03;400,4421;13408,73;59374,05;6702,509232;4693,28775;2886,41;5525,25;89895;8.004,71;2886,41;1507,943;889,1059926;6332,144
01.01.2019 06:00;301646,3;1002808;7601,5;3994,25;3535,75;120;9996,75;5216,088;9996,75;7215;91,44;5064,40286;1773,75;16556,71;983,6542;13946,36;6973,047407;2406,772;10718,28;8038,383465;4.266;4.266;8279,143;17671,27;2870,136;8605,875;4135,948;2870,136;17.976;7181,899;0;13925,07;446,266;13619,45;59062,32;6973,047407;4135,948;2870,136;5292,75;90845;8.433,85;2870,136;1514,739;955,0492513;6435,105
01.01.2019 07:00;308461,8;1045799;8212,75;4190,75;3707,25;144;10288;5580,963;10288;7985;88,67;5354,125602;1833;17245,07;1091,011;14385,36;7326,902904;2583,505;10566,8;8259,546265;4.302;4.302;8609,478;18411,79;2994,898;9136,5;4595,39875;2994,898;18.321;7637,321;0;14563,66;477,5277;14175,25;62683,79;7326,902904;4595,39875;2994,898;5527,5;94480;8.964,23;2994,898;1557,442;1046,666616;6689,592
01.01.2019 08:00;327918;1073990;8686;4550,25;3911,75;312;12355,75;5882,561;12355,75;7805;85,94;5525,237753;1896,25;17658,81;1081,251;14400,43;7544,682404;2699,716;10786,6;8532,588681;4.401;4.401;9084,4;19144,92;3193,152;10080,38;5911,587;3193,152;19.432;8032,605;0;15142,64;602,6763;14661,73;65101,27;7544,682404;5911,587;3193,152;5957,75;98872,5;9.965,44;3193,152;1746,592;1015,573089;6949,16
01.01.2019 09:00;354815,8;1080612;9018,5;4819,75;4313,5;456;13908,5;6358,33;13908,5;8060;84,32;6004,025982;1994,75;17912,64;1136,611;13996,79;8283,949019;3111,783;12043,67;9611,932833;4.513;4.513;10179,14;20620,47;3658,632;10984,25;7418,7895;3658,632;21.607;8772,794;0;16310,99;883,4;15437,2;69313,12;8283,949019;7418,7895;3658,632;6419,25;105060;10.575,87;3658,632;1952,839;1073,275457;7499,857
01.01.2019 10:00;379700,5;1101555;8253,75;5199;4230,5;528;14946;6772,758;14946;8875;83,12;6367,356453;2077;18575,78;1211,791;14222,35;8954,099562;3331,251;13502,8;10773,76709;4.867;4.867;11459,72;22256,21;4289,735;11910,5;8581,4475;4289,735;24.227;9524,196;0;17607,34;1212,229;16472,28;73886,38;8954,099562;8581,4475;4289,735;6933,5;116065;11.840,82;4289,735;2129,204;1139,255676;8059,675
01.01.2019 11:00;400590,3;1158187;7579,5;5428,5;3728;504;17466;7284,486;17466;9870;80,45;6981,121395;2284,25;19527,82;1299,968;14610,96;9796,9017;3629,156;15008,51;12353,59357;5.381;5.381;12890,42;23943,04;4874,856;13668;9532,6805;4874,856;27.117;10222,63;0;18700,48;1301,855;17635,42;79224,47;9796,9017;9532,6805;4874,856;7396,75;125810;13.161,59;4874,856;2376,182;1245,83048;8626,439
01.01.2019 12:00;411828,8;1203561;8690,25;6099,5;4010,5;564;17443,25;7532,195;17443,25;9925;79,49;7396,013595;2336;20231,61;1339,448;14579,67;9638,442064;3780,732;16945,14;13679,11782;5.601;5.601;13930,99;24859,56;5122,268;13684,13;9670,24525;5122,268;28.773;9815,913;0;19409,06;1297,291;18510,83;82822,55;9638,442064;9670,24525;5122,268;7158,5;129955;13.218,51;5122,268;2427,051;1315,23104;8908,337
01.01.2019 13:00;420579,3;1240926;8688,25;5887,25;4083,75;732;17311,75;7618,93;17311,75;9320;78,54;7487,201483;2270,5;20310,3;1361,14;14893,9;9319,595182;3793,134;17793,67;13974,61765;5.752;5.752;14220,48;25911,17;5183,181;13315,88;8546,11225;5183,181;28.617;9483,563;0;20022,2;1235,414;18424,9;83080,02;9319,595182;8546,11225;5183,181;7499,25;131565;13.332,48;5183,181;2376,336;1337,60627;9334,051
01.01.2019 14:00;427503,5;1251397;9705;6416,25;4128;708;16884,25;7846,66;16884,25;8680;77,29;7596,397922;2360,5;20340,04;1401,151;15045,83;9288,472005;3869,707;17487,32;13902,60207;5.776;5.776;14360,62;26108,85;5348,41;12782,13;7479,64075;5348,41;28.433;9594,48;0;19521;1161,204;17954,19;81616,08;9288,472005;7479,64075;5348,41;7970,25;129860;13.214,15;5348,41;2299,128;1356,462622;9470,906
01.01.2019 15:00;447505,5;1273147;10612,25;6806,25;5089;720;17710,25;8093,151;17710,25;7700;75,42;7926,730145;2513,75;20718,14;1505,594;14440,15;9361,322047;4089,795;17669,81;14323,08352;6.130;6.130;14623,79;26954,01;5463,581;12705,13;6888,41475;5463,581;29.599;9557,862;0;19742,65;1223,356;18237,54;81353,41;9361,322047;6888,41475;5463,581;8267,25;133095;13.801,87;5463,581;2390,091;1474,634633;9759,979
01.01.2019 16:00;497650,8;1301411;11920,5;7509,75;5646;792;19186,25;8790,501;19186,25;7155;73,81;8700,171292;2752,5;21467,45;1669,638;15628,46;10179,12514;4164,62;18557,95;15574,10132;6.635;6.635;15735,8;28991,49;6031,336;13170,63;6557,06575;6031,336;32.416;10284,81;0;21810,48;1383,469;20455,44;87472,18;10179,12514;6557,06575;6031,336;9381,25;142092,5;15.091,94;6031,336;2696,139;1652,481262;10458,45
01.01.2019 17:00;557297;1358452;13688,75;8569,5;6419,25;1140;21781,5;9540,042;21781,5;6390;74,26;9579,111492;3158,25;23364,2;1961,747;16529,79;11705,58503;4654,587;21050,37;17855,68238;7.147;7.147;17782,86;31792,65;6781,066;14085,75;7315,83;6781,066;34.637;11657,84;0;24125,79;1549,607;22463,06;95460,81;11705,58503;7315,83;6781,066;11037,75;154127,5;16.960,48;6781,066;3057,799;1969,781382;11432,32
01.01.2019 18:00;565868;1389632;13793,75;8663,25;6532,75;1416;22649,25;9753,87;22649,25;5695;74,05;9855,040029;3250,5;23614,91;1988,144;16410,2;12217,20872;4838,755;22012,34;18533,94648;7.167;7.167;18343,68;32762,12;6890,512;14172,13;8312,31725;6890,512;34.887;12091,79;0;24572,08;1603,53;23152,6;97240,33;12217,20872;8312,31725;6890,512;11439,75;155980;17.259,46;6890,512;3146,565;2008,765336;11760,11
01.01.2019 19:00;534126,8;1350870;13285,25;8114,75;6202,5;1284;21115,75;9289,307;21115,75;5295;74,71;9249,113009;3137;23098,91;1846,852;16832;11689,58302;4519,331;21493,82;17941,02297;6.813;6.813;18018,99;32110,05;6558,191;13205,38;8872,82025;6558,191;33.305;11740,38;0;24132,67;1513,406;22270,34;94323,1;11689,58302;8872,82025;6558,191;10556,75;149812,5;16.256,60;6558,191;3061,026;1838,860293;11525,38
01.01.2019 20:00;488247,3;1300169;12249,25;7361;5723,25;1080;18894,5;8472,143;18894,5;5095;73,22;8350,117599;2835,25;21510,44;1637,55;16151,27;10526,16629;4072,035;19548,61;16121,66678;6.406;6.406;16357,26;29027,2;5936,562;11994,75;8289,317;5936,562;30.489;10679,99;0;22214,43;1290,044;20314,55;86260,16;10526,16629;8289,317;5936,562;9557,75;138877,5;14.706,45;5936,562;2748,396;1613,96433;10423,73
01.01.2019 21:00;458760,8;1261356;10925,75;6539,75;5102,75;960;16741,75;7541,295;16741,75;4995;74,07;7584,346513;2505;19635,01;1400,519;15134,98;9601,75999;3551,044;17215,6;14649,71694;6.088;6.088;14566,56;26392,47;5290,219;10868,38;7421,6705;5290,219;30.306;9547,257;0;20366,13;978,5945;18672,64;78086,61;9601,75999;7421,6705;5290,219;9389,5;130882,5;13.747,46;5290,219;2502,749;1408,514692;9509,709
01.01.2019 22:00;422224,5;1228755;9532,25;5711,25;4878;684;15286,75;6546,565;15286,75;5260;74,48;6460,345884;2537,75;18483,06;1235,499;14527,56;8482,067984;3229,403;15520,31;12422,35621;5.506;5.506;12588,14;24619,92;4655,927;10273,38;7430,37525;4655,927;27.830;8595,269;0;19488,33;743,0304;16995,71;74929,19;8482,067984;7430,37525;4655,927;8323,75;119995;12.136,52;4655,927;2179,453;1219,226933;8869,692
01.01.2019 23:00;368501;1164394;8388,25;4770;4389;516;13119,5;5702,847;13119,5;6565;74,86;5655,100303;2271,25;17349,69;1094,744;13758,81;7764,11083;2865,822;13756,88;10648,26309;4.834;4.834;10738,17;21755,65;3842,449;9842,25;6169,047;3842,449;23.617;7829,664;0;17450,94;598,5267;14983,47;68925,88;7764,11083;6169,047;3842,449;6796,25;109120;10.502,55;3842,449;1903,398;1085,578284;7861,666
02.01.2019 00:00;337183,8;1094467;7506,25;4205,25;3886,75;240;11586,75;5279,42;11586,75;8480;74,36;5267,706765;2061,25;16246,28;992,0578;13615,34;7191,700815;2601,849;11891,62;9342,339151;4.503;4.503;9363,113;19376,16;3277,578;10033,38;5129,806;3277,578;20.407;7207,693;0;16089,42;501,9512;14204,95;63688,56;7191,700815;5129,806;3277,578;5712;99915;9.028,40;3277,578;1662,628;989,8567014;7053,987
02.01.2019 01:00;310062,3;1042364;7192;3857;3560,5;204;10285,5;4928,878;10285,5;10610;75,21;4903,574014;1909,5;15937,68;943,7362;13678,78;6937,606132;2420,59;10739,41;8522,957476;4.298;4.298;8566,939;17798,2;2996,292;10447,75;4500,49725;2996,292;19.460;6973,407;0;15239,92;433,2251;13346,57;59981,64;6937,606132;4500,49725;2996,292;5213,75;96097,5;8.128,24;2996,292;1586,481;938,8911506;6503,499
02.01.2019 02:00;299228;997553;7161,25;3638;3420,75;192;9703,75;4735,987;9703,75;12110;75,47;4676,735212;1875,25;15554,03;912,0614;13078,43;6844,122377;2334,524;10175,27;8006,517925;4.077;4.077;8107,956;16823,17;2800,838;10906,88;4472,59425;2800,838;18.748;6930,834;0;14875,86;369,6529;13003,98;57842,91;6844,122377;4472,59425;2800,838;5218;92615;7.908,28;2800,838;1542,804;900,6506142;6129,474
02.01.2019 03:00;304302,3;990811,5;7377,75;3705,75;3483,75;180;9755,75;4894,228;9755,75;12525;76,03;4854,959613;1828;15291,5;910,9786;13272,44;6860,932592;2311,277;10260,87;7924,976591;4.146;4.146;7989,076;16622,91;2758,786;11140,38;4537,33125;2758,786;19.183;6916,426;0;14736,48;341,5256;12931,19;58213,4;6860,932592;4537,33125;2758,786;5378,75;91132,5;7.888,49;2758,786;1516,755;903,6694258;6059,381
02.01.2019 04:00;322695,5;1013747;7497,5;4089,75;3709;168;10368,5;5003,937;10368,5;12455;75,17;4970,122458;1910,75;16152,28;960,6286;13950,68;7259,474107;2428,038;10506,29;8326,856552;4.340;4.340;8383,509;17016,11;2898,814;11411,75;4740,003;2898,814;19.949;7308,864;0;15722,45;350,0954;13442,92;61076,37;7259,474107;4740,003;2898,814;5839,75;95232,5;8.244,06;2898,814;1538,221;954,137083;6203,406
02.01.2019 05:00;364427,8;1067906;8672;4780,5;4113,25;252;12018,75;5749,379;12018,75;11950;76,08;5827,06217;2206,25;17757,79;1034,633;14282,63;8373,80206;2792,24;11605,57;9482,398691;5.561;5.561;9355,984;18895,74;3245,563;11984,38;5463,5495;3245,563;21.694;8262,167;0;18086,79;423,5271;14877,62;68583,78;8373,80206;5463,5495;3245,563;6531,25;107487,5;9.242,23;3245,563;1678,387;1048,61281;6956,419
02.01.2019 06:00;434019,3;1189829;10695,5;6242,75;4941,5;576;14791,5;7200,399;14791,5;11870;76,73;7319,406072;2690,25;20849,74;1291,905;15720,18;10637,63731;3429,056;14001,68;11708,31855;6.845;6.845;11517,95;23156,14;3778,742;13330,75;7068,6005;3778,742;26.042;10464,68;0;22077,55;575,1447;17995,53;83894,69;10637,63731;7068,6005;3778,742;7400,5;131505;11.943,46;3778,742;1968,938;1313,257136;8774,938
02.01.2019 07:00;496533,8;1330749;13026,5;7328,75;5731;780;18182,25;8920,899;18182,25;11795;77,85;8909,463679;3021;23888,8;1545,645;17281,93;12418,67187;4199,507;15881,11;13560,49856;7.506;7.506;13577,9;26722,23;4536,418;14988,63;9031,51825;4536,418;29.059;12434,61;0;25370,8;751,5467;21570,33;98744,48;12418,67187;9031,51825;4536,418;8599;155995;14.712,94;4536,418;2268,729;1543,663488;10266,67
02.01.2019 08:00;546056,5;1425885;14860;8669,5;6463;1128;21680,5;10096,1;21680,5;11955;78,4;9905,368581;3240,25;25742,98;1655,112;17433,52;13342,92201;4586,456;17394,31;14857,82299;8.142;8.142;15143,91;29797,76;5073,75;16817,75;9855,4175;5073,75;32.343;13599,84;0;27681,01;1112,247;24125,75;108643,2;13342,92201;9855,4175;5073,75;9577,75;171092,5;17.209,67;5073,75;2569,801;1623,845348;11498,29
02.01.2019 09:00;554274,3;1465716;14486;8462,5;6225,25;1176;23487;10627,95;23487;12515;81,45;10340,98674;3215,5;25980,97;1656,346;17500,28;13325,96782;4780,706;18324,05;14994,37909;8.463;8.463;15410,47;29976,24;5408,286;18001;9638,747;5408,286;34.285;13695,76;0;28081,34;1448,94;25206,4;111307,4;13325,96782;9638,747;5408,286;9463,75;176005;18.624,58;5408,286;2595,763;1611,623844;11513,29
02.01.2019 10:00;537545,5;1521326;12399;8097;4990;972;23536,5;10560,56;23536,5;13425;81,56;10072,30154;3201;25895,4;1629,101;16797,96;12666,70938;4768,89;18661,25;14605,49412;8.583;8.583;15313,5;28384,14;5545,67;18480,75;9303,667;5545,67;35.159;13280,73;0;27374,63;1584,233;24846,33;110675,2;12666,70938;9303,667;5545,67;9415,25;179372,5;19.778,11;5545,67;2584,598;1553,780664;10892,59
02.01.2019 11:00;525114;1544281;10967;8197;4005;768;23809,75;10445,23;23809,75;13900;78,14;10047,26141;3192,5;25218,92;1688,184;16134,42;12943,11911;4724,408;18756,99;14503,05232;8.892;8.892;15077,51;28670,7;5677,04;18854,88;9193,63125;5677,04;36.037;13455,79;0;26756,73;1524,826;24133,15;108294,4;12943,11911;9193,63125;5677,04;8887,75;182217,5;19.996,66;5677,04;2616,069;1623,863139;10944,77
02.01.2019 12:00;518655;1537565;9521,5;7889,5;3200,25;648;23094,25;10458,17;23094,25;12945;78,86;10092,19805;3117,25;25060,47;1630,187;16210,76;12363,40013;4881,715;19629,6;14575,42382;9.077;9.077;15103,98;29553,44;5760,016;18019,63;9388,207;5760,016;36.169;12811,74;0;26239,11;1396,229;24305,97;106853,7;12363,40013;9388,207;5760,016;8373,25;182507,5;19.793,61;5760,016;2668,547;1573,139543;11202,78
02.01.2019 13:00;511445,5;1559092;9047,75;7753;2993,25;756;22348;10067,67;22348;11640;80,83;9665,949558;2959;24116,66;1535,892;15608,77;11923,5295;4652,386;19759,63;14216,76262;9.132;9.132;14807,61;29190,5;5637,134;16994;9208,88575;5637,134;35.784;12419,07;0;25752,93;1302,922;23929,94;104333,7;11923,5295;9208,88575;5637,134;7968,5;178132,5;19.925,40;5637,134;2574,855;1474,607255;11089,63
02.01.2019 14:00;515346,3;1602295;10599,25;8230,75;3989,25;816;22095;9915,001;22095;10370;83,44;9515,273029;3132,5;24087,95;1614,933;15708,5;11637,68742;4578;19297,24;14168,71169;8.938;8.938;14763,93;29316,38;5538,39;16232,5;8607,557;5538,39;35.481;12126,58;0;25892,16;1247,071;23764,61;105914,2;11637,68742;8607,557;5538,39;8199,25;174367,5;19.501,72;5538,39;2538,01;1549,826439;11125,42
02.01.2019 15:00;544707,8;1575775;13333,75;8976;5509,75;1116;22306;10471,44;22306;9070;85,83;10105,74643;3247;25535,1;1669,287;17037,25;12367,77973;4895,22;20177,84;14976,95111;8.925;8.925;15518,92;30620,97;5677,779;15688;8127,6395;5677,779;35.132;12815,33;0;27051,12;1282,849;25043,91;111078,6;12367,77973;8127,6395;5677,779;9286,75;172680;19.675,60;5677,779;2665,741;1610,99013;11560,82
02.01.2019 16:00;599244,5;1562297;15296,75;9884;6865,75;1272;23418,25;11349,97;23418,25;8370;87,96;10881,1795;3566,5;27142,82;1926,074;17881,42;13744,88894;5231,464;21901,52;16750,42761;9.274;9.274;17472,09;33721,58;6213,407;15894,13;8113,8235;6213,407;37.600;14337,06;0;29300,93;1465,584;27331,13;120124,9;13744,88894;8113,8235;6213,407;10967,75;181225;21.200,26;6213,407;3005,903;1846,51985;12634,9
02.01.2019 17:00;665532,5;1595506;16574,75;11239;7739,25;1644;25976,25;12391,32;25976,25;7640;90,95;11936,8795;3797,75;28807,54;2215,578;18226,57;15378,838;5776,365;24522,23;19917,1256;9.455;9.455;20675,37;37068,78;7099,498;16808,13;8895,13875;7099,498;40.275;15964,31;0;31344,11;1682,013;29224,15;127536,8;15378,838;8895,13875;7099,498;12237,5;193020;22.990,86;7099,498;3413,682;2134,324506;13815,99
02.01.2019 18:00;672209;1611724;16317;10818,25;7552,25;1872;25732;12184,7;25732;6580;92,99;11765,20917;3775;28800,76;2248,079;17993,83;15983,49037;5756,677;25389,63;20725,59809;9.567;9.567;21464,57;38062,46;7229,303;16156;9846,21175;7229,303;39.901;16553,39;0;31303,4;1694,493;29125,86;128786,6;15983,49037;9846,21175;7229,303;12627,5;192690;23.102,40;7229,303;3571,614;2170,682765;14220,2
02.01.2019 19:00;635452,3;1621135;14991,25;10632;6866,5;1896;23495,75;11100,42;23495,75;6130;95,94;10456,78552;3544,75;27417,27;2096,658;17616,52;15374,02582;5480,114;24794,15;19682,0465;9.060;9.060;20893,51;37345,08;6984,905;14812,88;10117,811;6984,905;37.668;16320,32;0;30004,69;1578,494;27370,3;125219,2;15374,02582;10117,811;6984,905;11474,5;183520;20.818,80;6984,905;3462;1975,087471;13824,48
02.01.2019 20:00;581561,8;1522044;13775;9495;6297,5;1536;20837,25;10058,34;20837,25;6035;98,19;9201,701317;3151,25;25823,52;1837,776;17708,8;13731,24979;4965,611;23071,82;17670,66781;8.363;8.363;19315,73;34431,18;6242,04;13436,13;9141,37575;6242,04;34.484;15009,57;0;27531,01;1375,939;24504,74;115381,1;13731,24979;9141,37575;6242,04;10356,75;165512,5;17.307,32;6242,04;3205,941;1681,258388;12625,14
02.01.2019 21:00;541485;1419680;12286,5;8387;5507;1164;18078;9110,245;18078;6120;101,35;8255,921539;2669,5;24189,27;1620,642;17688,43;12299,09322;4513,725;20255,33;15873,42192;7.663;7.663;17516;31451,8;5495,511;12099;7765,74025;5495,511;33.388;13571,8;0;25238,44;1076,066;22443,96;105617,9;12299,09322;7765,74025;5495,511;10046,25;152627,5;15.311,04;5495,511;2916,823;1468,664732;11515,91
02.01.2019 22:00;500327;1376637;10813,75;7294,5;5187,75;960;15875;7966,912;15875;6655;104,23;6969,852732;2630,5;23370,04;1469,038;17204,56;10550,06694;4205,261;19035,51;13832,1225;7.121;7.121;15810,85;29987,43;4859,483;11265;7494,18375;4859,483;29.839;12059,29;0;24108,76;865,9753;20662,97;103771,3;10550,06694;7494,18375;4859,483;8797,75;139592,5;13.350,96;4859,483;2679,015;1285,187743;10943,21
02.01.2019 23:00;434608,5;1318542;9366,5;6279,25;4533,5;744;13318;6912,354;13318;7985;105,1;6087,420393;2388,75;21861,38;1227,118;17120,4;9465,155351;3651,73;16843,12;11956,87029;6.326;6.326;13577,2;26456,24;4036,615;10651,5;6327,61075;4036,615;25.416;10747,82;0;21440,95;704,8703;17976,08;93723,55;9465,155351;6327,61075;4036,615;7301;124715;11.265,91;4036,615;2240,077;1080,671294;9673,096
03.01.2019 00:00;402214,8;1250653;8422,25;5872;4041,25;528;11650,25;6128,485;11650,25;9820;107,34;5680,630576;2228;19792,06;1092,999;16713,22;9077,219559;3075,466;14061,4;10673,64281;5.733;5.733;11515,14;22513,31;3438,456;10735,13;5387,36325;3438,456;22.355;9792,858;0;19442,91;572,6091;16328,64;83283,85;9077,219559;5387,36325;3438,456;6243,75;114300;9.916,87;3438,456;1936,014;1013,125582;8249,502
03.01.2019 01:00;379161,5;1178329;8133,75;5489,75;3860,5;456;10857,75;5890,328;10857,75;11915;107,48;5389,755905;2112,25;19437,18;1029,524;16220,2;8901,945207;2909,272;12714,07;9875,168804;5.333;5.333;10792,32;20765,44;3061,888;11386,38;4738,66425;3061,888;20.562;9728,71;0;18603,44;501,8427;15701,97;80682,27;8901,945207;4738,66425;3061,888;5688,25;107537,5;9.076,01;3061,888;1848,267;942,0327855;7653,468
03.01.2019 02:00;367892,3;1144226;7985;5130,25;3723,5;432;9924;5587,954;9924;12765;111,25;4938,032814;2004;19007,98;1001,537;16971,87;8932,084059;3127,298;11916;9268,823602;5.135;5.135;10488,74;19868,84;2917,218;11344,5;4605,3395;2917,218;19.929;10107,68;0;18712,47;436,7615;15306,18;78398,32;8932,084059;4605,3395;2917,218;5449,5;105360;8.879,33;2917,218;1821,719;885,0511325;7303,615
03.01.2019 03:00;370793,8;1127061;8092;5134;3643,25;336;9924,75;5697,204;9924,75;12985;111,77;5029,814877;1934,25;19358,61;1014,289;16784,7;8711,101241;3128,785;11969,98;9308,402292;5.141;5.141;10543,5;19812,06;2892,425;11454,88;4577,38725;2892,425;20.234;9866,948;0;18651,59;406,0537;15276,39;79020,31;8711,101241;4577,38725;2892,425;5528,75;104867,5;8.777,90;2892,425;1795,847;895,4722364;7344,052
03.01.2019 04:00;392421,3;1142798;8237,75;5190,75;3869;396;10421,25;5995,154;10421,25;12670;112,29;5297,209009;1970,75;19840,58;1033,314;16478,14;8837,080879;3358,867;12346,18;9519,403259;5.436;5.436;10773,65;20218,53;3010,177;11545,63;4782,943;3010,177;20.979;10001,43;0;19377,62;415,3731;15913,75;81868,05;8837,080879;4782,943;3010,177;6010;107472,5;9.069,85;3010,177;1811,569;913,0174232;7516,583
03.01.2019 05:00;435658,3;1226092;8955,75;5736,5;4331;492;12185,25;6948,321;12185,25;12400;112,82;6238,642257;2338,75;21686,32;1209,595;17049,53;10032,50569;3898,785;13944,92;10936,65409;6.001;6.001;12180,76;22749,21;3387,137;12292,63;5645,2675;3387,137;22.503;11173,76;0;21890,91;504,3499;17840,33;91958,04;10032,50569;5645,2675;3387,137;6880,5;118277,5;10.057,51;3387,137;1973,224;1086,051199;8465,367
03.01.2019 06:00;505732,8;1305722;11003,5;7311,5;5056,75;756;14932;8468,609;14932;12420;111,45;7643,939625;2786,75;25449,65;1483,032;17784,3;13365,1501;4378,994;16434,8;13179,59862;7.133;7.133;14601,48;27220,65;3972,871;13676;7288,37825;3972,871;27.376;14807,05;0;25947,92;680,4192;21163,73;107889,1;13365,1501;7288,37825;3972,871;7764;139950;12.718,14;3972,871;2315,397;1338,615119;10432,29
03.01.2019 07:00;567493,3;1468481;13631,75;8397,25;5845;1056;18101,75;10290,65;18101,75;12490;111,3;9344,313394;3230,25;28435,02;1768,816;18610,51;14441,65728;4988,725;18378,27;15324,09446;7.701;7.701;16876,03;31280,9;4677,607;15295,88;9199,63375;4677,607;31.266;15904,23;0;29987,48;858,7061;24826,26;121000,3;14441,65728;9199,63375;4677,607;9181;163490;14.879,31;4677,607;2676,627;1606,153644;12098,07
03.01.2019 08:00;611377,3;1566624;15527;9207,75;6424,25;1584;21253,5;11648,7;21253,5;12735;111,28;10387,90449;3491;29919,55;1867,152;20329,28;14899,14579;5377,028;20260,03;16214,92536;8.300;8.300;18182,96;33944,51;5222,02;16994,25;9792,639;5222,02;34.587;16707,48;0;32481,1;1165,444;27707,66;130193,9;14899,14579;9792,639;5222,02;9995,75;177120;17.212,41;5222,02;3019,557;1665,06059;13117,21
03.01.2019 09:00;607686,5;1595684;15616,75;8945,75;6406,75;1800;22480,25;11874,03;22480,25;13150;111,57;10660,82241;3419,25;29434,31;1880,913;19392,52;15100,45614;5407,626;20996,73;16244,02088;8.340;8.340;18092,61;34224,77;5544,968;17815,13;9536,78875;5544,968;35.660;16818,9;0;32499,59;1444,469;27892,89;130753,1;15100,45614;9536,78875;5544,968;9627;181517,5;18.804,24;5544,968;3025,208;1688,73377;13085,09
