Datum;SH_Netze_;HH_NETZ_Hamburg;STW Nordfriesland_Niebüll;STW Nordfriesland Netz_Leck;STW Nordfriesland Netz_Bredstedt;EX Satrup H.N. Clausen_;STW Husum Netz_Husum;Schleswig STW_Schleswig;Stw Eckernförde_Eckernförde;STW Heide _Heide; GETEC net_;Stw Rendsburg_Rendsburg;stw Nortorf_Nortorf;stw Itzehoe_Itzehoe;stw Wilster_Wilster;stw Brunsbüttel_Brunsbüttel;Covestro Brunsbüttel Energie_Covestro Brunsbüttel Energie;Stw Glückstadt_Glückstadt;Stw Elmshorn_Elmshorn;Stw Wedel_Wedel;Stw Barmstedt_Bramstedt;Stw Tornesch netz_Tornesch;Stw Pinneberg_Pinneberg;Stw Quickborn_Quickborn;Stw Norderstedt_Norderstedt;Stw Kaltenkirchen_Kaltenkirchen;STw Bad Bramstedt netz_Bad Bramstedt;e-Werk Sachsenwald Reinbeck_Reinbeck;Stw Geesthacht_Geesthacht;Vers. Betr. Elbe_Lauenburg;Vers. Betr. Elbe_Boizenburg;Vers. Betr. Elbe_Amt Lütau;Vereinigte Stadtwerke Netz OD z.b._Mölln, Ratzeburg, BadOldesloe, Nusse, Reinfeld;Energieversorgung Sylt_Sylt;ews-Netz_Bad Segeberg;TraveNetz_Travemünde;Westnetz (scharbeutz)_Scharbeutz;Stw Neustadt in Holstein_Neustadt;Stw Oldenburg in Holstein_Oldenburg;Versorgungsbetr. Bordesholm_Bordesholm;SW Kiel Netz_Kiel;Stw Schwentinental_Schwentinental;Gemeine Schönkirchen_Schönkirchen;Gemeinde Heikendorf_Heikendorf;Versorgungsbetr. Kronshagen_Kronshagen;Flensburg _Flensburg 
01.01.2020 00:00;381266,80;1082462,00;8739,75;5135,50;4119,25;304,95;12600,25;6054,41;12600,25;6500,00;12600,25;6054,41;2181,57;36659,00;3438,00;20963,00;8386,75;8676,00;16817,59;11350,10;11332,00;11332,00;11350,10;22793,50;5272,87;9327,33;13572,75;5272,87;10172,21;8220,00;8386,75;1147,25;16231,50;52217,00;16120,00;71318,00;5135,00;13572,75;5135,00;5135,00;198310,00;3982,03;2018,97;2018,97;1192,00;54473,39
01.01.2020 01:00;352927,40;1041697,00;8390,50;4812,50;3757,00;170,97;11403,75;5603,28;11403,75;6020,00;11403,75;5603,28;2104,15;34832,00;3164,00;19772,00;8158,00;8130,00;13080,71;10688,99;10668,00;10668,00;10688,99;21060,00;5040,94;8503,52;13119,00;5040,94;9669,34;7675,25;8158,00;1028,25;15422,25;50980,00;15265,00;68022,00;3435,50;13119,00;3435,50;3435,50;197520,00;3723,11;1968,06;1968,06;1090,00;52357,45
01.01.2020 02:00;322709,00;1003625,00;8026,50;4403,75;3471,50;526,17;10950,50;5248,22;10950,50;5660,00;10950,50;5248,22;1921,74;32873,00;2966,00;20348,00;7733,25;7938,00;11950,95;9745,56;9897,00;9897,00;9745,56;19309,00;4786,87;8099,36;12020,75;4786,87;9078,75;7013,00;7733,25;934,00;14505,50;45196,00;14388,00;63710,00;3204,00;12020,75;3204,00;3204,00;197440,00;3625,35;1832,84;1832,84;1030,00;48447,54
01.01.2020 03:00;304107,70;979209,00;7655,50;4261,50;3145,50;770,26;10127,00;4955,36;10127,00;5410,00;10127,00;4955,36;1901,57;31745,00;2819,00;20215,00;7238,25;7350,00;11012,86;8921,29;9275,00;9275,00;8921,29;17884,50;4540,37;7541,18;11248,00;4540,37;8799,04;6521,25;7238,25;868,25;14048,75;39833,00;13736,00;60822,00;3291,25;11248,00;3291,25;3291,25;197605,00;3370,72;1709,32;1709,32;981,00;45629,28
01.01.2020 04:00;296074,70;964153,00;7508,50;4044,50;3171,25;1298,04;9162,00;4872,34;9162,00;5325,00;9162,00;4872,34;1748,14;30632,00;2697,00;19438,00;7058,25;6950,00;10752,04;8367,80;9087,00;9087,00;8367,80;17184,00;4434,05;7017,17;10713,75;4434,05;8423,95;6479,50;7058,25;835,75;13920,75;36676,00;13379,00;59769,00;3202,25;10713,75;3202,25;3202,25;197515,00;3072,91;1612,64;1612,64;939,00;43825,46
01.01.2020 05:00;303376,10;958382,00;7570,50;4132,50;3218,25;618,12;9377,50;5032,00;9377,50;5415,00;9377,50;5032,00;1787,67;30805,00;2743,00;19950,00;7199,25;7135,00;10719,42;8343,07;8983,00;8983,00;8343,07;17653,50;4458,44;7204,75;10883,00;4458,44;8516,08;6522,50;7199,25;881,75;13767,50;37233,00;13635,00;60376,00;3300,00;10883,00;3300,00;3300,00;197380,00;3115,36;1533,39;1533,39;955,00;44071,21
01.01.2020 06:00;308951,40;982647,00;7918,00;4218,00;3413,00;191,80;9249,75;5329,28;9249,75;5570,00;9249,75;5329,28;1812,24;31927,00;2901,00;19489,00;7337,75;7057,00;10950,87;8458,81;9249,00;9249,00;8458,81;18054,75;4474,45;7289,52;11479,25;4474,45;8538,61;6719,25;7337,75;809,25;14227,25;39596,00;13915,00;60344,00;2918,50;11479,25;2918,50;2918,50;197542,50;3313,27;1547,61;1547,61;1005,00;45240,81
01.01.2020 07:00;312753,80;973036,00;8411,00;4508,50;3518,00;697,79;10245,50;5657,64;10245,50;6105,00;10245,50;5657,64;1858,18;33153,00;3211,00;20121,00;7742,25;7454,00;10711,98;8727,76;9361,00;9361,00;8727,76;18664,75;4425,85;7951,57;11786,25;4425,85;8551,65;7125,00;7742,25;861,50;14763,75;40189,00;14370,00;63545,00;4343,75;11786,25;4343,75;4343,75;197302,50;3469,34;1578,84;1578,84;1106,00;47636,40
01.01.2020 08:00;336527,20;980977,00;9050,75;4907,25;3916,50;893,63;12135,00;6033,53;12135,00;6470,00;12135,00;6033,53;1944,92;35206,00;3218,00;20644,00;8238,75;8057,00;11063,42;9317,54;9691,00;9691,00;9317,54;19636,25;4186,00;9084,26;12804,00;4186,00;9042,25;7158,50;8238,75;939,75;15531,25;46246,00;15038,00;66772,00;3968,25;12804,00;3968,25;3968,25;195822,50;3930,74;1791,42;1791,42;1109,00;50977,41
01.01.2020 09:00;371002,70;1032191,00;9490,50;5252,50;4120,25;1119,24;13900,50;6634,62;13900,50;6935,00;13900,50;6634,62;2081,43;37290,00;3461,00;21036,00;9154,00;9439,00;12567,01;10621,46;10215,00;10215,00;10621,46;21516,50;4475,67;10267,56;14789,00;4475,67;9916,72;8063,00;9154,00;1050,00;17019,75;58077,00;16108,00;72325,00;4450,25;14789,00;4450,25;4450,25;198155,00;4147,24;2037,70;2037,70;1186,00;56896,72
01.01.2020 10:00;404882,00;1103243,00;9625,00;5512,75;4462,50;1817,20;15669,25;7215,46;15669,25;7545,00;15669,25;7215,46;2212,76;40475,00;3804,00;22400,00;10146,75;10415,00;14385,42;12208,79;11433,00;11433,00;12208,79;23711,00;4867,33;11442,36;15836,00;4867,33;11058,49;8879,00;10146,75;1118,00;18758,25;69943,00;17549,00;78716,00;3932,75;15836,00;3932,75;3932,75;195877,50;4663,22;2268,38;2268,38;1291,00;63586,42
01.01.2020 11:00;425153,10;1149944,00;9250,00;5826,25;5024,75;798,29;17114,75;7721,75;17114,75;8055,00;17114,75;7721,75;2421,37;43309,00;4108,00;23395,00;10836,25;11412,00;15909,41;13664,18;12874,00;12874,00;13664,18;25380,25;5208,56;12418,25;16705,50;5208,56;12077,14;9617,25;10836,25;1209,00;19823,00;72211,00;18694,00;83980,00;3770,50;16705,50;3770,50;3770,50;194727,50;5132,73;2518,82;2518,82;1378,00;68972,13
01.01.2020 12:00;430311,70;1194870,00;10510,50;6290,75;4881,75;360,16;16803,75;7861,45;16803,75;8585,00;16803,75;7861,45;2438,11;44731,00;4173,00;23349,00;10245,00;11683,00;17685,87;14539,96;13483,00;13483,00;14539,96;25946,25;5690,31;12332,60;16476,50;5690,31;12415,75;9774,50;10245,00;1163,50;20257,50;71740,00;19320,00;86443,00;3770,75;16476,50;3770,75;3770,75;196010,00;5054,27;2533,15;2533,15;1398,00;71195,78
01.01.2020 13:00;433037,80;1214145,00;10779,75;6442,50;4857,50;814,61;15846,00;7847,64;15846,00;8585,00;15846,00;7847,64;2338,66;44206,00;4165,00;23360,00;9768,25;11539,00;18327,82;14647,37;13821,00;13821,00;14647,37;26689,00;6027,31;11846,82;16134,50;6027,31;12197,23;9584,00;9768,25;1084,00;20623,25;69553,00;18978,00;85574,00;4236,50;16134,50;4236,50;4236,50;195630,00;5106,98;2447,67;2447,67;1402,00;71089,35
01.01.2020 14:00;438271,90;1284410,00;11056,25;6550,25;5095,50;1231,80;16720,25;8064,22;16720,25;8465,00;16720,25;8064,22;2425,95;43995,00;4227,00;23652,00;9860,50;11498,00;17972,18;14758,79;13748,00;13748,00;14758,79;26832,75;6167,45;12392,24;16271,25;6167,45;12118,95;9580,75;9860,50;1069,25;20062,25;67330,00;18452,00;83879,00;3882,75;16271,25;3882,75;3882,75;196085,00;5060,31;2362,88;2362,88;1440,00;71731,00
01.01.2020 15:00;461706,20;1295844,00;11663,00;6807,00;5133,25;1499,63;17769,50;8358,73;17769,50;8605,00;17769,50;8358,73;2596,24;45513,00;4537,00;23100,00;9871,50;11944,00;18249,64;15103,67;14442,00;14442,00;15103,67;27838,50;6426,73;13064,11;16678,00;6426,73;12656,63;9967,75;9871,50;1122,25;20390,50;69569,00;18836,00;84023,00;4483,25;16678,00;4483,25;4483,25;199437,50;5313,59;2468,52;2468,52;1555,00;73450,52
01.01.2020 16:00;524952,40;1330705,00;12707,00;7662,00;5750,75;1786,52;19573,00;9276,78;19573,00;9250,00;19573,00;9276,78;2904,76;49419,00;5130,00;25747,00;10853,75;12720,00;19584,55;16606,28;15958,00;15958,00;16606,28;30595,25;6958,81;14424,89;18756,75;6958,81;14080,06;11290,75;10853,75;1307,75;23017,00;75211,00;21587,00;92311,00;6574,75;18756,75;6574,75;6574,75;197072,50;5917,97;2845,29;2845,29;1762,00;81816,24
01.01.2020 17:00;580324,90;1402628,00;13395,25;8449,25;6242,00;894,24;21133,75;9930,31;21133,75;9875,00;21133,75;9930,31;3287,45;53596,00;5955,00;27273,00;12134,75;14139,00;21911,51;18510,33;17284,00;17284,00;18510,33;33093,25;7410,17;15532,03;20278,25;7410,17;14652,87;12320,00;12134,75;1506,25;25112,75;78786,00;23382,00;99366,00;7475,75;20278,25;7475,75;7475,75;204360,00;6524,29;3182,89;3182,89;2042,00;88398,04
01.01.2020 18:00;582016,40;1363536,00;13589,25;8520,00;6281,50;428,91;21585,75;10042,62;21585,75;9730,00;21585,75;10042,62;3346,73;53676,00;5969,00;26940,00;12449,75;14546,00;22663,99;18886,72;17406,00;17406,00;18886,72;33732,00;7286,72;15814,19;20461,50;7286,72;14532,86;12315,50;12449,75;1564,50;25299,50;80021,00;23838,00;100119,00;7522,75;20461,50;7522,75;7522,75;205877,50;6549,40;3239,72;3239,72;2047,00;88769,35
01.01.2020 19:00;541283,00;1201495,00;12968,50;8066,75;5960,00;873,27;20481,50;9451,01;20481,50;9455,00;20481,50;9451,01;3191,61;51079,00;5468,00;26638,00;11944,75;13482,00;21867,97;18332,65;16473,00;16473,00;18332,65;32669,00;7065,05;14966,25;19195,75;7065,05;13803,42;11660,50;11944,75;1456,00;24552,75;77054,00;22658,00;95965,00;6867,00;19195,75;6867,00;6867,00;200065,00;6077,26;3114,31;3114,31;1879,00;83566,45
01.01.2020 20:00;501018,20;1136986,00;12184,50;7272,75;5517,00;1177,65;18634,25;8727,98;18634,25;8895,00;18634,25;8727,98;2920,87;47492,00;4900,00;25329,00;11002,50;12239,00;20138,93;16851,21;15400,00;15400,00;16851,21;29903,75;6705,20;13681,12;17690,00;6705,20;12944,43;10933,75;11002,50;1288,50;22885,25;71329,00;20928,00;88865,00;6696,00;17690,00;6696,00;6696,00;203457,50;5628,56;2831,39;2831,39;1687,00;76441,17
01.01.2020 21:00;478689,30;1098685,00;11149,25;6451,00;4926,75;1130,82;16716,00;7883,12;16716,00;7935,00;16716,00;7883,12;2618,54;43079,00;4254,00;23998,00;9980,00;10870,00;17995,92;15226,81;14304,00;14304,00;15226,81;27588,75;6192,91;12299,56;18275,25;6192,91;13120,94;10089,25;9980,00;1195,50;21289,25;62211,00;19519,00;81626,00;5865,25;18275,25;5865,25;5865,25;202047,50;5405,47;2616,19;2616,19;1464,00;69201,95
01.01.2020 22:00;444863,00;1108725,00;9775,75;5834,25;4537,25;1427,97;14683,75;6888,34;14683,75;7480,00;14683,75;6888,34;2670,24;40149,00;3764,00;22989,00;9044,00;9904,00;16330,58;13245,33;12848,00;12848,00;13245,33;25905,25;5812,39;10786,05;16155,25;5812,39;12290,56;9134,75;9044,00;1266,75;20505,75;54232,00;17883,00;78841,00;4513,00;16155,25;4513,00;4513,00;200810,00;4919,49;2293,24;2293,24;1300,00;62623,15
01.01.2020 23:00;386996,10;1205537,00;8804,75;4935,75;4091,25;695,93;12820,50;5969,86;12820,50;6615,00;12820,50;5969,86;2377,59;35814,00;3312,00;21230,00;8196,25;8648,00;14400,98;11240,93;11129,00;11129,00;11240,93;22774,25;5158,27;9395,18;13686,75;5158,27;10701,90;7948,50;8196,25;1131,25;18268,00;48066,00;15685,00;72153,00;4191,00;13686,75;4191,00;4191,00;199137,50;4275,26;1992,52;1992,52;1146,00;55057,42
02.01.2020 00:00;349926,70;1160204,00;8060,75;4399,25;3698,75;217,73;11089,25;5444,09;11089,25;6200,00;11089,25;5444,09;2125,54;32490,00;2933,00;20095,00;7432,50;7687,00;12262,52;9655,15;10187,00;10187,00;9655,15;19980,50;4798,89;8266,67;12458,75;4798,89;9591,61;7195,00;7432,50;1035,75;16591,25;43273,00;14648,00;65675,00;5005,00;12458,75;5005,00;5005,00;198030,00;3677,62;1714,49;1714,49;1023,00;48910,74
02.01.2020 01:00;320168,30;1120902,00;7719,75;3980,00;3423,00;508,82;10106,50;5029,49;10106,50;5685,00;10106,50;5029,49;1948,48;30791,00;2755,00;19745,00;7115,75;7108,00;10958,63;8741,81;9376,00;9376,00;8741,81;18161,50;4496,88;7567,99;11491,00;4496,88;9645,22;6621,50;7115,75;918,50;15551,00;39420,00;13619,00;61206,00;6113,50;11491,00;6113,50;6113,50;198390,00;3294,49;1618,87;1618,87;963,00;45072,71
02.01.2020 02:00;310435,60;1095521,00;7632,25;3811,25;3319,00;828,72;9544,75;4834,33;9544,75;5520,00;9544,75;4834,33;1914,19;29934,00;2661,00;18851,00;7074,75;6895,00;10386,56;8276,32;8886,00;8886,00;8276,32;17172,50;4376,39;7189,54;10966,75;4376,39;9467,42;6364,50;7074,75;851,75;15184,75;35791,00;13274,00;59044,00;5927,50;10966,75;5927,50;5927,50;198150,00;3203,65;1574,84;1574,84;931,00;43035,95
02.01.2020 03:00;316076,50;1063004,00;7676,75;3881,25;3128,50;708,95;9608,50;4991,05;9608,50;5435,00;9608,50;4991,05;1864,16;29558,00;2663,00;18952,00;7053,25;6768,00;10463,86;8147,12;8873,00;8873,00;8147,12;16951,75;4398,94;7299,77;10681,00;4398,94;9424,93;6432,75;7053,25;819,00;15028,00;34156,00;13187,00;59365,00;7469,50;10681,00;7469,50;7469,50;197487,50;3231,12;1546,76;1546,76;929,00;42578,57
02.01.2020 04:00;335112,70;1098620,00;7872,25;4022,25;3386,25;1238,76;9761,25;5104,84;9761,25;5610,00;9761,25;5104,84;1949,28;30848,00;2811,00;19897,00;7456,25;7071,00;10718,15;8552,57;9277,00;9277,00;8552,57;17359,25;4528,49;7433,05;10861,75;4528,49;9651,65;6790,50;7456,25;853,25;16039,50;34636,00;13714,00;62308,00;9261,00;10861,75;9261,00;9261,00;197712,50;3386,98;1569,24;1569,24;980,00;43980,36
02.01.2020 05:00;378028,80;1151151,00;8854,00;4822,75;3916,00;544,30;11286,50;5884,78;11286,50;6150,00;11286,50;5884,78;2258,21;34271,00;3047,00;20759,00;8456,75;7958,00;11878,89;9576,33;11129,00;11129,00;9576,33;19340,75;4863,94;8585,64;12249,75;4863,94;10651,33;7626,75;8456,75;938,00;18512,75;38588,00;15228,00;70199,00;9758,75;12249,75;9758,75;9758,75;198200,00;3912,37;1717,92;1717,92;1059,00;50790,37
02.01.2020 06:00;435632,70;1293980,00;10618,50;6050,50;4600,25;127,46;13748,25;7189,78;13748,25;7480,00;13748,25;7189,78;2686,28;40004,00;3699,00;22141,00;10449,25;9066,00;13981,04;11500,97;13232,00;13232,00;11500,97;23122,00;6031,51;10469,02;15049,25;6031,51;12558,46;9842,50;10449,25;948,25;22045,00;44889,00;17969,00;83771,00;10154,25;15049,25;10154,25;10154,25;199282,50;5249,66;1966,04;1966,04;1290,00;61761,55
02.01.2020 07:00;490312,30;1392892,00;12521,50;7152,00;5349,00;264,74;16895,00;8830,60;16895,00;10385,00;16895,00;8830,60;2990,42;46390,00;4415,00;24641,00;12308,75;10781,00;15720,36;13440,47;14350,00;14350,00;13440,47;26451,75;6868,38;12862,80;17174,50;6868,38;13733,57;11299,25;12308,75;1102,75;25114,00;51066,00;21352,00;97745,00;13567,00;17174,50;13567,00;13567,00;204550,00;6478,32;2245,77;2245,77;1530,00;72957,42
02.01.2020 08:00;545977,90;1488025,00;14578,75;8329,75;6007,50;1323,60;20771,75;10125,91;20771,75;12030,00;20771,75;10125,91;3249,82;51758,00;4799,00;26073,00;13640,00;12101,00;17445,68;15188,63;15823,00;15823,00;15188,63;29885,75;7045,04;15448,83;19639,50;7045,04;15440,46;12231,25;13640,00;1209,75;27762,75;64090,00;24197,00;108964,00;14466,50;19639,50;14466,50;14466,50;207117,50;7558,13;2577,39;2577,39;1660,00;86771,77
02.01.2020 09:00;571507,30;1542891,00;15417,50;8808,75;6411,75;1115,38;23066,00;11004,30;23066,00;12690,00;23066,00;11004,30;3329,37;54844,00;4984,00;27256,00;14180,75;13079,00;18972,94;15956,18;16525,00;16525,00;15956,18;31037,75;7495,30;17035,15;20975,00;7495,30;16792,57;12722,75;14180,75;1237,25;29075,75;75628,00;26099,00;115249,00;14231,75;20975,00;14231,75;14231,75;208435,00;8318,68;2687,68;2687,68;1715,00;93166,74
02.01.2020 10:00;576728,40;1561439,00;15467,75;9015,75;6688,75;1584,14;24145,00;11415,59;24145,00;13370,00;24145,00;11415,59;3460,17;57768,00;5131,00;27776,00;14356,00;13688,00;20172,15;16553,35;16975,00;16975,00;16553,35;30682,25;7781,34;17780,30;21197,00;7781,34;17909,15;13419,00;14356,00;1219,25;29591,00;80454,00;26858,00;119636,00;15617,75;21197,00;15617,75;15617,75;210227,50;9107,53;2793,86;2793,86;1761,00;98797,82
02.01.2020 11:00;580637,00;1558251,00;15868,00;9832,50;6803,25;755,47;25152,50;11669,17;25152,50;13755,00;25152,50;11669,17;3566,59;59033,00;5499,00;28193,00;15032,50;14193,00;20954,88;16844,25;17751,00;17751,00;16844,25;32030,25;7847,23;18410,84;21154,50;7847,23;18757,68;13534,00;15032,50;1230,00;29892,00;80153,00;26961,00;120984,00;15763,75;21154,50;15763,75;15763,75;209925,00;9417,89;2922,61;2922,61;1886,00;100799,07
02.01.2020 12:00;578146,70;1576100,00;15468,75;9517,50;6626,50;337,03;25216,50;11823,44;25216,50;13625,00;25216,50;11823,44;3524,19;59497,00;5376,00;28429,00;14484,25;14487,00;22192,15;17075,73;18378,00;18378,00;17075,73;33411,50;8425,67;18519,97;20335,00;8425,67;18838,56;13669,50;14484,25;1168,25;29664,50;77272,00;27479,00;120803,00;14865,75;20335,00;14865,75;14865,75;212037,50;9472,36;3016,91;3016,91;1843,00;101975,28
02.01.2020 13:00;573595,40;1600993,00;15263,00;9335,50;6485,25;1244,75;24510,00;11484,24;24510,00;13705,00;24510,00;11484,24;3375,35;58009,00;5132,00;27680,00;14166,50;14087,00;22539,91;16891,12;18434,00;18434,00;16891,12;33297,75;8831,19;17997,12;20301,50;8831,19;18827,05;13322,00;14166,50;1096,25;29376,50;74603,00;27297,00;119014,00;15131,50;20301,50;15131,50;15131,50;211095,00;9558,37;2937,15;2937,15;1752,00;99668,58
02.01.2020 14:00;576449,50;1603008,00;15016,50;9405,00;6555,25;1711,02;23610,25;11223,14;23610,25;13253,33;23610,25;11223,14;3545,79;57068,00;5310,00;27585,00;13726,50;13913,00;21843,23;16711,81;18206,00;18206,00;16711,81;33184,25;8696,03;17416,70;20309,75;8696,03;18455,92;13602,25;13726,50;1114,00;29308,25;72652,00;26900,00;119888,00;15199,75;20309,75;15199,75;15199,75;209817,50;9363,63;2872,86;2872,86;1828,00;98622,27
02.01.2020 15:00;582879,50;1629218,00;15506,25;9862,25;6660,50;1626,28;23270,50;11341,59;23270,50;13225,00;23270,50;11341,59;3516,82;57735,00;5242,00;28180,00;13880,25;14168,00;21854,57;16808,50;18243,00;18243,00;16808,50;33165,50;8773,42;17306,05;20525,50;8773,42;17150,31;13947,25;13880,25;1187,00;29299,00;72715,00;27125,00;120309,00;14551,00;20525,50;14551,00;14551,00;209527,50;8921,97;2887,26;2887,26;1808,00;98651,09
02.01.2020 16:00;618588,20;1647760,00;15994,50;10327,50;7069,50;1641,02;24607,25;11874,00;24607,25;13575,00;24607,25;11874,00;3731,17;60229,00;5859,00;29377,00;14999,00;14851,00;22912,71;18278,77;19185,00;19185,00;18278,77;35278,50;9112,43;18240,63;22001,75;9112,43;17239,31;14920,50;14999,00;1403,50;30653,75;76733,00;28593,00;125671,00;16729,00;22001,75;16729,00;16729,00;211377,50;9242,75;3144,69;3144,69;2015,00;103925,57
02.01.2020 17:00;653408,00;1592680,00;16221,00;11007,00;7594,00;746,12;25898,75;12343,34;25898,75;13525,00;25898,75;12343,34;3783,05;61986,00;6430,00;29232,00;15902,50;16122,00;24427,28;20595,32;19997,00;19997,00;20595,32;36925,25;9321,13;19121,05;23175,50;9321,13;17250,45;15472,75;15902,50;1541,50;31222,75;80122,00;29111,00;127043,00;17846,00;23175,50;17846,00;17846,00;213455,00;9425,52;3400,47;3400,47;2207,00;107315,58
02.01.2020 18:00;647054,00;1581412,00;15661,50;10566,00;7376,25;320,34;25297,25;11918,69;25297,25;12600,00;25297,25;11918,69;3692,59;61233,00;6407,00;28546,00;16192,00;15949,00;24835,34;20995,97;20409,00;20409,00;20995,97;37231,50;9235,76;18607,97;22555,50;9235,76;16572,37;15471,25;16192,00;1567,25;30620,00;79577,00;28490,00;125975,00;16821,50;22555,50;16821,50;16821,50;213942,50;9221,21;3493,64;3493,64;2199,00;106269,43
02.01.2020 19:00;598138,10;1350318,00;14397,25;10298,25;6679,00;1141,29;22353,25;10636,33;22353,25;11330,00;22353,25;10636,33;3396,55;56396,00;5855,00;26833,00;15638,00;14853,00;23757,55;20019,99;19258,00;19258,00;20019,99;35783,75;9185,38;16494,79;21290,00;9185,38;15377,06;14670,00;15638,00;1476,25;28750,25;75823,00;26226,00;119984,00;16518,75;21290,00;16518,75;16518,75;212845,00;8177,57;3317,26;3317,26;2009,00;98460,82
02.01.2020 20:00;536586,30;1265452,00;12973,00;9274,00;6056,75;1527,57;19705,25;9457,52;19705,25;9955,00;19705,25;9457,52;2963,02;51120,00;5045,00;25715,00;14113,00;13233,00;21693,67;18161,94;17686,00;17686,00;18161,94;32374,50;8485,18;14581,39;18802,25;8485,18;13981,06;13429,75;14113,00;1337,00;25886,50;69450,00;23041,00;108489,00;15479,75;18802,25;15479,75;15479,75;210630,00;6606,81;3014,44;3014,44;1728,00;86469,61
02.01.2020 21:00;494763,60;1193339,00;11762,75;8109,25;5239,25;1235,96;17155,25;8477,04;17155,25;8730,00;17155,25;8477,04;2483,96;46425,00;4404,00;24797,00;12628,50;11856,00;18847,49;16298,56;16173,00;16173,00;16298,56;29265,75;7645,20;12816,15;18741,00;7645,20;13197,68;12331,50;12628,50;1207,25;23484,25;61118,00;20884,00;98277,00;14554,00;18741,00;14554,00;14554,00;208535,00;5752,54;2714,09;2714,09;1508,00;76429,01
02.01.2020 22:00;437254,20;1177805,00;10192,25;7087,25;4770,00;1532,08;15261,00;7104,42;15261,00;8086,67;15261,00;7104,42;2345,72;42441,00;3821,00;22869,00;10753,75;10565,00;16974,73;14099,17;14645,00;14645,00;14099,17;26741,00;6870,91;11182,71;16172,25;6870,91;11422,52;10521,25;10753,75;1249,00;21498,75;53825,00;18426,00;92537,00;12965,25;16172,25;12965,25;12965,25;204800,00;4908,08;2388,99;2388,99;1310,00;66994,27
02.01.2020 23:00;374725,50;1275228,00;8906,25;6067,00;4119,75;574,82;12841,00;6066,74;12841,00;6785,00;12841,00;6066,74;2096,53;37794,00;3137,00;21411,00;9433,00;9031,00;14782,64;11916,25;12715,00;12715,00;11916,25;23219,75;6175,90;9453,87;13390,75;6175,90;9948,35;9111,25;9433,00;1108,00;18818,00;47715,00;15777,00;82258,00;11488,25;13390,75;11488,25;11488,25;182507,50;4151,65;1966,04;1966,04;1077,00;58261,79
03.01.2020 00:00;354010,00;1228501,00;8120,00;5530,50;3842,75;160,28;10583,50;5450,04;10583,50;6420,00;10583,50;5450,04;1981,35;33888,00;2819,00;20819,00;8708,75;7798,00;12504,75;10240,37;11430,00;11430,00;10240,37;20021,00;5666,98;8016,77;12253,50;5666,98;9098,17;8112,50;8708,75;974,75;17290,50;42875,00;14521,00;74064,00;8046,75;12253,50;8046,75;8046,75;110262,50;3741,15;1721,69;1721,69;972,00;50904,55
03.01.2020 01:00;325364,60;1140778,00;7795,75;5188,25;3533,00;1066,23;9544,75;5092,06;9544,75;6065,00;9544,75;5092,06;1825,99;31764,00;2571,00;19662,00;8410,25;7133,00;10991,03;9329,72;10284,00;10284,00;9329,72;17951,25;5250,00;7318,40;11458,75;5250,00;8374,41;7286,50;8410,25;853,75;16082,25;38995,00;13574,00;69748,00;6099,75;11458,75;6099,75;6099,75;103302,50;3382,29;1597,79;1597,79;890,00;46562,79
03.01.2020 02:00;308861,20;1099603,00;7783,25;4803,50;3287,75;1500,87;9158,25;4736,89;9158,25;5945,00;9158,25;4736,89;1698,78;29978,00;2452,00;19888,00;8568,25;7291,00;10101,15;8891,27;9730,00;9730,00;8891,27;16842,75;4886,09;6947,57;10600,00;4886,09;8098,47;7060,75;8568,25;782,50;15862,50;35390,00;12975,00;66458,00;6285,50;10600,00;6285,50;6285,50;99375,00;3206,74;1544,27;1544,27;849,00;44500,88
03.01.2020 03:00;307700,30;1108447,00;7847,25;4667,50;3197,50;1148,37;9180,50;4774,40;9180,50;6015,00;9180,50;4774,40;1620,95;29851,00;2456,00;19555,00;8268,75;7192,00;10031,14;8835,72;9745,00;9745,00;8835,72;16603,00;4976,18;6977,45;10339,50;4976,18;8148,86;6945,00;8268,75;752,25;15630,50;33607,00;12802,00;66221,00;5939,75;10339,50;5939,75;5939,75;98442,50;3145,33;1504,97;1504,97;850,00;43684,44
03.01.2020 04:00;325256,80;1130095,00;7909,75;5009,25;3304,75;1474,15;9108,25;5024,42;9108,25;6570,00;9108,25;5024,42;1651,65;30900,00;2513,00;19201,00;8382,00;7586,00;10347,09;9029,19;10236,00;10236,00;9029,19;16944,75;5192,16;7066,34;10613,25;5192,16;8422,20;7445,25;8382,00;779,00;16240,00;34067,00;13337,00;68612,00;6322,25;10613,25;6322,25;6322,25;101142,50;3266,14;1518,24;1518,24;866,00;44923,20
03.01.2020 05:00;357168,90;1201009,00;8752,75;5468,50;3762,75;582,73;10579,00;5790,29;10579,00;7790,00;10579,00;5790,29;1948,97;34057,00;2917,00;20111,00;9311,50;8630,00;11620,81;10150,67;11132,00;11132,00;10150,67;18957,75;5458,55;8184,65;12092,50;5458,55;8995,24;8365,75;9311,50;856,25;18242,50;37870,00;14867,00;76632,00;7206,00;12092,50;7206,00;7206,00;109862,50;3613,81;1644,36;1644,36;1008,00;50859,81
