Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
2907;Leck;F;01.01.1973-00:00;31.12.1973-23:00;8760;;eor;                                                                                                                                                
2907;Leck;F;01.11.1974-00:00;30.11.1974-23:00;720;;eor;                                                                                                                                                 
2907;Leck;F;30.11.1986-02:00;30.11.1986-03:00;2;;eor;                                                                                                                                                   
2907;Leck;F;31.01.1989-00:00;31.01.1989-11:00;12;;eor;                                                                                                                                                  
2907;Leck;F;06.11.1990-09:00;06.11.1990-09:00;1;;eor;                                                                                                                                                   
2907;Leck;F;01.02.1994-00:00;31.08.1994-23:00;5088;;eor;                                                                                                                                                
2907;Leck;F;01.12.2000-14:00;04.12.2000-06:00;65;;eor;                                                                                                                                                  
2907;Leck;F;11.07.2001-08:00;11.07.2001-13:00;6;;eor;                                                                                                                                                   
2907;Leck;F;19.07.2001-07:00;19.07.2001-07:00;1;;eor;                                                                                                                                                   
2907;Leck;F;20.07.2001-11:00;20.07.2001-14:00;4;;eor;                                                                                                                                                   
2907;Leck;F;24.07.2001-09:00;24.07.2001-09:00;1;;eor;                                                                                                                                                   
2907;Leck;F;24.07.2001-18:00;24.07.2001-20:00;3;;eor;                                                                                                                                                   
2907;Leck;F;30.07.2001-11:00;30.07.2001-11:00;1;;eor;                                                                                                                                                   
2907;Leck;F;01.08.2001-00:00;01.08.2001-08:00;9;;eor;                                                                                                                                                   
2907;Leck;F;27.11.2001-15:00;27.11.2001-15:00;1;;eor;                                                                                                                                                   
2907;Leck;F;07.12.2001-16:00;16.12.2001-12:00;213;;eor;                                                                                                                                                 
2907;Leck;F;06.02.2002-18:00;16.02.2002-09:00;232;;eor;                                                                                                                                                 
2907;Leck;F;01.04.2002-13:00;16.04.2002-08:00;356;;eor;                                                                                                                                                 
2907;Leck;F;21.08.2002-10:00;21.08.2002-11:00;2;;eor;                                                                                                                                                   
2907;Leck;F;24.09.2003-14:00;24.09.2003-14:00;1;;eor;                                                                                                                                                   
2907;Leck;F;15.10.2003-10:00;15.10.2003-10:00;1;;eor;                                                                                                                                                   
2907;Leck;F;18.11.2003-14:00;18.11.2003-14:00;1;;eor;                                                                                                                                                   
2907;Leck;F;29.12.2003-10:00;29.12.2003-10:00;1;;eor;                                                                                                                                                   
2907;Leck;F;29.12.2003-12:00;29.12.2003-12:00;1;;eor;                                                                                                                                                   
2907;Leck;F;08.01.2004-15:00;08.01.2004-16:00;2;;eor;                                                                                                                                                   
2907;Leck;F;09.01.2004-09:00;09.01.2004-09:00;1;;eor;                                                                                                                                                   
2907;Leck;F;01.03.2004-18:00;01.03.2004-18:00;1;;eor;                                                                                                                                                   
2907;Leck;F;02.03.2004-06:00;02.03.2004-06:00;1;;eor;                                                                                                                                                   
2907;Leck;F;13.03.2004-14:00;13.03.2004-14:00;1;;eor;                                                                                                                                                   
2907;Leck;F;09.04.2004-19:00;13.04.2004-04:00;82;;eor;                                                                                                                                                  
2907;Leck;F;19.05.2004-12:00;19.05.2004-12:00;1;;eor;                                                                                                                                                   
2907;Leck;F;26.05.2004-13:00;26.05.2004-14:00;2;;eor;                                                                                                                                                   
2907;Leck;F;23.07.2004-11:00;23.07.2004-11:00;1;;eor;                                                                                                                                                   
2907;Leck;F;05.08.2004-11:00;05.08.2004-11:00;1;;eor;                                                                                                                                                   
2907;Leck;F;27.10.2004-09:00;27.10.2004-11:00;3;;eor;                                                                                                                                                   
2907;Leck;F;09.11.2004-09:00;09.11.2004-11:00;3;;eor;                                                                                                                                                   
2907;Leck;F;18.11.2004-23:00;19.11.2004-00:00;2;;eor;                                                                                                                                                   
2907;Leck;F;26.11.2004-16:00;28.11.2004-00:00;33;;eor;                                                                                                                                                  
2907;Leck;F;28.12.2004-15:00;28.12.2004-16:00;2;;eor;                                                                                                                                                   
