Stations_id;Stationshoehe;Geogr.Breite;Geogr.Laenge;von_datum;bis_datum;Stationsname
  5078;     .50; 53.9650; 10.8845;19280901;19340930;Travemünde
  5078;    3.00; 53.9497; 10.8816;19360101;19500104;Travemünde
  5078;    5.00; 53.9747; 10.8834;19500105;19521031;Travemünde
  5078;    1.00; 53.9564; 10.8884;19521101;19530531;Travemünde
  5078;    3.00; 53.9501; 10.8832;19530601;19600430;Travemünde
  5078;    2.00; 53.9627; 10.8815;19600501;19601208;Travemünde
  5078;    3.00; 53.9494; 10.8811;19601209;19810426;Travemünde
  5078;    9.00; 53.9699; 10.8784;19810427;20010930;Travemünde
  5078;    2.30; 53.9619; 10.8892;20011001;        ;Travemünde
