Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
3086;Lübeck-Blankensee;F;23.07.2004-11:00;23.07.2004-11:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;22.11.2004-03:00;22.11.2004-03:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;26.11.2004-15:00;26.11.2004-15:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;02.12.2004-10:00;02.12.2004-11:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;21.12.2004-03:00;21.12.2004-03:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;25.01.2005-08:00;25.01.2005-08:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;02.02.2005-11:00;02.02.2005-12:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;15.03.2005-13:00;15.03.2005-14:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;11.04.2005-11:00;11.04.2005-11:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;20.04.2005-10:00;20.04.2005-10:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;30.06.2005-09:00;30.06.2005-10:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;24.08.2005-03:00;24.08.2005-03:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;12.09.2005-10:00;12.09.2005-11:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;20.10.2005-14:00;20.10.2005-15:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;20.10.2005-17:00;20.10.2005-17:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;30.10.2005-04:00;30.10.2005-04:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;10.11.2005-03:00;10.11.2005-07:00;5;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;01.12.2005-10:00;01.12.2005-10:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;01.12.2005-12:00;01.12.2005-12:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;01.12.2005-18:00;01.12.2005-18:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;02.12.2005-06:00;02.12.2005-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;18.12.2005-06:00;18.12.2005-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;31.12.2005-06:00;31.12.2005-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;24.02.2006-10:00;24.02.2006-11:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;06.03.2006-06:00;06.03.2006-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;11.03.2006-06:00;11.03.2006-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;12.03.2006-06:00;12.03.2006-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;29.03.2006-08:00;30.03.2006-23:00;40;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;F;31.03.2006-12:00;31.03.2006-13:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;05.04.2006-13:00;05.04.2006-13:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;07.04.2006-22:00;07.04.2006-22:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;20.04.2006-00:00;20.04.2006-00:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;20.04.2006-21:00;20.04.2006-21:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;21.04.2006-22:00;21.04.2006-23:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;24.04.2006-06:00;24.04.2006-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;27.04.2006-19:00;27.04.2006-20:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;02.05.2006-15:00;02.05.2006-15:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;09.06.2006-20:00;09.06.2006-20:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;13.06.2006-23:00;14.06.2006-00:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;15.06.2006-00:00;15.06.2006-00:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;15.06.2006-20:00;15.06.2006-20:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;01.07.2006-00:00;01.07.2006-00:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;02.07.2006-20:00;02.07.2006-20:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;03.07.2006-09:00;03.07.2006-09:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;09.07.2006-22:00;11.07.2006-11:00;38;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;F;25.07.2006-22:00;25.07.2006-23:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;26.07.2006-09:00;26.07.2006-09:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;27.07.2006-10:00;27.07.2006-10:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;20.10.2006-11:00;20.10.2006-11:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;29.10.2006-04:00;29.10.2006-04:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;09.11.2006-18:00;10.11.2006-05:00;12;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;F;10.11.2006-07:00;10.11.2006-09:00;3;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;10.11.2006-13:00;10.11.2006-13:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;27.12.2006-11:00;27.12.2006-11:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;28.12.2006-16:00;28.12.2006-16:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;03.01.2007-08:00;03.01.2007-08:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;03.01.2007-16:00;03.01.2007-16:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;16.02.2007-13:00;16.02.2007-13:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;22.02.2007-00:00;22.02.2007-00:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;22.02.2007-13:00;22.02.2007-13:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;01.03.2007-17:00;01.03.2007-17:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;04.03.2007-17:00;04.03.2007-17:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;09.03.2007-05:00;09.03.2007-05:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;11.03.2007-09:00;11.03.2007-09:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;14.03.2007-02:00;14.03.2007-02:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;16.03.2007-08:00;16.03.2007-08:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;17.03.2007-15:00;17.03.2007-15:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;18.03.2007-09:00;18.03.2007-09:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;19.03.2007-15:00;19.03.2007-15:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;22.03.2007-01:00;22.03.2007-01:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;22.03.2007-18:00;22.03.2007-18:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;24.03.2007-09:00;24.03.2007-09:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;28.03.2007-22:00;28.03.2007-23:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;31.03.2007-02:00;31.03.2007-02:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;22.04.2007-06:00;22.04.2007-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;25.04.2007-04:00;25.04.2007-04:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;25.04.2007-23:00;25.04.2007-23:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;26.04.2007-12:00;26.04.2007-12:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;27.04.2007-10:00;27.04.2007-10:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;28.04.2007-03:00;28.04.2007-03:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;29.04.2007-12:00;29.04.2007-12:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;02.05.2007-08:00;02.05.2007-08:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;03.05.2007-17:00;03.05.2007-17:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;10.05.2007-23:00;10.05.2007-23:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;16.05.2007-15:00;16.05.2007-15:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;17.05.2007-11:00;17.05.2007-11:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;21.05.2007-20:00;21.05.2007-20:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;04.06.2007-13:00;04.06.2007-13:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;24.07.2007-12:00;24.07.2007-12:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;30.07.2007-15:00;30.07.2007-15:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;26.08.2007-06:00;26.08.2007-08:00;3;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;04.12.2007-00:00;04.12.2007-04:00;5;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;04.12.2007-23:00;05.12.2007-05:00;7;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;13.05.2009-07:00;13.05.2009-13:00;7;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;13.05.2009-16:00;13.05.2009-16:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;14.05.2009-11:00;14.05.2009-11:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;11.08.2010-12:00;11.08.2010-15:00;4;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;07.02.2012-15:00;08.02.2012-06:00;16;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;F;28.08.2014-12:00;29.08.2014-10:00;23;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;F;19.04.2016-08:00;20.04.2016-10:00;27;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;F;19.06.2016-22:00;20.06.2016-08:00;11;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;F;15.03.2017-21:00;17.03.2017-09:00;37;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;F;11.10.2018-09:00;11.10.2018-10:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;18.02.2019-10:00;18.02.2019-11:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;31.03.2019-02:00;01.04.2019-05:00;28;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;F;21.08.2019-10:00;21.08.2019-11:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;27.06.2020-19:00;27.06.2020-19:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;06.07.2020-22:00;07.07.2020-04:00;7;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;07.07.2020-20:00;08.07.2020-00:00;5;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;07.10.2020-09:00;07.10.2020-12:00;4;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;F;05.11.2020-08:00;12.11.2020-09:00;170;;eor;                                                                                                                                    
3086;Lübeck-Blankensee;D;06.09.1985-12:00;06.09.1985-14:00;3;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;29.04.1995-08:00;29.04.1995-08:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;17.08.1995-17:00;17.08.1995-23:00;7;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;02.07.1996-19:00;02.07.1996-22:00;4;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;03.07.1996-19:00;03.07.1996-21:00;3;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;04.07.1996-20:00;04.07.1996-22:00;3;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;05.07.1996-19:00;05.07.1996-22:00;4;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;06.07.1996-19:00;06.07.1996-23:00;5;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;07.07.1996-19:00;07.07.1996-21:00;3;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;08.07.1996-19:00;08.07.1996-21:00;3;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;09.07.1996-20:00;09.07.1996-21:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;10.07.1996-20:00;10.07.1996-21:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;11.07.1996-20:00;11.07.1996-21:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;12.07.1996-20:00;12.07.1996-22:00;3;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;10.08.1998-00:00;10.08.1998-00:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;10.08.1998-03:00;10.08.1998-03:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;20.09.1998-21:00;20.09.1998-21:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;26.09.1998-00:00;26.09.1998-00:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;20.11.1998-21:00;20.11.1998-21:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;21.11.1998-00:00;21.11.1998-00:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;22.01.1999-07:00;22.01.1999-07:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;31.01.1999-01:00;31.01.1999-01:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;11.02.1999-19:00;11.02.1999-19:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;12.02.1999-10:00;12.02.1999-10:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;12.02.1999-12:00;12.02.1999-12:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;12.02.1999-23:00;12.02.1999-23:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;03.04.1999-23:00;03.04.1999-23:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;20.04.1999-04:00;20.04.1999-04:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;12.05.1999-02:00;12.05.1999-03:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;21.05.1999-03:00;21.05.1999-05:00;3;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;27.05.1999-02:00;27.05.1999-03:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;21.11.2001-13:00;22.11.2001-07:00;19;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;01.06.2002-14:00;02.06.2002-05:00;16;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;03.06.2002-00:00;03.06.2002-06:00;7;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;03.06.2002-22:00;04.06.2002-09:00;12;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;04.06.2002-20:00;04.06.2002-23:00;4;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;05.06.2002-01:00;05.06.2002-06:00;6;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;05.06.2002-19:00;05.06.2002-21:00;3;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;05.06.2002-23:00;06.06.2002-10:00;12;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;06.06.2002-21:00;09.06.2002-14:00;66;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;09.06.2002-16:00;09.06.2002-18:00;3;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;09.06.2002-20:00;10.06.2002-08:00;13;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;10.06.2002-11:00;11.06.2002-06:00;20;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;11.06.2002-10:00;13.06.2002-14:00;53;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;13.06.2002-17:00;14.06.2002-11:00;19;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;14.06.2002-13:00;16.06.2002-12:00;48;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;16.06.2002-14:00;17.06.2002-10:00;21;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;17.06.2002-22:00;18.06.2002-08:00;11;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;18.06.2002-20:00;19.06.2002-03:00;8;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;19.06.2002-06:00;20.06.2002-07:00;26;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;22.10.2003-11:00;22.10.2003-11:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;20.11.2003-11:00;20.11.2003-12:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;17.02.2004-07:00;17.02.2004-07:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;19.03.2004-10:00;19.03.2004-10:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;25.05.2004-17:00;25.05.2004-17:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;13.06.2004-02:00;13.06.2004-02:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;26.06.2004-00:00;28.06.2004-07:00;56;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;23.07.2004-11:00;23.07.2004-11:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;22.11.2004-03:00;22.11.2004-03:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;26.11.2004-15:00;26.11.2004-15:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;02.12.2004-10:00;02.12.2004-11:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;21.12.2004-03:00;21.12.2004-03:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;25.01.2005-08:00;25.01.2005-08:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;02.02.2005-11:00;02.02.2005-12:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;15.03.2005-13:00;15.03.2005-14:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;11.04.2005-11:00;11.04.2005-11:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;20.04.2005-10:00;20.04.2005-10:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;30.06.2005-09:00;30.06.2005-10:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;24.08.2005-03:00;24.08.2005-03:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;12.09.2005-10:00;12.09.2005-11:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;20.10.2005-14:00;20.10.2005-15:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;20.10.2005-17:00;20.10.2005-17:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;30.10.2005-04:00;30.10.2005-04:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;10.11.2005-03:00;10.11.2005-07:00;5;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;01.12.2005-10:00;01.12.2005-10:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;01.12.2005-12:00;01.12.2005-12:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;01.12.2005-18:00;01.12.2005-18:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;02.12.2005-06:00;02.12.2005-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;18.12.2005-06:00;18.12.2005-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;31.12.2005-06:00;31.12.2005-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;24.02.2006-10:00;24.02.2006-11:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;06.03.2006-06:00;06.03.2006-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;11.03.2006-06:00;11.03.2006-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;12.03.2006-06:00;12.03.2006-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;29.03.2006-01:00;31.03.2006-09:00;57;;eor;                                                                                                                                     
3086;Lübeck-Blankensee;D;31.03.2006-12:00;31.03.2006-13:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;05.04.2006-01:00;05.04.2006-01:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;05.04.2006-13:00;05.04.2006-13:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;07.04.2006-22:00;07.04.2006-22:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;20.04.2006-00:00;20.04.2006-00:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;20.04.2006-21:00;20.04.2006-21:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;21.04.2006-22:00;21.04.2006-23:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;24.04.2006-06:00;24.04.2006-06:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;27.04.2006-19:00;27.04.2006-20:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;02.05.2006-15:00;02.05.2006-15:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;09.06.2006-20:00;09.06.2006-20:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;13.06.2006-23:00;14.06.2006-00:00;2;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;15.06.2006-00:00;15.06.2006-00:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;15.06.2006-20:00;15.06.2006-20:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;01.07.2006-00:00;01.07.2006-00:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;02.07.2006-20:00;02.07.2006-20:00;1;;eor;                                                                                                                                      
3086;Lübeck-Blankensee;D;03.07.2006-09:00;03.07.2006-09:00;1;;eor;                                                                                                                                      
