Datum;Erzeugung_Wind;Erzeugung_PV;Erzeugung_Gesamt;Defizit/Sufizit;Verbrauch_Gesamt;Verbrauch_HH;Verbrauch_SH;EE_Anteil;EE>100%;EE>75%;EE>60%;EE>50%;EE>45%;EE<45%
2019-01-01 00:00:00;4610506;0,0;4610506,0;-2921620,246391;1688885,7536089998;1090334,0;598551,7536089999;2,7299099362687826;True;True;True;True;True;True
2019-01-01 01:00:00;4844781;0,0;4844781,0;-3215212,6676700003;1629568,33233;1070679,0;558889,3323299999;2,9730456243420025;True;True;True;True;True;True
2019-01-01 02:00:00;5006240;0,0;5006240,0;-3471159,811426299;1535080,1885737;1020787,0;514293,1885736999;3,2612237701090265;True;True;True;True;True;True
2019-01-01 03:00:00;5135731;0,0;5135731,0;-3659758,283807801;1475972,7161922;985772,0;490200,7161922;3,4795568669111034;True;True;True;True;True;True
2019-01-01 04:00:00;5176791;0,0;5176791,0;-3716625,2688702;1460165,7311298;976324,3;483841,43112979986;3,545344812327892;True;True;True;True;True;True
2019-01-01 05:00:00;5136338;0,0;5136338,0;-3668323,7603894006;1468014,2396105998;974496,8;493517,4396105999;3,4988339086972666;True;True;True;True;True;True
2019-01-01 06:00:00;5025160;0,0;5025160,0;-3523434,2486097;1501725,7513902998;1002808,0;498917,7513902999;3,346256795122344;True;True;True;True;True;True
2019-01-01 07:00:00;4819846;0,0;4819846,0;-3258741,7185090003;1561104,281491;1045799,0;515305,2814909999;3,0874593434569273;True;True;True;True;True;True
2019-01-01 08:00:00;4851636;0,0;4851636,0;-3227497,4573689997;1624138,5426309998;1073990,0;550148,5426309999;2,987205754098207;True;True;True;True;True;True
2019-01-01 09:00:00;5027339;10339,582797879957;5037678,58279788;-3359610,8234878806;1678067,75931;1080612,0;597455,75931;3,0020710158148263;True;True;True;True;True;True
2019-01-01 10:00:00;5182922;56985,03751827403;5239907,037518274;-3492881,5251752734;1747025,512343;1101555,0;645470,5123429999;2,9993305767417446;True;True;True;True;True;True
2019-01-01 11:00:00;5303978;97775,4390981345;5401753,439098135;-3551653,7002531346;1850099,738845;1158187,0;691912,7388450002;2,9197093138721266;True;True;True;True;True;True
2019-01-01 12:00:00;5468536;137194,47292397436;5605730,4729239745;-3690157,702840975;1915572,770083;1203561,0;712011,7700830001;2,9263991222223757;True;True;True;True;True;True
2019-01-01 13:00:00;5655082;99380,08429276149;5754462,084292761;-3794393,8860257603;1960068,1982669998;1240926,0;719142,1982669999;2,9358478900788167;True;True;True;True;True;True
2019-01-01 14:00:00;5708150;101162,20515624828;5809312,205156248;-3835009,2530322485;1974302,952124;1251397,0;722905,9521240002;2,942462401176303;True;True;True;True;True;True
2019-01-01 15:00:00;5678685;31782,342163742207;5710467,3421637425;-3687508,6902717426;2022958,651892;1273147,0;749811,6518920001;2,822829491261697;True;True;True;True;True;True
2019-01-01 16:00:00;5755895;8870,850254934074;5764765,850254934;-3641929,661600935;2122836,188654;1301411,0;821425,1886540002;2,715596182628735;True;True;True;True;True;True
2019-01-01 17:00:00;5798245;0,0;5798245,0;-3524120,7136859996;2274124,286314;1358452,0;915672,2863139998;2,5496605594050656;True;True;True;True;True;True
2019-01-01 18:00:00;5754914;0,0;5754914,0;-3432475,938215;2322438,061785;1389632,0;932806,061785;2,477962316711619;True;True;True;True;True;True
2019-01-01 19:00:00;5791901;0,0;5791901,0;-3555804,887187999;2236096,112812;1350870,0;885226,112812;2,5901842800112918;True;True;True;True;True;True
2019-01-01 20:00:00;5617264;0,0;5617264,0;-3507458,722711;2109805,2772890003;1300169,0;809636,2772890001;2,662456133021868;True;True;True;True;True;True
2019-01-01 21:00:00;5360464;0,0;5360464,0;-3344792,0903749997;2015671,9096250003;1261356,0;754315,9096250002;2,659393115716571;True;True;True;True;True;True
2019-01-01 22:00:00;5164901;0,0;5164901,0;-3244784,586105;1920116,4138950002;1228755,0;691361,4138950002;2,68988951014844;True;True;True;True;True;True
2019-01-01 23:00:00;4840390;0,0;4840390,0;-3067299,559963;1773090,4400370002;1164394,0;608696,4400370002;2,7299171495724677;True;True;True;True;True;True
2019-01-02 00:00:00;4638793;0,0;4638793,0;-2987999,2805525996;1650793,7194474;1094467,0;556326,7194473998;2,8100379504429096;True;True;True;True;True;True
2019-01-02 01:00:00;4546183;0,0;4546183,0;-2984358,4674954005;1561824,5325046;1042364,0;519460,53250460007;2,910815463187515;True;True;True;True;True;True
2019-01-02 02:00:00;4428359;0,0;4428359,0;-2927167,5580947995;1501191,4419052;997553,0;503638,4419051999;2,949896246663821;True;True;True;True;True;True
2019-01-02 03:00:00;4311606;0,0;4311606,0;-2812295,987086199;1499310,0129138;990811,5;508498,5129138;2,8757268095746955;True;True;True;True;True;True
2019-01-02 04:00:00;4071272;0,0;4071272,0;-2521507,908293;1549764,091707;1013747,0;536017,091707;2,627026927379421;True;True;True;True;True;True
2019-01-02 05:00:00;3915328;0,0;3915328,0;-2243464,9341089996;1671863,065891;1067906,0;603957,0658910001;2,341895146725651;True;True;True;True;True;True
2019-01-02 06:00:00;3947541;0,0;3947541,0;-2033337,1499219998;1914203,8500779998;1189829,0;724374,8500779996;2,062236474887011;True;True;True;True;True;True
2019-01-02 07:00:00;3839524;0,0;3839524,0;-1668722,7453329996;2170801,254667;1330749,0;840052,2546669997;1,7687128159454564;True;True;True;True;True;True
2019-01-02 08:00:00;3613576;0,0;3613576,0;-1260200,3870610003;2353375,612939;1425885,0;927490,6129389999;1,5354862947216514;True;True;True;True;True;True
2019-01-02 09:00:00;3656126;19053,73889254358;3675179,7388925436;-1262625,4855785444;2412554,2533139996;1465716,0;946838,2533139997;1,5233563074671346;True;True;True;True;True;True
2019-01-02 10:00:00;3743356;93897,77894736701;3837253,778947367;-1386935,9768633675;2450317,8020840003;1521326,0;928991,8020840003;1,5660228953500546;True;True;True;True;True;True
2019-01-02 11:00:00;3845584;172031,6424067956;4017615,6424067956;-1554852,7088177963;2462762,9335890003;1544281,0;918481,9335890001;1,6313448556544174;True;True;True;True;True;True
2019-01-02 12:00:00;3787275;215602,39277686074;4002877,392776861;-1559987,884103862;2442889,508673;1537565,0;905324,5086729999;1,638583070812426;True;True;True;True;True;True
2019-01-02 13:00:00;3796909;215034,46316520136;4011943,4631652012;-1566911,5252322005;2445031,937933;1559092,0;885939,9379329998;1,640855238298788;True;True;True;True;True;True
2019-01-02 14:00:00;3417920;171248,14150219032;3589168,1415021904;-1102191,4705041903;2486976,670998;1602295,0;884681,6709980001;1,4431852873239424;True;True;True;True;True;True
2019-01-02 15:00:00;2844200;96815,3368987558;2941015,3368987557;-445248,9657687559;2495766,37113;1575775,0;919991,37113;1,178401700944132;True;True;True;True;True;True
2019-01-02 16:00:00;2252938;21442,759365862246;2274380,7593658622;286941,84447413776;2561322,60384;1562297,0;999025,6038400001;0,8879712207888427;False;True;True;True;True;True
2019-01-02 17:00:00;1725875;0,0;1725875,0;970523,6181060001;2696398,618106;1595506,0;1100892,6181060001;0,6400667128409546;False;False;True;True;True;True
2019-01-02 18:00:00;1228698;0,0;1228698,0;1492112,5892649987;2720810,589265;1611724,0;1109086,589265;0,4515926264209083;False;False;False;False;True;True
2019-01-02 19:00:00;1173591;0,0;1173591,0;1496567,3271309994;2670158,3271310003;1621135,0;1049023,327131;0,4395211280452371;False;False;False;False;False;True
2019-01-02 20:00:00;901765;0,0;901765,0;1573851,5975949997;2475616,597595;1522044,0;953572,5975950002;0,36425874704348093;False;False;False;False;False;True
2019-01-02 21:00:00;886894;0,0;886894,0;1410220,885131;2297114,8851310005;1419680,0;877434,8851310003;0,386090397890318;False;False;False;False;False;True
2019-01-02 22:00:00;659934;0,0;659934,0;1520560,5516550005;2180494,551655;1376637,0;803857,5516550002;0,3026533588442624;False;False;False;False;False;True
2019-01-02 23:00:00;497962;0,0;497962,0;1523455,9244789998;2021417,9244789998;1318542,0;702875,9244789999;0,24634292294026466;False;False;False;False;False;True
2019-01-03 00:00:00;136632;0,0;136632,0;1762457,0176860003;1899089,017686;1250653,0;648436,0176860001;0,07194607452708204;False;False;False;False;False;True
2019-01-03 01:00:00;260373;0,0;260373,0;1531757,4311084996;1792130,4311084999;1178329,0;613801,4311085;0,1452868583002352;False;False;False;False;False;True
2019-01-03 02:00:00;443286;0,0;443286,0;1297257,6881665005;1740543,6881665;1144226,0;596317,6881665001;0,2546824897379969;False;False;False;False;False;True
2019-01-03 03:00:00;328254;0,0;328254,0;1397324,1200873998;1725578,1200874;1127061,0;598517,1200874001;0,19022842036463355;False;False;False;False;False;True
2019-01-03 04:00:00;300984;0,0;300984,0;1467978,2285491996;1768962,2285492;1142798,0;626164,2285492001;0,17014721690629292;False;False;False;False;False;True
2019-01-03 05:00:00;497902;0,0;497902,0;1423706,041826001;1921608,041826;1226092,0;695516,041826;0,2591069506177079;False;False;False;False;False;True
2019-01-03 06:00:00;584979;0,0;584979,0;1537216,863264;2122195,863264;1305722,0;816473,8632639999;0,2756479786461769;False;False;False;False;False;True
2019-01-03 07:00:00;685194;0,0;685194,0;1712838,5076579987;2398032,507658;1468481,0;929551,5076580001;0,28573173958729364;False;False;False;False;False;True
2019-01-03 08:00:00;733087;0,0;733087,0;1840316,56402;2573403,56402;1566624,0;1006779,56402;0,28487059326785896;False;False;False;False;False;True
2019-01-03 09:00:00;730311;24595,373609283248;754906,3736092832;1853326,7342307155;2608233,1078399997;1595684,0;1012549,10784;0,2894320953676019;False;False;False;False;False;True
2019-01-03 10:00:00;652625;97089,36318896052;749714,3631889605;1846821,8406170383;2596536,203806;1603701,0;992835,2038060001;0,2887363411648296;False;False;False;False;False;True
2019-01-03 11:00:00;607254;170425,70070266555;777679,7007026656;1858739,4382723335;2636419,138975;1646645,0;989774,1389750001;0,29497574539874416;False;False;False;False;False;True
2019-01-03 12:00:00;668545;183193,2739720367;851738,2739720367;1773143,3156679627;2624881,58964;1627667,0;997214,5896399999;0,32448636057859354;False;False;False;False;False;True
2019-01-03 13:00:00;558870;180432,38007766532;739302,3800776653;1914817,1068143342;2654119,4868920003;1652756,0;1001363,4868920002;0,2785490192619006;False;False;False;False;False;True
2019-01-03 14:00:00;475676;110307,95607547347;585983,9560754735;2044391,6464995265;2630375,602575;1637920,0;992455,6025749998;0,22277577221360548;False;False;False;False;False;True
2019-01-03 15:00:00;1009730;60529,40221399767;1070259,4022139977;1535148,3335000016;2605407,735714;1608854,0;996553,7357140001;0,41078384298290965;False;False;False;False;False;True
2019-01-03 16:00:00;908673;11827,8003399121;920500,8003399121;1728227,485448088;2648728,2857879996;1583536,0;1065192,2857879999;0,34752556737470786;False;False;False;False;False;True
2019-01-03 17:00:00;714034;0,0;714034,0;2070032,5019980008;2784066,5019980003;1626166,0;1157900,5019980003;0,25647160349351195;False;False;False;False;False;True
2019-01-03 18:00:00;799996;0,0;799996,0;1997456,1580030005;2797452,1580030005;1639062,0;1158390,1580030003;0,28597307650511816;False;False;False;False;False;True
2019-01-03 19:00:00;1068645;0,0;1068645,0;1665814,0099459994;2734459,009946;1649831,0;1084628,009946;0,39080673585269937;False;False;False;False;False;True
2019-01-03 20:00:00;860044;0,0;860044,0;1688516,5254120012;2548560,5254120003;1567594,0;980966,5254120004;0,3374626544766737;False;False;False;False;False;True
2019-01-03 21:00:00;859864;0,0;859864,0;1506983,353697001;2366847,353697;1463005,0;903842,3536970002;0,36329508054539206;False;False;False;False;False;True
2019-01-03 22:00:00;923038;0,0;923038,0;1293418,66115;2216456,66115;1401422,0;815034,6611500002;0,4164475742652623;False;False;False;False;False;True
2019-01-03 23:00:00;1509741;0,0;1509741,0;512959,6428120001;2022700,6428120001;1324452,0;698248,642812;0,7463986355890642;False;False;True;True;True;True
2019-01-04 00:00:00;1693221;0,0;1693221,0;170580,32808000036;1863801,32808;1232101,0;631700,32808;0,9084771936203501;False;True;True;True;True;True
2019-01-04 01:00:00;2054465;0,0;2054465,0;-300919,1923400003;1753545,80766;1170863,0;582682,80766;1,1716061200257772;True;True;True;True;True;True
2019-01-04 02:00:00;2121148;0,0;2121148,0;-437771,5852476;1683376,4147524;1123450,0;559926,4147523999;1,2600556722852683;True;True;True;True;True;True
2019-01-04 03:00:00;2236985;0,0;2236985,0;-572744,1891827998;1664240,8108172;1105487,0;558753,8108172;1,3441474247357041;True;True;True;True;True;True
2019-01-04 04:00:00;2731341;0,0;2731341,0;-1034779,9543672996;1696561,0456327;1110307,0;586254,0456327001;1,6099279227417354;True;True;True;True;True;True
2019-01-04 05:00:00;2829005;0,0;2829005,0;-997099,2757929999;1831905,7242069999;1180689,0;651216,724207;1,5442961734423462;True;True;True;True;True;True
2019-01-04 06:00:00;3186220;0,0;3186220,0;-1135391,3737769998;2050828,626223;1285361,0;765467,626223;1,5536256707456069;True;True;True;True;True;True
2019-01-04 07:00:00;3431967;0,0;3431967,0;-1123184,5444049994;2308782,455595;1430196,0;878586,4555950001;1,4864834890282208;True;True;True;True;True;True
2019-01-04 08:00:00;3482454;0,0;3482454,0;-979049,1534310002;2503404,846569;1534494,0;968910,8465689999;1,3910870248465086;True;True;True;True;True;True
2019-01-04 09:00:00;3487464;3133,12924433474;3490597,1292443345;-918112,0716413348;2572485,057603;1563967,0;1008518,0576030002;1,356896950257436;True;True;True;True;True;True
2019-01-04 10:00:00;3488277;18583,626308479204;3506860,6263084793;-890597,7096004798;2616262,916708;1597340,0;1018922,9167080002;1,3404083373704292;True;True;True;True;True;True
2019-01-04 11:00:00;3748394;25692,262834429443;3774086,2628344293;-1073967,07567843;2700119,187156;1662021,0;1038098,1871560002;1,3977480256379444;True;True;True;True;True;True
2019-01-04 12:00:00;3853926;49073,415088632246;3902999,415088632;-1232978,815206631;2670020,599882;1647049,0;1022971,5998819999;1,4617862556045902;True;True;True;True;True;True
2019-01-04 13:00:00;3892671;58003,11237298878;3950674,112372989;-1285512,5660299878;2665161,546343;1672526,0;992635,5463430001;1,482339454354616;True;True;True;True;True;True
2019-01-04 14:00:00;3552669;42963,85076023321;3595632,850760233;-1041881,6745362324;2553751,176224;1597560,0;956191,1762239997;1,4079808887554848;True;True;True;True;True;True
2019-01-04 15:00:00;3383136;24478,071582602013;3407614,071582602;-878829,2930386034;2528784,778544;1570874,0;957910,7785439999;1,3475302843069974;True;True;True;True;True;True
2019-01-04 16:00:00;3659283;6658,008940972122;3665941,008940972;-1063707,2210689723;2602233,787872;1580996,0;1021237,787872;1,4087669701417675;True;True;True;True;True;True
2019-01-04 17:00:00;3837269;0,0;3837269,0;-1173741,5517459987;2663527,4482539995;1587513,0;1076014,4482539997;1,4406718438420492;True;True;True;True;True;True
2019-01-04 18:00:00;3692073;0,0;3692073,0;-1044195,3920379984;2647877,6079619997;1577532,0;1070345,6079619997;1,3943518344270025;True;True;True;True;True;True
2019-01-04 19:00:00;3765314;0,0;3765314,0;-1164017,942034;2601296,0579660004;1606988,0;994308,0579660003;1,4474761488487269;True;True;True;True;True;True
2019-01-04 20:00:00;3842123;0,0;3842123,0;-1435224,2694399995;2406898,73056;1515515,0;891383,7305600003;1,5962960764477505;True;True;True;True;True;True
2019-01-04 21:00:00;3930695;0,0;3930695,0;-1687218,997848;2243476,002152;1424118,0;819358,0021520002;1,752055736825166;True;True;True;True;True;True
2019-01-04 22:00:00;4093255;0,0;4093255,0;-1971408,1692269999;2121846,8307729997;1375968,0;745878,8307729998;1,9291001313741414;True;True;True;True;True;True
2019-01-04 23:00:00;4440445;0,0;4440445,0;-2464442,634694;1976002,365306;1316553,0;659449,365306;2,247186075261788;True;True;True;True;True;True
2019-01-05 00:00:00;4592482;0,0;4592482,0;-2747746,618732999;1844735,381267;1255992,0;588743,381267;2,489507192541508;True;True;True;True;True;True
2019-01-05 01:00:00;4477495;0,0;4477495,0;-2761852,6655010004;1715642,334499;1178732,0;536910,334499;2,609806781963977;True;True;True;True;True;True
2019-01-05 02:00:00;4454096;0,0;4454096,0;-2817206,7479614997;1636889,2520385;1126095,0;510794,2520385001;2,7210735206753243;True;True;True;True;True;True
2019-01-05 03:00:00;4355320;0,0;4355320,0;-2757265,0053177;1598054,9946823001;1092594,0;505460,9946823001;2,7253880589171193;True;True;True;True;True;True
2019-01-05 04:00:00;4499354;0,0;4499354,0;-2871434,9435678;1627919,0564322001;1111276,0;516643,05643220013;2,763868376761268;True;True;True;True;True;True
2019-01-05 05:00:00;4355942;0,0;4355942,0;-2676820,8076566;1679121,1923433999;1128959,0;550162,1923434;2,5941796338838414;True;True;True;True;True;True
2019-01-05 06:00:00;4115546;0,0;4115546,0;-2426256,9721290004;1689289,0278709999;1091519,0;597770,0278709999;2,4362592381167576;True;True;True;True;True;True
2019-01-05 07:00:00;3791346;0,0;3791346,0;-1911462,995902;1879883,004098;1211836,0;668047,0040979999;2,016798913408525;True;True;True;True;True;True
2019-01-05 08:00:00;3403589;0,0;3403589,0;-1355913,820978;2047675,1790220002;1285221,0;762454,1790220002;1,6621723185733026;True;True;True;True;True;True
2019-01-05 09:00:00;3168581;6814,703101242574;3175395,7031012424;-991222,3515102426;2184173,351591;1346018,0;838155,351591;1,453820366770895;True;True;True;True;True;True
2019-01-05 10:00:00;2966180;37559,003069261045;3003739,003069261;-705048,9157092618;2298690,0873600002;1433409,0;865281,0873600004;1,306717690908476;True;True;True;True;True;True
2019-01-05 11:00:00;2924872;68793,32275584685;2993665,3227558467;-654853,3763358472;2338811,94642;1457825,0;880986,9464199999;1,2799940274540782;True;True;True;True;True;True
2019-01-05 12:00:00;2798147;104629,05199104358;2902776,0519910436;-541838,0626070434;2360937,989384;1489925,0;871012,9893840001;1,229501183446337;True;True;True;True;True;True
2019-01-05 13:00:00;2846008;105393,09799981563;2951401,097999816;-637909,9985648165;2313491,099435;1477834,0;835657,0994350001;1,275734796957121;True;True;True;True;True;True
2019-01-05 14:00:00;2588362;89668,60474871946;2678030,6047487194;-414069,58258871874;2263961,02216;1448071,0;815890,0221599999;1,1828960739764252;True;True;True;True;True;True
2019-01-05 15:00:00;2088110;72044,17616227952;2160154,1761622797;125964,06390972016;2286118,240072;1439802,0;846316,2400719998;0,9449004597829757;False;True;True;True;True;True
2019-01-05 16:00:00;1560585;12728,603271198626;1573313,6032711987;830847,5894808008;2404161,1927520004;1468369,0;935792,1927520003;0,6544126941298205;False;False;True;True;True;True
2019-01-05 17:00:00;1391727;0,0;1391727,0;1153550,4323300002;2545277,43233;1500425,0;1044852,4323300002;0,5467879384472379;False;False;False;True;True;True
2019-01-05 18:00:00;1070598;0,0;1070598,0;1502599,2906819996;2573197,290682;1506720,0;1066477,2906819999;0,41605748765429834;False;False;False;False;False;True
2019-01-05 19:00:00;695382;0,0;695382,0;1796484,6678269985;2491866,667827;1484305,0;1007561,6678269997;0,27906067727387646;False;False;False;False;False;True
2019-01-05 20:00:00;653407;0,0;653407,0;1715859,0055230004;2369266,005523;1462278,0;906988,0055230001;0,27578456723594635;False;False;False;False;False;True
2019-01-05 21:00:00;267904;0,0;267904,0;1935732,2339940001;2203636,233994;1359811,0;843825,2339940001;0,12157360451204553;False;False;False;False;False;True
2019-01-05 22:00:00;271711;0,0;271711,0;1830919,7637479994;2102630,7637480004;1309951,0;792679,7637480001;0,12922430541997176;False;False;False;False;False;True
2019-01-05 23:00:00;417891;0,0;417891,0;1556110,2507850002;1974001,2507850002;1267974,0;706027,2507850002;0,21169743425127896;False;False;False;False;False;True
2019-01-06 00:00:00;471960;0,0;471960,0;1382838,183774;1854798,183774;1222405,0;632393,183774;0,25445355949168136;False;False;False;False;False;True
2019-01-06 01:00:00;464371;0,0;464371,0;1250869,7387249004;1715240,7387249;1140295,0;574945,7387249;0,27073225904441295;False;False;False;False;False;True
2019-01-06 02:00:00;464471;0,0;464471,0;1165775,6975967004;1630246,6975967;1083395,0;546851,6975967;0,284908413361438;False;False;False;False;False;True
2019-01-06 03:00:00;286992;0,0;286992,0;1319485,7633874998;1606477,7633875;1062733,0;543744,7633875001;0,17864673046879542;False;False;False;False;False;True
2019-01-06 04:00:00;410810;0,0;410810,0;1182499,3783414997;1593309,3783415;1039032,0;554277,3783415;0,25783442034818027;False;False;False;False;False;True
2019-01-06 05:00:00;499255;0,0;499255,0;1124726,3706692;1623981,3706692;1054423,0;569558,3706692;0,30742655612746966;False;False;False;False;False;True
2019-01-06 06:00:00;463020;0,0;463020,0;1172939,0504120002;1635959,0504120002;1057344,0;578615,050412;0,283026644146987;False;False;False;False;False;True
2019-01-06 07:00:00;346902;0,0;346902,0;1377829,1163190005;1724731,116319;1098296,0;626435,116319;0,20113396037080494;False;False;False;False;False;True
2019-01-06 08:00:00;340080;0,0;340080,0;1517683,2890409997;1857763,289041;1144069,0;713694,2890410001;0,1830588439367609;False;False;False;False;False;True
2019-01-06 09:00:00;510659;5169,7913989399785;515828,79139893997;1483553,0751350594;1999381,8665339998;1195028,0;804353,8665339999;0,2579941331033215;False;False;False;False;False;True
2019-01-06 10:00:00;703832;17232,648030884266;721064,6480308842;1421634,5946301157;2142699,2426609998;1275327,0;867372,2426609996;0,33652163293594123;False;False;False;False;False;True
2019-01-06 11:00:00;796930;41789,503880664706;838719,5038806647;1400752,479565335;2239471,983446;1323644,0;915827,9834460001;0,37451663163478405;False;False;False;False;False;True
2019-01-06 12:00:00;1256553;56906,675386512296;1313459,6753865122;988723,2981834882;2302182,97357;1383749,0;918433,9735699999;0,570527925219483;False;False;False;True;True;True
2019-01-06 13:00:00;1725741;65973,61193530603;1791714,611935306;465762,3717926934;2257476,983728;1376330,0;881146,9837280001;0,7936801238063863;False;True;True;True;True;True
2019-01-06 14:00:00;1801561;53069,2817434204;1854630,2817434203;342111,24715057947;2196741,528894;1348734,0;848007,5288940002;0,8442642237829303;False;True;True;True;True;True
2019-01-06 15:00:00;1793624;31821,734297331423;1825445,7342973314;390367,5118766688;2215813,246174;1364858,0;850955,2461740001;0,8238265284537366;False;True;True;True;True;True
2019-01-06 16:00:00;1818532;5581,026850328883;1824113,0268503288;481614,22781667067;2305727,2546670004;1388066,0;917661,2546670003;0,7911226374056861;False;True;True;True;True;True
2019-01-06 17:00:00;2045795;0,0;2045795,0;388240,50783199957;2434035,507832;1438020,0;996015,507832;0,8404951338701685;False;True;True;True;True;True
2019-01-06 18:00:00;2137066;0,0;2137066,0;322640,89222200075;2459706,8922220003;1457165,0;1002541,8922220002;0,8688295368678909;False;True;True;True;True;True
2019-01-06 19:00:00;2345835;0,0;2345835,0;20546,97807799885;2366381,9780780002;1432609,0;933772,978078;0,9913171338066531;False;True;True;True;True;True
2019-01-06 20:00:00;2603841;0,0;2603841,0;-387783,88343499973;2216057,116565;1377847,0;838210,1165649998;1,1749882169265042;True;True;True;True;True;True
2019-01-06 21:00:00;2691770;0,0;2691770,0;-582851,8802229995;2108918,119777;1333744,0;775174,119777;1,2763748268636579;True;True;True;True;True;True
2019-01-06 22:00:00;2564629;0,0;2564629,0;-539292,988527;2025336,011473;1307729,0;717607,011473;1,266273342039072;True;True;True;True;True;True
2019-01-06 23:00:00;2472528;0,0;2472528,0;-608115,7270301003;1864412,2729699002;1244516,0;619896,2729699;1,3261702016482693;True;True;True;True;True;True
2019-01-07 00:00:00;2528485;0,0;2528485,0;-785438,1670555002;1743046,8329445;1186744,0;556302,8329445;1,4506121994029688;True;True;True;True;True;True
2019-01-07 01:00:00;2630023;0,0;2630023,0;-975746,6757907998;1654276,3242092;1134010,0;520266,3242092;1,5898329447816038;True;True;True;True;True;True
2019-01-07 02:00:00;2742957;0,0;2742957,0;-1151045,8691493995;1591911,1308505998;1083643,0;508268,13085059985;1,7230591248736133;True;True;True;True;True;True
2019-01-07 03:00:00;2914406;0,0;2914406,0;-1320276,9338639;1594129,0661361;1075129,0;519000,0661361001;1,8282120700954463;True;True;True;True;True;True
2019-01-07 04:00:00;2677909;0,0;2677909,0;-1041805,5917558002;1636103,4082442;1082158,0;553945,4082442;1,6367602356343869;True;True;True;True;True;True
2019-01-07 05:00:00;2505646;0,0;2505646,0;-704931,7029959995;1800714,2970039998;1153781,0;646933,2970039999;1,3914733748539974;True;True;True;True;True;True
2019-01-07 06:00:00;2593629;0,0;2593629,0;-429712,2563319998;2163916,743668;1333408,0;830508,7436680001;1,198580771459629;True;True;True;True;True;True
2019-01-07 07:00:00;2170727;0,0;2170727,0;315623,33067600057;2486350,330676;1521397,0;964953,3306760001;0,8730575789011248;False;True;True;True;True;True
2019-01-07 08:00:00;1902678;0,0;1902678,0;728568,1149569987;2631246,114957;1595532,0;1035714,1149569999;0,7231090961747965;False;False;True;True;True;True
2019-01-07 09:00:00;1528218;13296,532882857982;1541514,532882858;1124884,9752521408;2666399,5081350002;1637304,0;1029095,508135;0,5781258690529325;False;False;False;True;True;True
2019-01-07 10:00:00;1218484;39517,785434027275;1258001,7854340272;1438884,1703089727;2696885,9557430004;1663929,0;1032956,9557430003;0,4664645839973771;False;False;False;False;True;True
2019-01-07 11:00:00;1896399;83500,22349415098;1979899,223494151;747716,7738128474;2727615,9973069998;1689306,0;1038309,997307;0,7258716862816923;False;False;True;True;True;True
2019-01-07 12:00:00;2146022;105393,09799981563;2251415,097999816;455069,5337661854;2706484,631766;1683735,0;1022749,6317659997;0,8318595537454616;False;True;True;True;True;True
2019-01-07 13:00:00;2456010;112461,43791483722;2568471,437914837;140425,2593781636;2708896,697293;1681681,0;1027215,697293;0,9481614564636257;False;True;True;True;True;True
2019-01-07 14:00:00;2698160;46625,517482638104;2744785,517482638;-58949,43633163674;2685836,081151;1675664,0;1010172,0811510002;1,0219482628688101;True;True;True;True;True;True
2019-01-07 15:00:00;3310245;18994,861759868105;3329239,861759868;-690083,959795869;2639155,9019639995;1622719,0;1016436,9019639997;1,261479043084315;True;True;True;True;True;True
2019-01-07 16:00:00;3761079;3701,058855994097;3764780,058855994;-1083157,8712029932;2681622,187653;1630525,0;1051097,187653;1,4039188951337662;True;True;True;True;True;True
2019-01-07 17:00:00;4206913;0,0;4206913,0;-1473611,1442750003;2733301,8557249997;1634895,0;1098406,855725;1,539132237146976;True;True;True;True;True;True
2019-01-07 18:00:00;4644119;0,0;4644119,0;-1882325,211537999;2761793,7884620004;1674466,0;1087327,7884620004;1,6815589271732834;True;True;True;True;True;True
2019-01-07 19:00:00;5007663;0,0;5007663,0;-2317780,249622999;2689882,750377;1669566,0;1020316,750377;1,8616659032064318;True;True;True;True;True;True
2019-01-07 20:00:00;4943931;0,0;4943931,0;-2440592,112504;2503338,887496;1588688,0;914650,887496;1,9749347660017522;True;True;True;True;True;True
2019-01-07 21:00:00;4723532;0,0;4723532,0;-2422274,8087650007;2301257,191235;1470267,0;830990,1912349998;2,052587610802883;True;True;True;True;True;True
2019-01-07 22:00:00;4461818;0,0;4461818,0;-2304430,105904;2157387,894096;1412735,0;744652,8940960002;2,0681575215149772;True;True;True;True;True;True
2019-01-07 23:00:00;4340949;0,0;4340949,0;-2400715,619898;1940233,380102;1295706,0;644527,380102;2,237333428297059;True;True;True;True;True;True
2019-01-08 00:00:00;4489402;0,0;4489402,0;-2667032,800853;1822369,199147;1237940,0;584429,199147;2,4634975185606534;True;True;True;True;True;True
2019-01-08 01:00:00;4931115;0,0;4931115,0;-3240820,1419085003;1690294,8580915001;1145998,0;544296,8580915;2,9173105369128836;True;True;True;True;True;True
2019-01-08 02:00:00;5016667;0,0;5016667,0;-3388682,291524901;1627984,7084751;1102015,0;525969,7084751001;3,081519730427328;True;True;True;True;True;True
2019-01-08 03:00:00;5172985;0,0;5172985,0;-3513149,578146101;1659835,4218539;1121308,0;538527,4218539001;3,1165650111396;True;True;True;True;True;True
2019-01-08 04:00:00;5437220;0,0;5437220,0;-3738969,0442835004;1698250,9557165;1128934,0;569316,9557165;3,20165873111846;True;True;True;True;True;True
