Datum;0_Ezg_Enercon-126_Enercon E-66/1800_1975;1_Ezg_Enercon-126_Enercon E-66/1800_1975;2_Ezg_SÃÂ¼dwind N3127_Nordex N117/3000_1975;3_Ezg_Enercon E-66/18.70_Enercon E-66/1800_1975;4_Ezg_Enercon E-66/18.70_Enercon E-66/1800_1975;5_Ezg_Nordex N117/3000_Nordex N117/3000_1975;6_Ezg_Nordex N27/150_nan_1975;7_Ezg_Nordex N27/150_nan_1975;8_Ezg_AN Bonus 600/44_nan_1975;9_Ezg_AN Bonus 600/45_nan_1975;10_Ezg_Enercon E-40/5.40_nan_1975;11_Ezg_Enercon E-40/5.40_nan_1975;12_Ezg_Senvion MM100_nan_1975;13_Ezg_Senvion MM100_nan_1975;14_Ezg_Senvion MM100_nan_1975;15_Ezg_Senvion MM100_nan_1975;16_Ezg_Senvion MM100_nan_1975;17_Ezg_Senvion MM100_nan_1975;18_Ezg_Nordex N117/3000_Nordex N117/3000_1975;19_Ezg_Nordex N117/2400_Nordex N117/2400_1975;20_Ezg_Nordex N117/2400_Nordex N117/2400_1975;21_Ezg_Nordex N117/2400_Nordex N117/2400_1975;22_Ezg_Nordex N117/2400_Nordex N117/2400_1975;23_Ezg_Nordex N117/2400_Nordex N117/2400_1975;24_Ezg_Nordex N100/2500_nan_1975;25_Ezg_Nordex N100/2500_nan_1975;26_Ezg_Micon M1500-600_nan_1975;27_Ezg_Micon M1500-600_nan_1975;28_Ezg_Micon M1500-600_nan_1975;29_Ezg_Enercon E-40/5.40_nan_1975;30_Ezg_Enercon E-40/5.40_nan_1975;31_Ezg_Enercon E-40/5.40_nan_1975;32_Ezg_Enercon E-40/6.44_nan_1975;33_Ezg_Enercon E-40/6.44_nan_1975;34_Ezg_Enercon E-40/6.44_nan_1975;35_Ezg_Enercon E-40/6.44_nan_1975;36_Ezg_Vestas V90-2MW_nan_1975;37_Ezg_Vestas V117-3.3MW_nan_1975;38_Ezg_Vestas V117-3.3MW_nan_1975;39_Ezg_Enercon E-66/15.66_Enercon E-66/1500_1975;40_Ezg_Repower MD77_nan_1975;41_Ezg_Repower 3.4M104_REpower 3.4M104_1975;42_Ezg_Tacke TW 600_Tacke TW 600_1975;43_Ezg_Enercon E-40/5.40_nan_1975;44_Ezg_Enercon E-92_nan_1975;45_Ezg_Enercon E-92_nan_1975;46_Ezg_Senvion MM100_nan_1975;47_Ezg_Senvion MM100_nan_1975;48_Ezg_Senvion MM100_nan_1975;49_Ezg_Senvion MM100_nan_1975;50_Ezg_Enercon E-40/5.40_nan_1975;51_Ezg_Enercon E-40/5.40_nan_1975;52_Ezg_Enercon E-40/5.40_nan_1975;53_Ezg_Enercon E-40/5.40_nan_1975;54_Ezg_NEG Micon NM48/600_nan_1975;55_Ezg_NEG Micon NM48/600_nan_1975;56_Ezg_Nordex N117/2400_Nordex N117/2400_1975;57_Ezg_Nordex N117/2400_Nordex N117/2400_1975;58_Ezg_Nordex N117/2400_Nordex N117/2400_1975;59_Ezg_Nordex N117/2400_Nordex N117/2400_1975;60_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;61_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;62_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;63_Ezg_Nordex N117/3000_Nordex N117/3000_1975;64_Ezg_Nordex N117/3000_Nordex N117/3000_1975;65_Ezg_Nordex N117/3000_Nordex N117/3000_1975
2019-06-02 09:00:00;3373;3373;158;1012;1012;1757;81;81;324;324;270;270;1081;1081;1081;1081;1081;1081;1757;1533;1533;1533;1533;1533;1351;1351;324;324;324;270;270;270;324;324;324;324;1081;1784;1784;810;810;1770;290;270;1081;1081;1081;1081;1081;1081;270;270;270;270;324;324;1533;1533;1533;1533;1686;1686;1686;1757;1757;1757
2019-06-02 10:00:00;3301;3301;154;990;990;1719;79;79;317;317;264;264;1058;1058;1058;1058;1058;1058;1719;1500;1500;1500;1500;1500;1322;1322;317;317;317;264;264;264;317;317;317;317;1058;1746;1746;793;793;1732;284;264;1058;1058;1058;1058;1058;1058;264;264;264;264;317;317;1500;1500;1500;1500;1650;1650;1650;1719;1719;1719
2019-06-02 11:00:00;3660;3660;171;1098;1098;1906;87;87;351;351;293;293;1173;1173;1173;1173;1173;1173;1906;1663;1663;1663;1663;1663;1466;1466;351;351;351;293;293;293;351;351;351;351;1173;1935;1935;879;879;1920;315;293;1173;1173;1173;1173;1173;1173;293;293;293;293;351;351;1663;1663;1663;1663;1830;1830;1830;1906;1906;1906
2019-06-02 12:00:00;3517;3517;164;1055;1055;1831;84;84;338;338;281;281;1127;1127;1127;1127;1127;1127;1831;1598;1598;1598;1598;1598;1409;1409;338;338;338;281;281;281;338;338;338;338;1127;1859;1859;845;845;1845;303;281;1127;1127;1127;1127;1127;1127;281;281;281;281;338;338;1598;1598;1598;1598;1758;1758;1758;1831;1831;1831
2019-06-02 13:00:00;3732;3732;174;1119;1119;1943;89;89;358;358;299;299;1196;1196;1196;1196;1196;1196;1943;1696;1696;1696;1696;1696;1495;1495;358;358;358;299;299;299;358;358;358;358;1196;1973;1973;897;897;1958;321;299;1196;1196;1196;1196;1196;1196;299;299;299;299;358;358;1696;1696;1696;1696;1866;1866;1866;1943;1943;1943
2019-06-02 14:00:00;4378;4378;205;1313;1313;2280;105;105;420;420;350;350;1403;1403;1403;1403;1403;1403;2280;1990;1990;1990;1990;1990;1754;1754;420;420;420;350;350;350;420;420;420;420;1403;2315;2315;1052;1052;2297;377;350;1403;1403;1403;1403;1403;1403;350;350;350;350;420;420;1990;1990;1990;1990;2189;2189;2189;2280;2280;2280
2019-06-02 15:00:00;4809;4809;225;1442;1442;2504;115;115;462;462;385;385;1541;1541;1541;1541;1541;1541;2504;2185;2185;2185;2185;2185;1926;1926;462;462;462;385;385;385;462;462;462;462;1541;2543;2543;1156;1156;2523;414;385;1541;1541;1541;1541;1541;1541;385;385;385;385;462;462;2185;2185;2185;2185;2404;2404;2404;2504;2504;2504
2019-06-02 16:00:00;4163;4163;195;1248;1248;2168;100;100;400;400;333;333;1334;1334;1334;1334;1334;1334;2168;1892;1892;1892;1892;1892;1667;1667;400;400;400;333;333;333;400;400;400;400;1334;2201;2201;1000;1000;2184;358;333;1334;1334;1334;1334;1334;1334;333;333;333;333;400;400;1892;1892;1892;1892;2081;2081;2081;2168;2168;2168
2019-06-02 17:00:00;3875;3875;181;1162;1162;2018;93;93;372;372;310;310;1242;1242;1242;1242;1242;1242;2018;1761;1761;1761;1761;1761;1552;1552;372;372;372;310;310;310;372;372;372;372;1242;2049;2049;931;931;2033;334;310;1242;1242;1242;1242;1242;1242;310;310;310;310;372;372;1761;1761;1761;1761;1937;1937;1937;2018;2018;2018
2019-06-02 18:00:00;3732;3732;174;1119;1119;1943;89;89;358;358;299;299;1196;1196;1196;1196;1196;1196;1943;1696;1696;1696;1696;1696;1495;1495;358;358;358;299;299;299;358;358;358;358;1196;1973;1973;897;897;1958;321;299;1196;1196;1196;1196;1196;1196;299;299;299;299;358;358;1696;1696;1696;1696;1866;1866;1866;1943;1943;1943
2019-06-02 19:00:00;3373;3373;158;1012;1012;1757;81;81;324;324;270;270;1081;1081;1081;1081;1081;1081;1757;1533;1533;1533;1533;1533;1351;1351;324;324;324;270;270;270;324;324;324;324;1081;1784;1784;810;810;1770;290;270;1081;1081;1081;1081;1081;1081;270;270;270;270;324;324;1533;1533;1533;1533;1686;1686;1686;1757;1757;1757
2019-06-02 20:00:00;2296;2296;107;689;689;1196;55;55;220;220;184;184;736;736;736;736;736;736;1196;1044;1044;1044;1044;1044;920;920;220;220;220;184;184;184;220;220;220;220;736;1214;1214;552;552;1205;198;184;736;736;736;736;736;736;184;184;184;184;220;220;1044;1044;1044;1044;1148;1148;1148;1196;1196;1196
2019-06-02 21:00:00;2440;2440;114;732;732;1271;58;58;234;234;195;195;782;782;782;782;782;782;1271;1109;1109;1109;1109;1109;977;977;234;234;234;195;195;195;234;234;234;234;782;1290;1290;586;586;1280;210;195;782;782;782;782;782;782;195;195;195;195;234;234;1109;1109;1109;1109;1220;1220;1220;1271;1271;1271
2019-06-02 22:00:00;2655;2655;124;796;796;1383;63;63;255;255;212;212;851;851;851;851;851;851;1383;1207;1207;1207;1207;1207;1063;1063;255;255;255;212;212;212;255;255;255;255;851;1404;1404;638;638;1393;228;212;851;851;851;851;851;851;212;212;212;212;255;255;1207;1207;1207;1207;1327;1327;1327;1383;1383;1383
2019-06-02 23:00:00;2871;2871;134;861;861;1495;69;69;276;276;230;230;920;920;920;920;920;920;1495;1305;1305;1305;1305;1305;1150;1150;276;276;276;230;230;230;276;276;276;276;920;1518;1518;690;690;1506;247;230;920;920;920;920;920;920;230;230;230;230;276;276;1305;1305;1305;1305;1435;1435;1435;1495;1495;1495
2019-06-03 00:00:00;2583;2583;121;775;775;1345;62;62;248;248;207;207;828;828;828;828;828;828;1345;1174;1174;1174;1174;1174;1035;1035;248;248;248;207;207;207;248;248;248;248;828;1366;1366;621;621;1355;222;207;828;828;828;828;828;828;207;207;207;207;248;248;1174;1174;1174;1174;1291;1291;1291;1345;1345;1345
2019-06-03 01:00:00;2871;2871;134;861;861;1495;69;69;276;276;230;230;920;920;920;920;920;920;1495;1305;1305;1305;1305;1305;1150;1150;276;276;276;230;230;230;276;276;276;276;920;1518;1518;690;690;1506;247;230;920;920;920;920;920;920;230;230;230;230;276;276;1305;1305;1305;1305;1435;1435;1435;1495;1495;1495
2019-06-03 02:00:00;2727;2727;127;818;818;1420;65;65;262;262;218;218;874;874;874;874;874;874;1420;1239;1239;1239;1239;1239;1092;1092;262;262;262;218;218;218;262;262;262;262;874;1442;1442;655;655;1431;235;218;874;874;874;874;874;874;218;218;218;218;262;262;1239;1239;1239;1239;1363;1363;1363;1420;1420;1420
2019-06-03 03:00:00;1866;1866;87;559;559;971;44;44;179;179;149;149;598;598;598;598;598;598;971;848;848;848;848;848;747;747;179;179;179;149;149;149;179;179;179;179;598;986;986;448;448;979;160;149;598;598;598;598;598;598;149;149;149;149;179;179;848;848;848;848;0;0;0;971;971;971
2019-06-03 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-03 05:00:00;1579;1579;74;473;473;822;37;37;151;151;126;126;506;506;506;506;506;506;822;717;717;717;717;717;632;632;151;151;151;126;126;126;151;151;151;151;506;835;835;379;379;0;136;126;506;506;506;506;506;506;126;126;126;126;151;151;717;717;717;717;0;0;0;822;822;822
2019-06-03 06:00:00;2009;2009;94;602;602;1046;48;48;193;193;161;161;644;644;644;644;644;644;1046;913;913;913;913;913;805;805;193;193;193;161;161;161;193;193;193;193;644;1062;1062;483;483;1054;173;161;644;644;644;644;644;644;161;161;161;161;193;193;913;913;913;913;1004;1004;1004;1046;1046;1046
2019-06-03 07:00:00;3229;3229;151;968;968;1682;77;77;310;310;258;258;1035;1035;1035;1035;1035;1035;1682;1468;1468;1468;1468;1468;1294;1294;310;310;310;258;258;258;310;310;310;310;1035;1708;1708;776;776;1694;278;258;1035;1035;1035;1035;1035;1035;258;258;258;258;310;310;1468;1468;1468;1468;1614;1614;1614;1682;1682;1682
2019-06-03 08:00:00;1507;1507;70;452;452;785;36;36;144;144;120;120;483;483;483;483;483;483;785;685;685;685;685;685;603;603;144;144;144;120;120;120;144;144;144;144;483;797;797;362;362;0;129;120;483;483;483;483;483;483;120;120;120;120;144;144;685;685;685;685;0;0;0;785;785;785
2019-06-03 09:00:00;3732;3732;174;1119;1119;1943;89;89;358;358;299;299;1196;1196;1196;1196;1196;1196;1943;1696;1696;1696;1696;1696;1495;1495;358;358;358;299;299;299;358;358;358;358;1196;1973;1973;897;897;1958;321;299;1196;1196;1196;1196;1196;1196;299;299;299;299;358;358;1696;1696;1696;1696;1866;1866;1866;1943;1943;1943
2019-06-03 10:00:00;4665;4665;218;1399;1399;2429;112;112;448;448;373;373;1495;1495;1495;1495;1495;1495;2429;2120;2120;2120;2120;2120;1869;1869;448;448;448;373;373;373;448;448;448;448;1495;2467;2467;1121;1121;2447;402;373;1495;1495;1495;1495;1495;1495;373;373;373;373;448;448;2120;2120;2120;2120;2332;2332;2332;2429;2429;2429
2019-06-03 11:00:00;3445;3445;161;1033;1033;1794;82;82;331;331;276;276;1104;1104;1104;1104;1104;1104;1794;1566;1566;1566;1566;1566;1380;1380;331;331;331;276;276;276;331;331;331;331;1104;1822;1822;828;828;1807;297;276;1104;1104;1104;1104;1104;1104;276;276;276;276;331;331;1566;1566;1566;1566;1722;1722;1722;1794;1794;1794
2019-06-03 12:00:00;3517;3517;164;1055;1055;1831;84;84;338;338;281;281;1127;1127;1127;1127;1127;1127;1831;1598;1598;1598;1598;1598;1409;1409;338;338;338;281;281;281;338;338;338;338;1127;1859;1859;845;845;1845;303;281;1127;1127;1127;1127;1127;1127;281;281;281;281;338;338;1598;1598;1598;1598;1758;1758;1758;1831;1831;1831
2019-06-03 13:00:00;4234;4234;198;1270;1270;2205;101;101;407;407;339;339;1357;1357;1357;1357;1357;1357;2205;1924;1924;1924;1924;1924;1696;1696;407;407;407;339;339;339;407;407;407;407;1357;2239;2239;1017;1017;2221;365;339;1357;1357;1357;1357;1357;1357;339;339;339;339;407;407;1924;1924;1924;1924;2117;2117;2117;2205;2205;2205
2019-06-03 14:00:00;4737;4737;222;1421;1421;2467;113;113;455;455;379;379;1518;1518;1518;1518;1518;1518;2467;2153;2153;2153;2153;2153;1897;1897;455;455;455;379;379;379;455;455;455;455;1518;2505;2505;1138;1138;2485;408;379;1518;1518;1518;1518;1518;1518;379;379;379;379;455;455;2153;2153;2153;2153;2368;2368;2368;2467;2467;2467
2019-06-03 15:00:00;3301;3301;154;990;990;1719;79;79;317;317;264;264;1058;1058;1058;1058;1058;1058;1719;1500;1500;1500;1500;1500;1322;1322;317;317;317;264;264;264;317;317;317;317;1058;1746;1746;793;793;1732;284;264;1058;1058;1058;1058;1058;1058;264;264;264;264;317;317;1500;1500;1500;1500;1650;1650;1650;1719;1719;1719
2019-06-03 16:00:00;4234;4234;198;1270;1270;2205;101;101;407;407;339;339;1357;1357;1357;1357;1357;1357;2205;1924;1924;1924;1924;1924;1696;1696;407;407;407;339;339;339;407;407;407;407;1357;2239;2239;1017;1017;2221;365;339;1357;1357;1357;1357;1357;1357;339;339;339;339;407;407;1924;1924;1924;1924;2117;2117;2117;2205;2205;2205
2019-06-03 17:00:00;4378;4378;205;1313;1313;2280;105;105;420;420;350;350;1403;1403;1403;1403;1403;1403;2280;1990;1990;1990;1990;1990;1754;1754;420;420;420;350;350;350;420;420;420;420;1403;2315;2315;1052;1052;2297;377;350;1403;1403;1403;1403;1403;1403;350;350;350;350;420;420;1990;1990;1990;1990;2189;2189;2189;2280;2280;2280
2019-06-03 18:00:00;3373;3373;158;1012;1012;1757;81;81;324;324;270;270;1081;1081;1081;1081;1081;1081;1757;1533;1533;1533;1533;1533;1351;1351;324;324;324;270;270;270;324;324;324;324;1081;1784;1784;810;810;1770;290;270;1081;1081;1081;1081;1081;1081;270;270;270;270;324;324;1533;1533;1533;1533;1686;1686;1686;1757;1757;1757
2019-06-03 19:00:00;2440;2440;114;732;732;1271;58;58;234;234;195;195;782;782;782;782;782;782;1271;1109;1109;1109;1109;1109;977;977;234;234;234;195;195;195;234;234;234;234;782;1290;1290;586;586;1280;210;195;782;782;782;782;782;782;195;195;195;195;234;234;1109;1109;1109;1109;1220;1220;1220;1271;1271;1271
2019-06-03 20:00:00;2727;2727;127;818;818;1420;65;65;262;262;218;218;874;874;874;874;874;874;1420;1239;1239;1239;1239;1239;1092;1092;262;262;262;218;218;218;262;262;262;262;874;1442;1442;655;655;1431;235;218;874;874;874;874;874;874;218;218;218;218;262;262;1239;1239;1239;1239;1363;1363;1363;1420;1420;1420
2019-06-03 21:00:00;1291;1291;0;387;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-03 22:00:00;1363;1363;0;409;409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-03 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-04 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-04 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-04 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-04 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-04 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-04 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-04 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-04 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-04 08:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-04 09:00:00;2081;2081;97;624;624;1084;50;50;200;200;166;166;667;667;667;667;667;667;1084;946;946;946;946;946;833;833;200;200;200;166;166;166;200;200;200;200;667;1100;1100;500;500;1092;179;166;667;667;667;667;667;667;166;166;166;166;200;200;946;946;946;946;1040;1040;1040;1084;1084;1084
2019-06-04 10:00:00;1650;1650;77;495;495;859;39;39;158;158;132;132;529;529;529;529;529;529;859;750;750;750;750;750;661;661;158;158;158;132;132;132;158;158;158;158;529;873;873;396;396;0;142;132;529;529;529;529;529;529;132;132;132;132;158;158;750;750;750;750;0;0;0;859;859;859
2019-06-04 11:00:00;2368;2368;111;710;710;1233;56;56;227;227;189;189;759;759;759;759;759;759;1233;1076;1076;1076;1076;1076;948;948;227;227;227;189;189;189;227;227;227;227;759;1252;1252;569;569;1242;204;189;759;759;759;759;759;759;189;189;189;189;227;227;1076;1076;1076;1076;1184;1184;1184;1233;1233;1233
2019-06-04 12:00:00;3588;3588;168;1076;1076;1869;86;86;345;345;287;287;1150;1150;1150;1150;1150;1150;1869;1631;1631;1631;1631;1631;1437;1437;345;345;345;287;287;287;345;345;345;345;1150;1897;1897;862;862;1883;309;287;1150;1150;1150;1150;1150;1150;287;287;287;287;345;345;1631;1631;1631;1631;1794;1794;1794;1869;1869;1869
2019-06-04 13:00:00;2871;2871;134;861;861;1495;69;69;276;276;230;230;920;920;920;920;920;920;1495;1305;1305;1305;1305;1305;1150;1150;276;276;276;230;230;230;276;276;276;276;920;1518;1518;690;690;1506;247;230;920;920;920;920;920;920;230;230;230;230;276;276;1305;1305;1305;1305;1435;1435;1435;1495;1495;1495
2019-06-04 14:00:00;2727;2727;127;818;818;1420;65;65;262;262;218;218;874;874;874;874;874;874;1420;1239;1239;1239;1239;1239;1092;1092;262;262;262;218;218;218;262;262;262;262;874;1442;1442;655;655;1431;235;218;874;874;874;874;874;874;218;218;218;218;262;262;1239;1239;1239;1239;1363;1363;1363;1420;1420;1420
2019-06-04 15:00:00;2942;2942;137;882;882;1532;70;70;282;282;235;235;943;943;943;943;943;943;1532;1337;1337;1337;1337;1337;1179;1179;282;282;282;235;235;235;282;282;282;282;943;1556;1556;707;707;1544;253;235;943;943;943;943;943;943;235;235;235;235;282;282;1337;1337;1337;1337;1471;1471;1471;1532;1532;1532
2019-06-04 16:00:00;3158;3158;148;947;947;1644;75;75;303;303;253;253;1012;1012;1012;1012;1012;1012;1644;1435;1435;1435;1435;1435;1265;1265;303;303;303;253;253;253;303;303;303;303;1012;1670;1670;759;759;1657;272;253;1012;1012;1012;1012;1012;1012;253;253;253;253;303;303;1435;1435;1435;1435;1579;1579;1579;1644;1644;1644
2019-06-04 17:00:00;3445;3445;161;1033;1033;1794;82;82;331;331;276;276;1104;1104;1104;1104;1104;1104;1794;1566;1566;1566;1566;1566;1380;1380;331;331;331;276;276;276;331;331;331;331;1104;1822;1822;828;828;1807;297;276;1104;1104;1104;1104;1104;1104;276;276;276;276;331;331;1566;1566;1566;1566;1722;1722;1722;1794;1794;1794
2019-06-04 18:00:00;3947;3947;185;1184;1184;2056;94;94;379;379;316;316;1265;1265;1265;1265;1265;1265;2056;1794;1794;1794;1794;1794;1581;1581;379;379;379;316;316;316;379;379;379;379;1265;2087;2087;948;948;2071;340;316;1265;1265;1265;1265;1265;1265;316;316;316;316;379;379;1794;1794;1794;1794;1973;1973;1973;2056;2056;2056
2019-06-04 19:00:00;3229;3229;151;968;968;1682;77;77;310;310;258;258;1035;1035;1035;1035;1035;1035;1682;1468;1468;1468;1468;1468;1294;1294;310;310;310;258;258;258;310;310;310;310;1035;1708;1708;776;776;1694;278;258;1035;1035;1035;1035;1035;1035;258;258;258;258;310;310;1468;1468;1468;1468;1614;1614;1614;1682;1682;1682
2019-06-04 20:00:00;3373;3373;158;1012;1012;1757;81;81;324;324;270;270;1081;1081;1081;1081;1081;1081;1757;1533;1533;1533;1533;1533;1351;1351;324;324;324;270;270;270;324;324;324;324;1081;1784;1784;810;810;1770;290;270;1081;1081;1081;1081;1081;1081;270;270;270;270;324;324;1533;1533;1533;1533;1686;1686;1686;1757;1757;1757
2019-06-04 21:00:00;2727;2727;127;818;818;1420;65;65;262;262;218;218;874;874;874;874;874;874;1420;1239;1239;1239;1239;1239;1092;1092;262;262;262;218;218;218;262;262;262;262;874;1442;1442;655;655;1431;235;218;874;874;874;874;874;874;218;218;218;218;262;262;1239;1239;1239;1239;1363;1363;1363;1420;1420;1420
2019-06-04 22:00:00;2296;2296;107;689;689;1196;55;55;220;220;184;184;736;736;736;736;736;736;1196;1044;1044;1044;1044;1044;920;920;220;220;220;184;184;184;220;220;220;220;736;1214;1214;552;552;1205;198;184;736;736;736;736;736;736;184;184;184;184;220;220;1044;1044;1044;1044;1148;1148;1148;1196;1196;1196
2019-06-04 23:00:00;2727;2727;127;818;818;1420;65;65;262;262;218;218;874;874;874;874;874;874;1420;1239;1239;1239;1239;1239;1092;1092;262;262;262;218;218;218;262;262;262;262;874;1442;1442;655;655;1431;235;218;874;874;874;874;874;874;218;218;218;218;262;262;1239;1239;1239;1239;1363;1363;1363;1420;1420;1420
2019-06-05 00:00:00;3588;3588;168;1076;1076;1869;86;86;345;345;287;287;1150;1150;1150;1150;1150;1150;1869;1631;1631;1631;1631;1631;1437;1437;345;345;345;287;287;287;345;345;345;345;1150;1897;1897;862;862;1883;309;287;1150;1150;1150;1150;1150;1150;287;287;287;287;345;345;1631;1631;1631;1631;1794;1794;1794;1869;1869;1869
2019-06-05 01:00:00;3373;3373;158;1012;1012;1757;81;81;324;324;270;270;1081;1081;1081;1081;1081;1081;1757;1533;1533;1533;1533;1533;1351;1351;324;324;324;270;270;270;324;324;324;324;1081;1784;1784;810;810;1770;290;270;1081;1081;1081;1081;1081;1081;270;270;270;270;324;324;1533;1533;1533;1533;1686;1686;1686;1757;1757;1757
2019-06-05 02:00:00;3086;3086;144;925;925;1607;74;74;296;296;247;247;989;989;989;989;989;989;1607;1402;1402;1402;1402;1402;1236;1236;296;296;296;247;247;247;296;296;296;296;989;1632;1632;741;741;1619;266;247;989;989;989;989;989;989;247;247;247;247;296;296;1402;1402;1402;1402;1543;1543;1543;1607;1607;1607
2019-06-05 03:00:00;3947;3947;185;1184;1184;2056;94;94;379;379;316;316;1265;1265;1265;1265;1265;1265;2056;1794;1794;1794;1794;1794;1581;1581;379;379;379;316;316;316;379;379;379;379;1265;2087;2087;948;948;2071;340;316;1265;1265;1265;1265;1265;1265;316;316;316;316;379;379;1794;1794;1794;1794;1973;1973;1973;2056;2056;2056
2019-06-05 04:00:00;2512;2512;117;753;753;1308;60;60;241;241;201;201;805;805;805;805;805;805;1308;1141;1141;1141;1141;1141;1006;1006;241;241;241;201;201;201;241;241;241;241;805;1328;1328;603;603;1318;216;201;805;805;805;805;805;805;201;201;201;201;241;241;1141;1141;1141;1141;1256;1256;1256;1308;1308;1308
2019-06-05 05:00:00;2440;2440;114;732;732;1271;58;58;234;234;195;195;782;782;782;782;782;782;1271;1109;1109;1109;1109;1109;977;977;234;234;234;195;195;195;234;234;234;234;782;1290;1290;586;586;1280;210;195;782;782;782;782;782;782;195;195;195;195;234;234;1109;1109;1109;1109;1220;1220;1220;1271;1271;1271
2019-06-05 06:00:00;1579;1579;74;473;473;822;37;37;151;151;126;126;506;506;506;506;506;506;822;717;717;717;717;717;632;632;151;151;151;126;126;126;151;151;151;151;506;835;835;379;379;0;136;126;506;506;506;506;506;506;126;126;126;126;151;151;717;717;717;717;0;0;0;822;822;822
2019-06-05 07:00:00;2655;2655;124;796;796;1383;63;63;255;255;212;212;851;851;851;851;851;851;1383;1207;1207;1207;1207;1207;1063;1063;255;255;255;212;212;212;255;255;255;255;851;1404;1404;638;638;1393;228;212;851;851;851;851;851;851;212;212;212;212;255;255;1207;1207;1207;1207;1327;1327;1327;1383;1383;1383
2019-06-05 08:00:00;2727;2727;127;818;818;1420;65;65;262;262;218;218;874;874;874;874;874;874;1420;1239;1239;1239;1239;1239;1092;1092;262;262;262;218;218;218;262;262;262;262;874;1442;1442;655;655;1431;235;218;874;874;874;874;874;874;218;218;218;218;262;262;1239;1239;1239;1239;1363;1363;1363;1420;1420;1420
