Datum;0_Ezg_Enercon-126_Enercon E-66/1800_1975;1_Ezg_Enercon-126_Enercon E-66/1800_1975;2_Ezg_SÃÂ¼dwind N3127_Nordex N117/3000_1975;3_Ezg_Enercon E-66/18.70_Enercon E-66/1800_1975;4_Ezg_Enercon E-66/18.70_Enercon E-66/1800_1975;5_Ezg_Nordex N117/3000_Nordex N117/3000_1975;6_Ezg_Nordex N27/150_nan_1975;7_Ezg_Nordex N27/150_nan_1975;8_Ezg_AN Bonus 600/44_nan_1975;9_Ezg_AN Bonus 600/45_nan_1975;10_Ezg_Enercon E-40/5.40_nan_1975;11_Ezg_Enercon E-40/5.40_nan_1975;12_Ezg_Senvion MM100_nan_1975;13_Ezg_Senvion MM100_nan_1975;14_Ezg_Senvion MM100_nan_1975;15_Ezg_Senvion MM100_nan_1975;16_Ezg_Senvion MM100_nan_1975;17_Ezg_Senvion MM100_nan_1975;18_Ezg_Nordex N117/3000_Nordex N117/3000_1975;19_Ezg_Nordex N117/2400_Nordex N117/2400_1975;20_Ezg_Nordex N117/2400_Nordex N117/2400_1975;21_Ezg_Nordex N117/2400_Nordex N117/2400_1975;22_Ezg_Nordex N117/2400_Nordex N117/2400_1975;23_Ezg_Nordex N117/2400_Nordex N117/2400_1975;24_Ezg_Nordex N100/2500_nan_1975;25_Ezg_Nordex N100/2500_nan_1975;26_Ezg_Micon M1500-600_nan_1975;27_Ezg_Micon M1500-600_nan_1975;28_Ezg_Micon M1500-600_nan_1975;29_Ezg_Enercon E-40/5.40_nan_1975;30_Ezg_Enercon E-40/5.40_nan_1975;31_Ezg_Enercon E-40/5.40_nan_1975;32_Ezg_Enercon E-40/6.44_nan_1975;33_Ezg_Enercon E-40/6.44_nan_1975;34_Ezg_Enercon E-40/6.44_nan_1975;35_Ezg_Enercon E-40/6.44_nan_1975;36_Ezg_Vestas V90-2MW_nan_1975;37_Ezg_Vestas V117-3.3MW_nan_1975;38_Ezg_Vestas V117-3.3MW_nan_1975;39_Ezg_Enercon E-66/15.66_Enercon E-66/1500_1975;40_Ezg_Repower MD77_nan_1975;41_Ezg_Repower 3.4M104_REpower 3.4M104_1975;42_Ezg_Tacke TW 600_Tacke TW 600_1975;43_Ezg_Enercon E-40/5.40_nan_1975;44_Ezg_Enercon E-92_nan_1975;45_Ezg_Enercon E-92_nan_1975;46_Ezg_Senvion MM100_nan_1975;47_Ezg_Senvion MM100_nan_1975;48_Ezg_Senvion MM100_nan_1975;49_Ezg_Senvion MM100_nan_1975;50_Ezg_Enercon E-40/5.40_nan_1975;51_Ezg_Enercon E-40/5.40_nan_1975;52_Ezg_Enercon E-40/5.40_nan_1975;53_Ezg_Enercon E-40/5.40_nan_1975;54_Ezg_NEG Micon NM48/600_nan_1975;55_Ezg_NEG Micon NM48/600_nan_1975;56_Ezg_Nordex N117/2400_Nordex N117/2400_1975;57_Ezg_Nordex N117/2400_Nordex N117/2400_1975;58_Ezg_Nordex N117/2400_Nordex N117/2400_1975;59_Ezg_Nordex N117/2400_Nordex N117/2400_1975;60_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;61_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;62_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;63_Ezg_Nordex N117/3000_Nordex N117/3000_1975;64_Ezg_Nordex N117/3000_Nordex N117/3000_1975;65_Ezg_Nordex N117/3000_Nordex N117/3000_1975
2019-01-01 00:00:00;4880;4880;228;1464;1464;2542;117;117;469;469;391;391;1564;1564;1564;1564;1564;1564;2542;2218;2218;2218;2218;2218;1955;1955;469;469;469;391;391;391;469;469;469;469;1564;2581;2581;1173;1173;2560;420;391;1564;1564;1564;1564;1564;1564;391;391;391;391;469;469;2218;2218;2218;2218;2440;2440;2440;2542;2542;2542
2019-01-01 01:00:00;4880;4880;228;1464;1464;2542;117;117;469;469;391;391;1564;1564;1564;1564;1564;1564;2542;2218;2218;2218;2218;2218;1955;1955;469;469;469;391;391;391;469;469;469;469;1564;2581;2581;1173;1173;2560;420;391;1564;1564;1564;1564;1564;1564;391;391;391;391;469;469;2218;2218;2218;2218;2440;2440;2440;2542;2542;2542
2019-01-01 02:00:00;5096;5096;238;1528;1528;2654;122;122;490;490;408;408;1633;1633;1633;1633;1633;1633;2654;2316;2316;2316;2316;2316;2041;2041;490;490;490;408;408;408;490;490;490;490;1633;2695;2695;1225;1225;2673;439;408;1633;1633;1633;1633;1633;1633;408;408;408;408;490;490;2316;2316;2316;2316;2548;2548;2548;2654;2654;2654
2019-01-01 03:00:00;5239;5239;245;1571;1571;2729;125;125;503;503;419;419;1679;1679;1679;1679;1679;1679;2729;2381;2381;2381;2381;2381;2099;2099;503;503;503;419;419;419;503;503;503;503;1679;2770;2770;1259;1259;2749;451;419;1679;1679;1679;1679;1679;1679;419;419;419;419;503;503;2381;2381;2381;2381;2619;2619;2619;2729;2729;2729
2019-01-01 04:00:00;6000;6000;270;1800;1800;3000;144;144;579;579;483;483;1932;1932;1932;1932;1932;1932;3000;2400;2400;2400;2400;2400;2415;2415;579;579;579;483;483;483;579;579;579;579;1932;3188;3188;1449;1449;3163;519;483;1932;1932;1932;1932;1932;1932;483;483;483;483;579;579;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 05:00:00;5885;5885;270;1765;1765;3000;141;141;565;565;471;471;1886;1886;1886;1886;1886;1886;3000;2400;2400;2400;2400;2400;2358;2358;565;565;565;471;471;471;565;565;565;565;1886;3112;3112;1414;1414;3088;507;471;1886;1886;1886;1886;1886;1886;471;471;471;471;565;565;2400;2400;2400;2400;2942;2942;2942;3000;3000;3000
2019-01-01 06:00:00;5598;5598;262;1679;1679;2915;134;134;538;538;448;448;1794;1794;1794;1794;1794;1794;2915;2400;2400;2400;2400;2400;2243;2243;538;538;538;448;448;448;538;538;538;538;1794;2960;2960;1345;1345;2937;482;448;1794;1794;1794;1794;1794;1794;448;448;448;448;538;538;2400;2400;2400;2400;2799;2799;2799;2915;2915;2915
2019-01-01 07:00:00;6000;6000;270;1800;1800;3000;148;148;593;593;494;494;1978;1978;1978;1978;1978;1978;3000;2400;2400;2400;2400;2400;2473;2473;593;593;593;494;494;494;593;593;593;593;1978;3264;3264;1483;1483;3238;532;494;1978;1978;1978;1978;1978;1978;494;494;494;494;593;593;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 08:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;581;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 09:00:00;5813;5813;270;1744;1744;3000;139;139;559;559;465;465;1863;1863;1863;1863;1863;1863;3000;2400;2400;2400;2400;2400;2329;2329;559;559;559;465;465;465;559;559;559;559;1863;3074;3074;1397;1397;3050;501;465;1863;1863;1863;1863;1863;1863;465;465;465;465;559;559;2400;2400;2400;2400;2906;2906;2906;3000;3000;3000
2019-01-01 10:00:00;6000;6000;270;1800;1800;3000;148;148;593;593;494;494;1978;1978;1978;1978;1978;1978;3000;2400;2400;2400;2400;2400;2473;2473;593;593;593;494;494;494;593;593;593;593;1978;3264;3264;1483;1483;3238;532;494;1978;1978;1978;1978;1978;1978;494;494;494;494;593;593;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 11:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;600;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 12:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;600;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 13:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;600;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 14:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;600;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 15:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;594;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 16:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;600;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 17:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;600;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 18:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;600;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 19:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;600;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 20:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;600;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 21:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;600;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 22:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;600;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-01 23:00:00;6000;6000;270;1800;1800;3000;150;150;600;600;500;500;2000;2000;2000;2000;2000;2000;3000;2400;2400;2400;2400;2400;2500;2500;600;600;600;500;500;500;600;600;600;600;2000;3300;3300;1500;1500;3400;581;500;2000;2000;2000;2000;2000;2000;500;500;500;500;600;600;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-02 00:00:00;5526;5526;259;1658;1658;2878;132;132;531;531;442;442;1771;1771;1771;1771;1771;1771;2878;2400;2400;2400;2400;2400;2214;2214;531;531;531;442;442;442;531;531;531;531;1771;2922;2922;1328;1328;2899;476;442;1771;1771;1771;1771;1771;1771;442;442;442;442;531;531;2400;2400;2400;2400;2763;2763;2763;2878;2878;2878
2019-01-02 01:00:00;5024;5024;235;1507;1507;2616;120;120;483;483;402;402;1610;1610;1610;1610;1610;1610;2616;2283;2283;2283;2283;2283;2012;2012;483;483;483;402;402;402;483;483;483;483;1610;2657;2657;1207;1207;2636;433;402;1610;1610;1610;1610;1610;1610;402;402;402;402;483;483;2283;2283;2283;2283;2512;2512;2512;2616;2616;2616
2019-01-02 02:00:00;5742;5742;269;1722;1722;2990;138;138;552;552;460;460;1840;1840;1840;1840;1840;1840;2990;2400;2400;2400;2400;2400;2300;2300;552;552;552;460;460;460;552;552;552;552;1840;3036;3036;1380;1380;3012;495;460;1840;1840;1840;1840;1840;1840;460;460;460;460;552;552;2400;2400;2400;2400;2871;2871;2871;2990;2990;2990
2019-01-02 03:00:00;5239;5239;245;1571;1571;2729;125;125;503;503;419;419;1679;1679;1679;1679;1679;1679;2729;2381;2381;2381;2381;2381;2099;2099;503;503;503;419;419;419;503;503;503;503;1679;2770;2770;1259;1259;2749;451;419;1679;1679;1679;1679;1679;1679;419;419;419;419;503;503;2381;2381;2381;2381;2619;2619;2619;2729;2729;2729
2019-01-02 04:00:00;5096;5096;238;1528;1528;2654;122;122;490;490;408;408;1633;1633;1633;1633;1633;1633;2654;2316;2316;2316;2316;2316;2041;2041;490;490;490;408;408;408;490;490;490;490;1633;2695;2695;1225;1225;2673;439;408;1633;1633;1633;1633;1633;1633;408;408;408;408;490;490;2316;2316;2316;2316;2548;2548;2548;2654;2654;2654
2019-01-02 05:00:00;5167;5167;242;1550;1550;2691;124;124;496;496;414;414;1656;1656;1656;1656;1656;1656;2691;2349;2349;2349;2349;2349;2070;2070;496;496;496;414;414;414;496;496;496;496;1656;2733;2733;1242;1242;2711;445;414;1656;1656;1656;1656;1656;1656;414;414;414;414;496;496;2349;2349;2349;2349;2583;2583;2583;2691;2691;2691
2019-01-02 06:00:00;5024;5024;235;1507;1507;2616;120;120;483;483;402;402;1610;1610;1610;1610;1610;1610;2616;2283;2283;2283;2283;2283;2012;2012;483;483;483;402;402;402;483;483;483;483;1610;2657;2657;1207;1207;2636;433;402;1610;1610;1610;1610;1610;1610;402;402;402;402;483;483;2283;2283;2283;2283;2512;2512;2512;2616;2616;2616
2019-01-02 07:00:00;4809;4809;225;1442;1442;2504;115;115;462;462;385;385;1541;1541;1541;1541;1541;1541;2504;2185;2185;2185;2185;2185;1926;1926;462;462;462;385;385;385;462;462;462;462;1541;2543;2543;1156;1156;2523;414;385;1541;1541;1541;1541;1541;1541;385;385;385;385;462;462;2185;2185;2185;2185;2404;2404;2404;2504;2504;2504
2019-01-02 08:00:00;4521;4521;211;1356;1356;2355;108;108;434;434;362;362;1449;1449;1449;1449;1449;1449;2355;2055;2055;2055;2055;2055;1811;1811;434;434;434;362;362;362;434;434;434;434;1449;2391;2391;1087;1087;2372;389;362;1449;1449;1449;1449;1449;1449;362;362;362;362;434;434;2055;2055;2055;2055;2260;2260;2260;2355;2355;2355
2019-01-02 09:00:00;4521;4521;211;1356;1356;2355;108;108;434;434;362;362;1449;1449;1449;1449;1449;1449;2355;2055;2055;2055;2055;2055;1811;1811;434;434;434;362;362;362;434;434;434;434;1449;2391;2391;1087;1087;2372;389;362;1449;1449;1449;1449;1449;1449;362;362;362;362;434;434;2055;2055;2055;2055;2260;2260;2260;2355;2355;2355
2019-01-02 10:00:00;4880;4880;228;1464;1464;2542;117;117;469;469;391;391;1564;1564;1564;1564;1564;1564;2542;2218;2218;2218;2218;2218;1955;1955;469;469;469;391;391;391;469;469;469;469;1564;2581;2581;1173;1173;2560;420;391;1564;1564;1564;1564;1564;1564;391;391;391;391;469;469;2218;2218;2218;2218;2440;2440;2440;2542;2542;2542
2019-01-02 11:00:00;5239;5239;245;1571;1571;2729;125;125;503;503;419;419;1679;1679;1679;1679;1679;1679;2729;2381;2381;2381;2381;2381;2099;2099;503;503;503;419;419;419;503;503;503;503;1679;2770;2770;1259;1259;2749;451;419;1679;1679;1679;1679;1679;1679;419;419;419;419;503;503;2381;2381;2381;2381;2619;2619;2619;2729;2729;2729
2019-01-02 12:00:00;5455;5455;255;1636;1636;2841;131;131;524;524;437;437;1748;1748;1748;1748;1748;1748;2841;2400;2400;2400;2400;2400;2185;2185;524;524;524;437;437;437;524;524;524;524;1748;2884;2884;1311;1311;2862;470;437;1748;1748;1748;1748;1748;1748;437;437;437;437;524;524;2400;2400;2400;2400;2727;2727;2727;2841;2841;2841
2019-01-02 13:00:00;5670;5670;265;1701;1701;2953;136;136;545;545;454;454;1817;1817;1817;1817;1817;1817;2953;2400;2400;2400;2400;2400;2271;2271;545;545;545;454;454;454;545;545;545;545;1817;2998;2998;1363;1363;2975;488;454;1817;1817;1817;1817;1817;1817;454;454;454;454;545;545;2400;2400;2400;2400;2835;2835;2835;2953;2953;2953
2019-01-02 14:00:00;5455;5455;255;1636;1636;2841;131;131;524;524;437;437;1748;1748;1748;1748;1748;1748;2841;2400;2400;2400;2400;2400;2185;2185;524;524;524;437;437;437;524;524;524;524;1748;2884;2884;1311;1311;2862;470;437;1748;1748;1748;1748;1748;1748;437;437;437;437;524;524;2400;2400;2400;2400;2727;2727;2727;2841;2841;2841
2019-01-02 15:00:00;4952;4952;232;1485;1485;2579;119;119;476;476;396;396;1587;1587;1587;1587;1587;1587;2579;2251;2251;2251;2251;2251;1984;1984;476;476;476;396;396;396;476;476;476;476;1587;2619;2619;1190;1190;2598;426;396;1587;1587;1587;1587;1587;1587;396;396;396;396;476;476;2251;2251;2251;2251;2476;2476;2476;2579;2579;2579
2019-01-02 16:00:00;4091;4091;191;1227;1227;2130;98;98;393;393;327;327;1311;1311;1311;1311;1311;1311;2130;1859;1859;1859;1859;1859;1639;1639;393;393;393;327;327;327;393;393;393;393;1311;2163;2163;983;983;2146;352;327;1311;1311;1311;1311;1311;1311;327;327;327;327;393;393;1859;1859;1859;1859;2045;2045;2045;2130;2130;2130
2019-01-02 17:00:00;3158;3158;148;947;947;1644;75;75;303;303;253;253;1012;1012;1012;1012;1012;1012;1644;1435;1435;1435;1435;1435;1265;1265;303;303;303;253;253;253;303;303;303;303;1012;1670;1670;759;759;1657;272;253;1012;1012;1012;1012;1012;1012;253;253;253;253;303;303;1435;1435;1435;1435;1579;1579;1579;1644;1644;1644
2019-01-02 18:00:00;3229;3229;151;968;968;1682;77;77;310;310;258;258;1035;1035;1035;1035;1035;1035;1682;1468;1468;1468;1468;1468;1294;1294;310;310;310;258;258;258;310;310;310;310;1035;1708;1708;776;776;1694;278;258;1035;1035;1035;1035;1035;1035;258;258;258;258;310;310;1468;1468;1468;1468;1614;1614;1614;1682;1682;1682
2019-01-02 19:00:00;2583;2583;121;775;775;1345;62;62;248;248;207;207;828;828;828;828;828;828;1345;1174;1174;1174;1174;1174;1035;1035;248;248;248;207;207;207;248;248;248;248;828;1366;1366;621;621;1355;222;207;828;828;828;828;828;828;207;207;207;207;248;248;1174;1174;1174;1174;1291;1291;1291;1345;1345;1345
2019-01-02 20:00:00;2153;2153;100;645;645;1121;51;51;207;207;172;172;690;690;690;690;690;690;1121;978;978;978;978;978;862;862;207;207;207;172;172;172;207;207;207;207;690;1138;1138;517;517;1129;185;172;690;690;690;690;690;690;172;172;172;172;207;207;978;978;978;978;1076;1076;1076;1121;1121;1121
2019-01-02 21:00:00;2009;2009;94;602;602;1046;48;48;193;193;161;161;644;644;644;644;644;644;1046;913;913;913;913;913;805;805;193;193;193;161;161;161;193;193;193;193;644;1062;1062;483;483;1054;173;161;644;644;644;644;644;644;161;161;161;161;193;193;913;913;913;913;1004;1004;1004;1046;1046;1046
2019-01-02 22:00:00;1794;1794;84;538;538;934;43;43;172;172;143;143;575;575;575;575;575;575;934;815;815;815;815;815;718;718;172;172;172;143;143;143;172;172;172;172;575;948;948;431;431;941;154;143;575;575;575;575;575;575;143;143;143;143;172;172;815;815;815;815;0;0;0;934;934;934
2019-01-02 23:00:00;1579;1579;74;473;473;822;37;37;151;151;126;126;506;506;506;506;506;506;822;717;717;717;717;717;632;632;151;151;151;126;126;126;151;151;151;151;506;835;835;379;379;0;136;126;506;506;506;506;506;506;126;126;126;126;151;151;717;717;717;717;0;0;0;822;822;822
2019-01-03 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 08:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 09:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 10:00:00;1363;1363;0;409;409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 11:00:00;1435;1435;0;430;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 12:00:00;2153;2153;100;645;645;1121;51;51;207;207;172;172;690;690;690;690;690;690;1121;978;978;978;978;978;862;862;207;207;207;172;172;172;207;207;207;207;690;1138;1138;517;517;1129;185;172;690;690;690;690;690;690;172;172;172;172;207;207;978;978;978;978;1076;1076;1076;1121;1121;1121
2019-01-03 13:00:00;2081;2081;97;624;624;1084;50;50;200;200;166;166;667;667;667;667;667;667;1084;946;946;946;946;946;833;833;200;200;200;166;166;166;200;200;200;200;667;1100;1100;500;500;1092;179;166;667;667;667;667;667;667;166;166;166;166;200;200;946;946;946;946;1040;1040;1040;1084;1084;1084
2019-01-03 14:00:00;1507;1507;70;452;452;785;36;36;144;144;120;120;483;483;483;483;483;483;785;685;685;685;685;685;603;603;144;144;144;120;120;120;144;144;144;144;483;797;797;362;362;0;129;120;483;483;483;483;483;483;120;120;120;120;144;144;685;685;685;685;0;0;0;785;785;785
2019-01-03 15:00:00;1579;1579;74;473;473;822;37;37;151;151;126;126;506;506;506;506;506;506;822;717;717;717;717;717;632;632;151;151;151;126;126;126;151;151;151;151;506;835;835;379;379;0;136;126;506;506;506;506;506;506;126;126;126;126;151;151;717;717;717;717;0;0;0;822;822;822
2019-01-03 16:00:00;1937;1937;90;581;581;1009;46;46;186;186;155;155;621;621;621;621;621;621;1009;880;880;880;880;880;776;776;186;186;186;155;155;155;186;186;186;186;621;1024;1024;465;465;1016;167;155;621;621;621;621;621;621;155;155;155;155;186;186;880;880;880;880;968;968;968;1009;1009;1009
2019-01-03 17:00:00;2225;2225;104;667;667;1158;53;53;213;213;178;178;713;713;713;713;713;713;1158;1011;1011;1011;1011;1011;891;891;213;213;213;178;178;178;213;213;213;213;713;1176;1176;534;534;1167;191;178;713;713;713;713;713;713;178;178;178;178;213;213;1011;1011;1011;1011;1112;1112;1112;1158;1158;1158
2019-01-03 18:00:00;1579;1579;74;473;473;822;37;37;151;151;126;126;506;506;506;506;506;506;822;717;717;717;717;717;632;632;151;151;151;126;126;126;151;151;151;151;506;835;835;379;379;0;136;126;506;506;506;506;506;506;126;126;126;126;151;151;717;717;717;717;0;0;0;822;822;822
2019-01-03 19:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 20:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 21:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-03 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
